Running Forward KL,Real Sto Return,Itration,Real Det Return,Running Reverse KL
76.7623,-49.14,0,325.79,26.4915
74.6708,-116.58,1,356.72,25.8393
73.6551,-67.19,2,413.49,26.6195
72.9133,8.01,3,479.98,28.1827
71.054,38.57,4,658.24,27.9645
72.0442,38.37,5,577.1,28.6656
71.5441,80.05,6,535.49,29.2662
69.4757,172.58,7,952.92,29.697
67.4225,157.24,8,1055.3,28.0175
69.5903,177.0,9,849.43,28.863
69.7817,175.13,10,865.37,29.5639
66.1257,189.18,11,937.02,28.5638
66.9755,168.05,12,957.36,29.099
66.6353,143.64,13,863.59,28.7198
67.8702,224.09,14,868.49,29.0344
68.7317,151.99,15,623.67,29.8212
67.4039,213.46,16,881.81,28.8224
68.6715,213.19,17,629.87,29.0199
64.3389,239.08,18,965.53,27.7385
70.7815,202.19,19,971.21,30.2428
63.4493,326.67,20,1019.12,28.1561
59.8132,325.71,21,1179.43,26.7881
64.5384,301.6,22,849.34,28.0516
64.6734,223.06,23,896.34,28.7296
62.9456,371.61,24,1093.4,27.1814
64.4249,382.95,25,1074.22,28.7948
69.1488,272.6,26,894.21,29.4253
67.0318,281.78,27,986.44,28.7071
68.8396,236.03,28,964.95,29.7972
66.4041,216.38,29,953.37,28.3411
66.5807,196.2,30,835.27,28.9198
68.4798,208.05,31,873.68,29.3674
64.7481,296.34,32,973.28,28.5675
64.8713,279.97,33,992.8,28.6319
69.8294,254.17,34,921.02,30.618
65.3359,239.47,35,974.25,28.939
65.3373,288.13,36,959.25,28.8379
59.9408,335.92,37,1221.99,25.9413
66.7862,261.04,38,950.38,28.9238
69.5827,276.42,39,1008.35,29.9459
68.072,223.65,40,826.9,29.6648
64.3088,313.58,41,1036.26,27.957
61.554,323.27,42,975.69,26.6434
65.9019,375.03,43,940.07,29.4829
66.5284,226.01,44,934.99,28.92
65.8976,326.39,45,929.42,28.5393
65.841,298.57,46,1027.11,28.5995
59.7391,469.53,47,1089.19,26.146
63.0558,336.94,48,1130.89,27.0621
62.7174,409.02,49,968.09,27.5519
59.39,494.0,50,1096.84,26.3965
65.3535,396.3,51,1006.53,28.4683
61.5864,360.86,52,974.2,26.7481
63.3014,606.51,53,1349.78,27.427
63.7764,377.9,54,1055.9,28.0623
62.8217,443.09,55,941.77,26.8377
58.279,678.74,56,1222.65,24.9346
62.0436,494.98,57,1054.06,26.3917
56.591,722.9,58,1621.07,25.1329
60.7546,687.98,59,1153.76,26.2228
62.0913,598.01,60,1093.61,27.2763
59.5574,483.17,61,955.24,25.7507
57.3375,973.37,62,1657.56,25.1939
58.6205,769.03,63,906.13,25.3299
55.9247,689.99,64,1506.67,23.8787
61.5953,429.96,65,1043.21,26.4888
59.5932,460.08,66,1240.42,25.8165
50.5297,975.11,67,1661.56,20.7803
55.1284,988.69,68,1804.5,23.4977
57.7745,793.61,69,1018.42,24.5977
60.6681,475.6,70,1003.1,25.7875
53.6434,748.63,71,1393.45,22.1711
52.7694,1091.31,72,2247.54,22.771
56.2108,1078.38,73,1898.7,23.3373
52.6251,1323.75,74,2379.11,22.2339
55.1143,863.48,75,1739.18,22.3284
51.5023,1133.82,76,1985.9,21.4775
51.6804,869.93,77,1891.3,21.5003
54.5603,1528.92,78,2349.28,22.9488
58.9764,1128.62,79,1432.12,24.6123
59.1773,666.5,80,997.08,24.656
53.8441,1315.01,81,1879.08,22.1191
52.1572,1126.37,82,1981.15,20.9906
53.5212,962.57,83,1717.27,22.0093
55.1566,1105.13,84,1911.07,23.3536
53.1911,1953.76,85,2639.74,30.6916
54.6676,1807.89,86,2864.35,26.445
51.081,1669.72,87,2677.3,23.7488
54.0382,1741.34,88,2618.34,28.1369
52.7809,1960.52,89,2320.76,25.3108
51.9741,1713.63,90,2763.21,25.9419
53.9072,2070.1,91,2660.79,25.4488
53.5266,2142.56,92,2884.42,26.9237
53.278,1801.05,93,2676.42,26.6015
54.3143,1927.37,94,2759.86,26.0214
53.5662,2100.66,95,2538.06,26.466
55.2155,1978.16,96,2319.01,25.8805
55.0095,1022.52,97,1642.14,22.8038
55.087,1831.23,98,2534.68,25.5289
55.8198,1319.24,99,2606.56,26.3873
53.5628,1510.37,100,2295.17,24.9581
55.5066,1959.77,101,2658.68,25.601
54.4635,1729.22,102,3121.83,29.2266
54.3644,1287.58,103,1974.39,26.8975
55.3052,2545.62,104,2369.59,30.9769
57.0283,1851.36,105,2876.88,24.8742
55.9718,1056.6,106,1937.3,25.5612
54.5518,1709.34,107,2548.57,24.4521
54.9574,2009.86,108,2461.45,25.6191
59.5875,1249.93,109,1226.97,24.9369
58.0882,1210.93,110,1426.46,24.9908
56.6478,1721.36,111,2228.79,28.3268
55.0189,1948.99,112,2374.32,25.32
55.5212,1984.44,113,2910.22,27.1726
56.3006,2882.53,114,3540.6,35.8065
56.1701,2516.96,115,3415.96,35.8144
54.1787,2457.84,116,3372.17,29.9948
55.623,2349.73,117,3062.28,35.8144
56.4933,2822.98,118,3421.12,33.6338
54.8675,2672.08,119,3090.54,31.6002
56.2881,2662.68,120,2557.63,36.05
58.3521,2755.02,121,3492.25,39.9172
56.5566,1719.47,122,2487.35,30.3974
56.2655,2393.96,123,2593.69,34.8795
55.9976,2452.37,124,2797.55,39.9382
56.0501,2574.07,125,3448.6,35.4876
57.7359,2732.36,126,3810.61,33.9444
57.5875,2811.02,127,3218.36,35.9759
56.3923,2314.21,128,3267.06,35.3558
57.8467,1979.01,129,2054.87,31.8444
56.1516,1626.51,130,3159.35,30.6419
58.892,1807.73,131,2914.78,29.2497
58.1367,1609.33,132,3430.91,38.3921
56.6929,2671.46,133,3441.22,36.8636
59.177,2909.29,134,4132.68,41.2084
58.7056,1823.59,135,2078.57,31.0492
57.9599,2503.61,136,3412.85,39.1997
59.5248,2155.91,137,3033.61,31.5515
58.6927,3032.78,138,3270.2,31.1025
57.3116,2802.44,139,3290.93,33.4797
61.7464,3080.1,140,3792.05,45.4845
61.9275,2723.61,141,3772.85,39.0414
61.33,2308.88,142,2503.41,42.8442
59.811,2650.99,143,3287.53,33.1533
59.3978,3235.3,144,3899.08,39.5067
59.3112,2187.07,145,3688.17,37.8588
58.6269,3553.04,146,4184.43,43.9762
60.2861,2229.2,147,2513.93,31.8813
59.5132,3192.71,148,4218.66,41.4012
61.8942,2882.58,149,3821.89,39.088
64.8254,3507.05,150,4209.75,53.7522
62.6055,3558.87,151,4258.92,49.7867
61.3231,2761.58,152,3572.84,36.1243
62.864,2635.75,153,3293.93,47.5106
63.052,3409.04,154,4060.28,48.805
60.8553,2336.39,155,3183.17,36.2045
59.2842,2462.37,156,3689.14,35.6035
61.0225,3279.62,157,3837.97,37.4602
62.4217,3268.54,158,3871.75,43.7836
62.3489,1956.17,159,3043.32,40.1546
59.0139,3062.86,160,3364.33,39.9212
61.5347,2746.92,161,4042.69,36.0914
62.2619,2589.62,162,2463.38,39.4906
61.8171,2695.92,163,2698.89,38.4623
59.5853,2474.6,164,2568.32,33.0246
60.8496,2146.09,165,3135.48,36.4959
66.2368,3475.35,166,3903.92,53.5201
64.7802,3582.54,167,4062.21,51.4738
62.4873,2985.81,168,3911.95,46.3198
61.2604,3060.9,169,4099.97,37.4295
61.9881,3140.13,170,3811.35,43.1983
64.7564,2428.63,171,3625.05,49.1776
64.4909,3564.61,172,3961.14,46.9746
61.1605,3248.39,173,4291.6,38.5152
63.6102,3981.89,174,4347.29,51.4885
66.0907,3558.28,175,4663.46,53.9134
61.916,2180.33,176,2833.52,41.5358
64.2219,3639.0,177,3892.9,48.7866
61.0435,3238.32,178,3060.02,35.6775
66.6947,4167.19,179,4665.62,53.8757
62.6022,3687.92,180,3898.47,46.0543
61.7206,3600.4,181,4667.23,44.1228
61.5006,3752.69,182,3515.3,43.7009
65.8367,3986.45,183,4651.8,50.4002
63.8686,3236.49,184,3180.42,43.6881
64.8977,2832.77,185,4172.0,45.8783
63.9134,2929.06,186,3013.51,34.5328
67.2354,3853.7,187,3369.65,52.656
63.1831,3320.55,188,2927.32,40.7501
64.8487,3770.42,189,4212.01,44.809
64.8962,3770.98,190,3970.63,47.6988
64.0975,2168.64,191,2664.36,43.9092
63.5187,2508.84,192,3121.25,42.7528
64.3282,3699.95,193,3994.12,40.8693
66.3896,3661.17,194,3479.33,46.683
65.368,3723.54,195,4054.25,50.7793
65.3642,3376.97,196,2689.02,44.26
64.8257,2993.99,197,4624.65,48.7271
65.3641,2394.55,198,2344.27,48.9665
65.3866,4418.31,199,4197.42,49.109
65.5357,2847.58,200,3718.44,43.5423
67.4244,3413.29,201,3705.96,48.9099
65.9591,3277.05,202,4228.1,47.9857
67.2616,3142.99,203,4236.27,47.2763
66.3017,3437.72,204,3542.13,47.6946
66.8304,3188.37,205,3367.67,47.8922
68.378,3051.93,206,3436.45,51.49
65.5228,3265.52,207,3407.29,40.7691
70.6798,3714.66,208,4160.98,54.5005
67.513,3285.65,209,3352.2,43.5663
72.6016,3239.64,210,3356.32,59.5673
69.323,3265.37,211,3488.85,52.2935
74.6771,3487.31,212,3551.03,57.7189
67.7167,3233.26,213,3180.63,46.7287
73.7789,3228.91,214,3952.79,59.0754
73.7945,3821.81,215,4101.66,56.5402
70.2106,3686.36,216,4706.33,59.2325
72.0914,3996.68,217,4256.3,58.378
75.1473,4047.48,218,4445.22,61.2462
75.1001,4117.51,219,3867.07,58.7743
69.9804,3888.38,220,3744.33,55.7099
68.5635,3979.78,221,4641.32,54.5428
73.4622,4431.4,222,4523.17,61.0759
74.6997,3820.35,223,4530.98,59.9673
71.7519,4465.85,224,4978.77,58.1325
72.129,3307.76,225,4644.18,59.901
69.4695,3964.3,226,4527.62,55.0644
75.5157,4540.56,227,4772.04,64.891
68.4978,4048.63,228,4701.38,51.6537
70.6404,4179.79,229,4133.69,59.1258
69.3084,4067.32,230,4678.4,57.7956
75.3411,4486.53,231,3852.58,63.6196
68.253,3554.11,232,4037.23,55.2251
73.5169,3945.04,233,4385.42,62.3854
74.3909,3900.64,234,4692.02,63.3291
69.4241,3617.83,235,4408.43,54.4218
74.4322,3728.67,236,4516.12,62.5176
73.6988,4001.02,237,4253.68,62.1038
69.103,4491.99,238,4361.63,57.6054
67.0019,3331.65,239,3737.03,48.5763
68.8307,3926.4,240,4439.32,58.3533
69.9706,4183.26,241,3958.8,58.2506
70.2092,4130.51,242,4474.43,56.2141
69.1774,3856.77,243,4821.24,54.6129
72.9669,3839.83,244,4787.13,60.8193
77.2606,4607.16,245,4646.24,67.5376
73.319,4742.23,246,4827.32,61.9704
71.3646,3419.13,247,4245.93,62.7492
73.7512,4222.96,248,4607.11,64.5615
76.7415,4167.09,249,4589.46,66.9034
72.8453,3544.16,250,3986.93,66.0894
71.3157,3851.4,251,3971.02,59.5858
72.5838,4495.22,252,5063.15,63.1891
79.3933,4519.61,253,5198.64,71.2517
71.4193,3568.11,254,4518.33,60.4011
79.7869,4080.32,255,4879.34,72.2177
71.7898,3841.03,256,3936.96,62.566
77.4347,4835.44,257,4969.97,69.742
79.6802,4224.16,258,5142.41,71.3441
79.1116,4879.49,259,5036.69,71.9899
71.1356,4212.12,260,5275.15,64.0297
71.4853,3646.28,261,4753.69,63.8652
73.8294,4511.93,262,4996.99,65.1336
79.2952,4907.63,263,5070.99,71.4165
73.8626,4712.05,264,5257.65,64.6956
73.1024,4560.73,265,4817.3,63.7966
73.4426,4100.15,266,4979.39,66.1843
80.5891,4539.27,267,4853.04,71.7963
80.3977,4938.98,268,4924.99,73.8486
78.7096,4395.77,269,5013.62,70.1034
79.9796,4005.58,270,5161.4,72.822
72.7813,4169.67,271,4999.1,66.2284
78.9294,4638.19,272,4882.97,72.785
73.7061,4105.84,273,4931.51,67.4675
73.482,4926.74,274,4427.02,66.8264
73.4984,4660.25,275,4774.46,68.041
79.9381,4459.57,276,5100.25,72.7583
80.5259,4213.06,277,4873.68,74.36
80.9058,4388.8,278,4932.63,73.9049
77.9234,4385.5,279,4542.82,71.9374
81.0567,4683.0,280,5001.47,77.1796
78.7803,4788.9,281,4490.7,75.9177
78.4095,4123.15,282,5010.37,74.3796
72.6035,4461.94,283,4327.65,67.5536
73.9876,4525.8,284,4980.58,68.7199
80.6298,4131.62,285,4981.77,73.7516
81.3453,4382.44,286,4736.94,77.0169
80.2109,5002.47,287,5061.01,74.0448
79.9164,4300.3,288,4640.3,77.0751
79.8999,4936.5,289,4856.15,74.6654
78.9593,4616.92,290,4845.54,73.9767
75.7909,4653.38,291,4971.37,69.3436
79.3407,4317.45,292,4737.91,75.9806
79.8717,4872.45,293,4761.69,73.6588
79.6549,4817.1,294,5253.28,71.9191
76.974,4400.61,295,4967.85,73.5575
78.2597,5011.6,296,5329.1,74.5839
79.8687,4918.22,297,4872.73,76.898
74.0125,4888.84,298,5061.43,68.2266
74.2981,4895.94,299,5135.29,69.1457
82.2091,5034.02,300,5280.59,73.9625
81.5934,4398.76,301,5253.62,74.9397
79.0054,4704.24,302,5320.01,72.0055
79.9574,4569.41,303,5035.74,75.5378
80.315,4610.14,304,5290.51,75.0516
72.2775,4766.18,305,5345.26,66.6114
78.6131,4743.92,306,4542.92,73.0505
80.1837,4201.65,307,5196.98,77.2461
80.7457,4527.27,308,5127.98,75.6219
73.1409,4792.21,309,5247.65,67.697
78.3068,5163.5,310,5090.05,69.6842
76.2737,5151.21,311,5028.99,74.2444
78.7414,4840.22,312,5531.81,74.9028
78.2809,4983.36,313,5456.24,74.1412
72.2614,4868.26,314,5352.38,66.6757
73.0192,4682.92,315,5452.97,65.0666
79.2261,4821.5,316,5408.93,75.4073
79.6914,4979.13,317,5482.74,77.4975
80.2408,4721.6,318,5512.74,74.8992
79.498,4905.65,319,5347.23,73.1929
81.2453,4901.11,320,5406.83,77.2138
80.397,3484.22,321,4343.98,76.8905
80.6441,4362.8,322,5401.92,75.2059
79.7629,5079.63,323,5424.52,75.4634
82.298,4812.54,324,5122.95,77.6881
83.5284,4772.94,325,5414.75,81.1696
81.7064,4983.22,326,5137.59,77.6909
82.4171,5052.97,327,5402.23,77.6787
80.903,4851.6,328,5408.91,76.059
72.5081,5148.46,329,5320.27,70.0071
79.0356,5002.11,330,5404.12,76.9934
75.5991,4903.75,331,4956.2,74.6519
80.5604,4838.62,332,5190.47,77.5266
79.7194,4803.04,333,5257.7,76.5508
74.5893,4715.59,334,5307.44,71.7432
81.7145,4359.79,335,5385.84,80.7369
82.737,4970.26,336,4433.24,78.8846
81.5462,5020.15,337,5257.55,76.7503
75.8911,4802.35,338,5072.76,75.5699
76.2031,4713.86,339,4648.64,73.3223
73.9232,4176.73,340,4827.11,68.1038
80.4751,4457.36,341,4574.84,75.4036
80.3911,4330.38,342,4771.43,78.1925
81.0095,4505.87,343,4877.97,76.2389
79.8296,4904.47,344,5170.39,77.9996
79.4071,4824.32,345,5224.95,77.0303
81.9734,4608.58,346,5409.6,80.1549
78.9465,4665.0,347,5291.05,73.7424
78.897,4691.73,348,5286.18,74.5988
78.1506,5095.59,349,5051.92,73.4516
81.0154,5088.71,350,4321.84,79.8135
74.7394,4436.63,351,5356.67,70.544
81.7394,4054.55,352,5180.59,78.6487
80.9338,4367.96,353,5052.27,78.8236
82.4232,5076.83,354,5282.37,78.9545
79.6075,5274.29,355,5365.03,75.5624
82.1687,4824.56,356,5165.27,75.4942
80.7656,4168.55,357,4978.02,75.4062
81.7079,4217.45,358,5270.4,78.5791
82.9175,4805.81,359,4894.9,78.3345
80.7715,4442.02,360,4798.66,79.2656
