Running Reverse KL,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Forward KL,Running Env Steps
66.6029,-31786.1640625,4651.75,5374.56,299,299,70.6301,1495000
66.3896,-32827.0703125,5213.84,5577.15,300,300,74.452,1500000
66.6167,-33030.46875,4992.25,5674.08,301,301,75.9405,1505000
63.7285,-33020.9921875,4278.99,5366.38,302,302,71.5644,1510000
68.2415,-33505.09375,4732.81,5375.07,303,303,76.0674,1515000
71.0283,-33636.2421875,4970.62,5288.61,304,304,77.5363,1520000
64.8766,-33420.2265625,4794.96,5511.56,305,305,72.1224,1525000
69.5067,-34394.83203125,4783.47,5454.47,306,306,76.2048,1530000
63.515,-33558.33984375,4797.47,5336.77,307,307,70.7638,1535000
66.652,-34646.51171875,4762.17,5511.35,308,308,75.2047,1540000
68.5568,-34323.7109375,4839.37,4555.36,309,309,75.2893,1545000
68.8387,-35223.37890625,5192.94,5414.81,310,310,76.1696,1550000
65.4814,-34425.1640625,4611.75,5197.43,311,311,74.6408,1555000
62.5492,-33937.44140625,5301.63,5645.85,312,312,71.1542,1560000
70.2735,-35410.5234375,5157.16,5633.99,313,313,77.2496,1565000
64.6023,-34484.72265625,5255.81,5728.94,314,314,70.7669,1570000
67.675,-35322.40625,5097.51,5603.33,315,315,75.4089,1575000
66.2092,-35668.125,5142.91,5208.27,316,316,75.3262,1580000
62.9678,-35155.1484375,5230.08,5577.48,317,317,74.5039,1585000
65.1914,-36303.77734375,5046.18,5539.63,318,318,74.8808,1590000
68.4709,-35590.23828125,4850.21,5349.98,319,319,76.4594,1595000
66.9568,-36225.45703125,4935.58,5445.12,320,320,76.0693,1600000
67.8126,-36699.8828125,5074.64,5571.21,321,321,75.6964,1605000
62.5776,-36438.44140625,5180.9,5723.14,322,322,73.6866,1610000
59.5223,-35559.48828125,4535.05,5406.44,323,323,69.1516,1615000
57.2192,-35477.3515625,4766.84,5566.8,324,324,69.4524,1620000
58.4196,-35742.265625,4808.69,5780.52,325,325,70.8573,1625000
68.3739,-37345.5390625,4690.55,5460.77,326,326,75.6644,1630000
65.2761,-37330.5859375,5174.79,5606.68,327,327,75.6497,1635000
64.0509,-37367.8203125,4498.42,4896.6,328,328,74.5957,1640000
62.8855,-37673.09765625,4817.71,5635.94,329,329,73.7551,1645000
62.0522,-37924.54296875,4250.35,5373.71,330,330,72.4304,1650000
63.3371,-38488.76171875,3979.43,5492.65,331,331,73.9377,1655000
53.4749,-36296.16015625,4146.57,5504.99,332,332,67.9657,1660000
56.3804,-36756.19921875,4789.25,5581.36,333,333,70.0016,1665000
53.9651,-35928.9765625,4101.71,5436.5,334,334,67.92,1670000
53.6077,-37050.01953125,4449.57,5721.49,335,335,67.6578,1675000
66.817,-40178.5859375,4376.04,5435.11,336,336,75.3967,1680000
54.2874,-36487.56640625,4832.04,5573.36,337,337,67.2805,1685000
52.6465,-36609.00390625,5138.17,5770.7,338,338,67.4996,1690000
51.8304,-38026.859375,4680.82,5092.77,339,339,68.1496,1695000
55.5598,-39110.2109375,4883.23,5652.23,340,340,70.8544,1700000
56.1018,-39382.7890625,5345.58,5710.9,341,341,71.5218,1705000
62.7094,-40635.49609375,5087.48,5834.27,342,342,74.3288,1710000
61.1504,-40906.203125,4591.56,5696.76,343,343,73.4583,1715000
60.4495,-40580.44140625,5058.85,5862.59,344,344,73.1828,1720000
61.5086,-40302.1015625,4933.55,5842.64,345,345,72.982,1725000
61.7967,-41224.4453125,5147.36,5680.26,346,346,74.3612,1730000
53.9961,-39302.5703125,5115.9,5564.9,347,347,67.8286,1735000
50.0653,-36966.9453125,4959.62,5657.11,348,348,66.6057,1740000
58.8344,-40823.36328125,4346.19,5221.41,349,349,71.0027,1745000
98.7731,-26083.9609375,-1883.31,-2646.04,350,350,91.2053,1750000
405.0767,-30525.046875,-1237.37,-1098.71,351,351,90.8481,1755000
344.7831,-31210.822265625,-734.83,-1195.61,352,352,87.8048,1760000
191.151,-30405.052734375,-241.32,-185.51,353,353,74.2525,1765000
70.0434,-32335.150390625,554.56,708.36,354,354,75.5656,1770000
109.1933,-39486.76171875,1191.4,1292.71,355,355,77.2025,1775000
57.5741,-36522.4453125,2141.75,3207.74,356,356,69.5577,1780000
78.326,-39140.79296875,2246.16,2740.86,357,357,76.6435,1785000
67.9657,-38026.15234375,2527.27,3883.8,358,358,76.4129,1790000
59.3568,-36924.44921875,3656.64,4654.78,359,359,70.0915,1795000
65.5212,-41809.80078125,4073.41,4640.17,360,360,75.2155,1800000
68.5381,-42293.8984375,3859.41,5155.61,361,361,75.7216,1805000
68.946,-43324.7578125,4926.52,5322.49,362,362,76.2605,1810000
65.8272,-43251.23046875,4568.84,5152.27,363,363,76.1241,1815000
66.4189,-43269.54296875,4947.22,5459.34,364,364,74.3304,1820000
57.7817,-41501.0859375,4756.96,5294.81,365,365,70.8023,1825000
64.8973,-43763.97265625,4270.35,5467.28,366,366,73.3867,1830000
65.34,-43456.0,4556.22,5160.66,367,367,73.3198,1835000
61.3503,-44213.1953125,4661.09,5437.71,368,368,71.9677,1840000
60.8332,-42872.23828125,4961.44,4855.1,369,369,72.4495,1845000
58.2975,-42806.83984375,4479.51,5142.89,370,370,70.4597,1850000
66.6375,-43246.1484375,4657.61,5362.03,371,371,74.551,1855000
63.8157,-43275.59375,4895.23,5546.4,372,372,72.3639,1860000
65.565,-43544.90234375,4374.18,5411.21,373,373,71.8796,1865000
73.9796,-47675.96875,5053.67,5320.87,374,374,77.8738,1870000
68.401,-45219.90625,4999.53,5325.81,375,375,74.8424,1875000
71.8967,-44630.85546875,4850.35,5302.5,376,376,75.2837,1880000
76.8018,-46540.390625,4620.6,5463.74,377,377,77.8504,1885000
168.6462,-38912.26953125,3253.14,3779.26,378,378,76.4469,1890000
168.872,-29200.62109375,-1042.09,-1524.25,379,379,83.9069,1895000
272.8885,-30974.796875,104.7,401.31,380,380,69.8696,1900000
168.2702,-39987.65625,2209.58,2295.34,381,381,80.9499,1905000
120.8796,-39646.52734375,2781.87,3283.49,382,382,81.0441,1910000
138.4258,-38695.42578125,1479.3,2735.84,383,383,77.8606,1915000
458.6538,-29788.099609375,-1680.16,-1641.6,384,384,101.9309,1920000
410.4956,-33290.48828125,-1758.81,-1774.08,385,385,92.1503,1925000
89.7943,-37287.59375,719.35,261.02,386,386,74.7418,1930000
66.6103,-42857.015625,1327.13,1663.25,387,387,79.557,1935000
102.1854,-39227.1171875,3005.84,3317.44,388,388,76.9304,1940000
85.673,-46943.265625,3682.74,4099.21,389,389,82.5622,1945000
81.3184,-48778.65234375,4157.11,3942.54,390,390,84.0679,1950000
102.7503,-45350.4140625,3019.07,3724.85,391,391,77.9682,1955000
75.4781,-48376.69921875,4138.53,3858.29,392,392,81.7183,1960000
76.4269,-47888.21875,4300.79,3544.82,393,393,78.8232,1965000
78.7021,-50633.2578125,3437.8,4440.51,394,394,81.3259,1970000
75.0928,-50513.09765625,4035.67,4211.13,395,395,80.5366,1975000
84.1007,-51556.609375,4367.92,4660.1,396,396,83.0727,1980000
88.8024,-51934.73828125,3390.11,4147.62,397,397,84.7171,1985000
85.116,-50790.42578125,3517.35,4472.32,398,398,85.1537,1990000
90.9696,-49830.63671875,3892.46,4500.28,399,399,79.322,1995000
79.7425,-51248.73828125,3507.05,3568.7,400,400,83.0584,2000000
84.708,-50664.31640625,3746.83,3518.21,401,401,84.9767,2005000
82.9918,-51914.734375,4342.97,3963.58,402,402,83.1631,2010000
72.3829,-50674.8203125,3882.01,4092.4,403,403,77.8309,2015000
74.1743,-52052.63671875,3819.12,3616.63,404,404,79.8791,2020000
71.5654,-49547.8671875,4025.97,4582.21,405,405,75.0675,2025000
71.7921,-50433.16796875,3292.62,4439.39,406,406,75.8332,2030000
81.7117,-50844.2109375,4657.77,4670.36,407,407,76.3216,2035000
79.3047,-53690.96484375,4246.21,4651.75,408,408,81.3664,2040000
95.081,-39801.11328125,288.5,168.31,409,409,92.1949,2045000
86.2455,-49107.75390625,2392.32,3311.14,410,410,79.8978,2050000
80.7486,-53557.86328125,3443.71,4104.55,411,411,81.8414,2055000
86.243,-55027.5,2907.58,3832.06,412,412,84.6021,2060000
97.63,-51875.32421875,3507.68,4034.74,413,413,78.9122,2065000
83.5853,-52256.26953125,3788.65,4713.89,414,414,80.7186,2070000
83.949,-56567.1484375,2574.83,3510.59,415,415,83.7134,2075000
90.5268,-57478.59765625,2112.2,2150.12,416,416,87.6136,2080000
134.1756,-55673.12890625,2538.05,3216.94,417,417,86.0434,2085000
93.0064,-56164.12109375,2732.5,3681.46,418,418,89.075,2090000
90.0047,-57189.984375,2780.06,3178.65,419,419,85.9757,2095000
84.8371,-57461.74609375,3191.61,4198.53,420,420,83.0365,2100000
85.1703,-56543.15625,4511.62,3855.28,421,421,82.8794,2105000
74.4632,-55044.27734375,3902.13,4273.86,422,422,79.0161,2110000
84.1807,-52617.21875,2941.63,3902.43,423,423,78.2027,2115000
64.075,-52416.65625,2608.7,3273.83,424,424,74.3245,2120000
376.8203,-37645.34765625,-2685.97,-2694.31,425,425,137.4189,2125000
637.7842,-41880.12890625,-1719.44,-1992.15,426,426,96.1863,2130000
381.9549,-32431.3515625,-1006.59,-975.67,427,427,90.0459,2135000
418.7605,-32934.58984375,-1170.32,-970.17,428,428,86.1182,2140000
259.8511,-28328.365234375,-1599.2,-1463.16,429,429,81.4772,2145000
85.5222,-23964.755859375,-1150.14,-982.84,430,430,78.0715,2150000
134.0088,-25139.578125,-1081.48,-1217.1,431,431,79.7978,2155000
109.8785,-25371.201171875,-898.86,-848.95,432,432,79.0812,2160000
110.3154,-29047.384765625,-567.75,-595.51,433,433,76.7929,2165000
140.3272,-33510.53125,-282.92,-290.26,434,434,69.3222,2170000
129.3958,-35406.93359375,-644.71,-499.7,435,435,69.9726,2175000
138.3412,-38167.21875,-155.77,2.74,436,436,69.7593,2180000
145.7369,-41363.99609375,215.46,271.84,437,437,72.0544,2185000
106.0736,-42838.00390625,705.97,736.75,438,438,75.4451,2190000
171.542,-43675.484375,1168.57,1647.08,439,439,80.2497,2195000
130.5485,-47612.69140625,2010.91,2123.88,440,440,79.0429,2200000
122.1648,-50154.9921875,1558.64,2072.8,441,441,77.6919,2205000
116.1927,-47992.421875,1915.44,1742.37,442,442,75.4297,2210000
133.1594,-48188.65234375,2422.46,2167.7,443,443,75.2665,2215000
60.9036,-54788.96875,2247.36,2491.41,444,444,76.4455,2220000
73.4993,-52129.76953125,2635.67,2443.29,445,445,75.1244,2225000
108.9832,-51986.484375,2249.53,3317.71,446,446,79.5098,2230000
203.376,-50770.5546875,2635.84,2729.63,447,447,79.0207,2235000
92.8558,-52901.8359375,2319.26,3272.73,448,448,76.2844,2240000
100.4944,-55226.921875,3488.15,3697.3,449,449,81.4487,2245000
118.9468,-56670.90234375,3079.92,3351.95,450,450,81.9176,2250000
97.1628,-56377.02734375,2460.85,2314.5,451,451,80.4772,2255000
81.367,-57035.34765625,2947.51,3450.22,452,452,84.8534,2260000
80.3854,-58742.875,1133.87,2438.7,453,453,85.4639,2265000
93.9659,-56185.5546875,1554.3,2151.92,454,454,80.826,2270000
87.2018,-57297.74609375,2297.77,1680.55,455,455,83.8984,2275000
78.8254,-59224.00390625,2237.61,2484.19,456,456,86.0053,2280000
82.3226,-58023.2578125,3274.87,2631.09,457,457,85.3479,2285000
99.9876,-55620.203125,3059.99,3400.07,458,458,82.4959,2290000
79.9171,-59793.828125,2790.76,2590.43,459,459,86.8379,2295000
68.147,-55099.3828125,2763.75,3465.35,460,460,80.8518,2300000
78.2419,-58655.9140625,3403.93,4006.95,461,461,83.1998,2305000
65.8687,-49955.3671875,3151.45,4267.83,462,462,79.6583,2310000
74.9567,-56735.2109375,3206.63,3741.2,463,463,80.727,2315000
68.3523,-55985.41015625,3478.17,4967.71,464,464,81.5286,2320000
75.4279,-60253.79296875,3772.36,3874.97,465,465,80.6653,2325000
76.1007,-59241.140625,3281.31,3838.27,466,466,84.9671,2330000
68.2852,-57285.90625,4049.96,5001.18,467,467,80.2608,2335000
68.2978,-58270.57421875,4090.91,4845.38,468,468,76.8374,2340000
70.8538,-60220.640625,3544.06,4139.98,469,469,80.662,2345000
101.9495,-59646.18359375,3238.24,3926.05,470,470,80.063,2350000
81.7092,-55268.1640625,2298.1,3747.72,471,471,76.2385,2355000
73.631,-58969.3359375,3716.87,4893.04,472,472,79.9251,2360000
68.5767,-58758.54296875,3589.93,4517.01,473,473,77.3793,2365000
71.9866,-60230.6875,4167.01,4491.47,474,474,80.7466,2370000
73.1534,-61270.8125,3231.95,4097.28,475,475,77.8881,2375000
74.3609,-61640.87890625,3952.4,5058.22,476,476,79.7972,2380000
87.3177,-63858.05078125,4011.7,4260.69,477,477,83.4376,2385000
80.2388,-62448.27734375,4211.91,4917.47,478,478,82.465,2390000
75.2608,-62541.9296875,3054.91,4118.42,479,479,83.2092,2395000
82.5772,-62398.48046875,4094.23,4688.73,480,480,82.636,2400000
83.0159,-61943.86328125,4221.26,4769.41,481,481,84.9478,2405000
88.6429,-63778.19140625,4661.64,4918.75,482,482,85.5123,2410000
83.809,-63928.34765625,4173.56,3930.05,483,483,85.2778,2415000
76.3998,-62910.56640625,3702.53,4902.36,484,484,81.9073,2420000
86.5732,-64407.8984375,3831.51,4358.1,485,485,87.1651,2425000
110.7453,-62814.9453125,4339.27,4556.71,486,486,83.6132,2430000
81.0693,-61959.765625,4697.9,5011.74,487,487,84.345,2435000
78.215,-60364.734375,4347.59,4537.3,488,488,83.0747,2440000
84.9329,-63965.48828125,3601.06,4925.01,489,489,86.6131,2445000
77.5362,-61236.08984375,4118.25,4712.18,490,490,84.4689,2450000
77.771,-61816.42578125,4789.0,5098.38,491,491,80.7424,2455000
77.5851,-60121.04296875,4651.1,4450.95,492,492,81.4239,2460000
75.1351,-60662.51171875,4151.43,4277.59,493,493,79.4966,2465000
72.7864,-61875.6015625,3918.26,4145.51,494,494,80.5514,2470000
86.4304,-56917.76953125,2010.47,2619.3,495,495,79.7243,2475000
78.6447,-61221.671875,2317.62,2066.08,496,496,79.6314,2480000
75.4675,-64574.74609375,2710.17,2815.9,497,497,79.9796,2485000
109.4487,-65223.46484375,2401.83,3188.19,498,498,79.4926,2490000
89.5082,-62565.71875,3102.86,3239.41,499,499,80.9576,2495000
88.8015,-63476.7890625,2279.59,2325.05,500,500,80.6552,2500000
77.6873,-60434.72265625,1935.17,3073.72,501,501,78.7798,2505000
77.4058,-61053.40625,2514.24,2708.78,502,502,80.1179,2510000
74.1261,-63347.5703125,1739.34,2640.81,503,503,77.382,2515000
78.7402,-64255.67578125,1513.25,2656.56,504,504,78.5399,2520000
78.2851,-63049.88671875,2891.4,3065.02,505,505,79.3179,2525000
82.5003,-62670.97265625,3502.0,4133.75,506,506,79.5663,2530000
72.2511,-61118.69140625,3089.01,2823.44,507,507,77.8467,2535000
67.6425,-58461.8046875,3349.29,3921.27,508,508,77.4041,2540000
72.1466,-61776.04296875,3838.05,4642.39,509,509,78.1157,2545000
75.831,-61538.859375,3953.33,4799.7,510,510,82.1873,2550000
68.3197,-61800.703125,4109.35,4982.3,511,511,77.4522,2555000
71.9476,-63048.5390625,3340.72,4550.68,512,512,80.5672,2560000
96.7564,-58516.1484375,4465.34,4707.23,513,513,79.6326,2565000
106.7049,-55419.8046875,4552.12,4945.26,514,514,79.4951,2570000
73.273,-62640.6796875,4095.91,4807.2,515,515,80.0659,2575000
93.2962,-61042.23046875,4235.79,4362.87,516,516,79.0183,2580000
67.8594,-59410.515625,4325.42,4719.0,517,517,77.2026,2585000
76.1397,-63831.40625,4197.39,5063.85,518,518,79.6406,2590000
74.8609,-60731.44140625,4309.53,4692.35,519,519,79.4638,2595000
66.7525,-59529.09765625,4624.5,5049.4,520,520,76.8235,2600000
80.6285,-66019.75,4172.59,4183.84,521,521,82.8158,2605000
73.1985,-61247.8515625,4477.82,4932.13,522,522,76.2886,2610000
71.1132,-60407.87109375,3971.19,4704.26,523,523,79.3056,2615000
70.1726,-58219.9921875,4036.94,5109.08,524,524,77.3444,2620000
76.8585,-59387.3203125,4445.13,4504.61,525,525,81.7654,2625000
70.2416,-62344.3125,4399.96,4853.18,526,526,75.4078,2630000
78.1414,-62629.8125,4656.02,4487.01,527,527,79.6085,2635000
78.5725,-60924.671875,3699.58,4594.73,528,528,82.1959,2640000
72.6201,-63117.23828125,4397.76,4845.99,529,529,79.657,2645000
79.9439,-62506.234375,4457.93,4630.68,530,530,81.1984,2650000
78.8805,-63208.8828125,4321.26,4570.91,531,531,81.6468,2655000
71.9153,-59267.95703125,4601.38,4774.43,532,532,80.4059,2660000
75.9103,-62275.55078125,4371.07,5047.03,533,533,79.4656,2665000
76.0925,-62644.578125,4526.87,4818.85,534,534,80.7323,2670000
78.6326,-61647.33984375,4441.72,4692.27,535,535,80.3859,2675000
71.3414,-60271.10546875,4401.18,4884.98,536,536,76.5616,2680000
71.2757,-59887.7421875,3807.87,4927.91,537,537,78.9927,2685000
80.1257,-53802.671875,3062.81,2919.25,538,538,80.2431,2690000
268.3894,-51319.20703125,-669.37,-433.66,539,539,83.7337,2695000
88.5983,-66755.6328125,3664.1,3910.37,540,540,84.6442,2700000
105.493,-62524.62109375,2575.26,4239.83,541,541,81.6379,2705000
95.6201,-59447.19140625,2665.81,4016.82,542,542,79.0311,2710000
92.1303,-63579.01953125,3799.38,4048.09,543,543,80.022,2715000
78.1541,-66561.8671875,4153.28,4282.31,544,544,81.2396,2720000
90.1971,-69497.71875,4138.81,4947.03,545,545,85.6298,2725000
89.5044,-69024.4296875,4664.11,4661.25,546,546,84.8982,2730000
98.6451,-69390.3515625,4124.26,4313.61,547,547,86.4224,2735000
125.8956,-39435.67578125,-801.98,71.96,548,548,77.6363,2740000
97.4179,-67116.4609375,1654.41,2086.61,549,549,82.2932,2745000
132.1088,-69319.125,434.31,291.14,550,550,88.4231,2750000
91.4426,-67765.5234375,740.66,1195.9,551,551,82.4342,2755000
85.0028,-65859.8046875,2399.36,3005.93,552,552,80.0672,2760000
78.3518,-67339.03125,3102.83,4406.94,553,553,80.349,2765000
76.8186,-68121.3828125,3516.98,4221.67,554,554,78.8309,2770000
71.1755,-65534.3359375,3896.11,4293.73,555,555,80.5467,2775000
76.9948,-67658.7421875,4484.75,4725.02,556,556,84.3297,2780000
73.6523,-67742.6484375,3845.6,4439.17,557,557,81.6977,2785000
66.2494,-65886.703125,4042.39,4828.63,558,558,81.3524,2790000
67.3353,-65108.6953125,4202.62,4358.5,559,559,79.8378,2795000
77.57,-62192.1875,4541.51,4601.74,560,560,81.5489,2800000
73.4587,-66603.0,4328.48,4694.18,561,561,84.7009,2805000
157.895,-61719.7734375,2242.65,2537.24,562,562,84.4574,2810000
81.0895,-68439.859375,3075.63,3526.81,563,563,85.208,2815000
202.7386,-66348.359375,1684.12,1669.23,564,564,85.7946,2820000
366.5347,-56652.27734375,-1510.75,-1250.36,565,565,84.0467,2825000
342.8653,-52049.00390625,-934.49,-938.58,566,566,85.5625,2830000
348.4313,-53972.98828125,-2.04,-376.69,567,567,87.3743,2835000
257.3701,-52835.42578125,-89.91,2.08,568,568,86.2557,2840000
58.2618,-54963.05859375,645.17,831.8,569,569,70.0021,2845000
76.6909,-64958.59765625,1556.55,1107.2,570,570,73.4563,2850000
113.0406,-63660.09375,671.92,993.27,571,571,76.2033,2855000
114.0798,-60174.4140625,587.5,501.27,572,572,79.715,2860000
467.6634,-49968.7890625,-1460.76,-1498.75,573,573,113.2705,2865000
249.8582,-48932.33203125,-1393.21,-1292.01,574,574,112.0141,2870000
151.9534,-45174.80859375,-1004.94,-727.45,575,575,97.091,2875000
64.7529,-50209.02734375,398.25,570.68,576,576,71.2978,2880000
51.6,-57036.8828125,1073.73,2235.24,577,577,68.7755,2885000
67.4864,-61743.890625,2697.0,2939.14,578,578,74.1885,2890000
97.1375,-65987.0625,2199.91,3584.31,579,579,79.1602,2895000
381.3893,-59670.1328125,-2311.75,-1777.23,580,580,105.4867,2900000
157.2965,-56018.0078125,-622.16,625.54,581,581,80.6094,2905000
67.3818,-62558.796875,3188.99,4439.01,582,582,76.695,2910000
66.8703,-64263.58984375,2450.08,4109.87,583,583,75.8802,2915000
118.1963,-65163.89453125,2506.13,3412.73,584,584,77.0436,2920000
79.9848,-65671.453125,2964.95,3163.46,585,585,77.8269,2925000
78.5049,-71174.359375,3034.49,2839.35,586,586,81.9456,2930000
78.5724,-67320.2890625,2944.57,3378.31,587,587,78.6843,2935000
79.205,-67603.3203125,2888.82,3170.84,588,588,82.3113,2940000
99.5895,-65625.0234375,2732.06,2580.58,589,589,79.3367,2945000
67.9114,-68231.6015625,3074.32,2948.54,590,590,78.8714,2950000
76.536,-64844.7109375,3116.72,4165.09,591,591,82.0602,2955000
76.6255,-68205.90625,3175.22,3813.56,592,592,82.1365,2960000
78.1648,-66903.828125,3334.83,2786.33,593,593,82.0397,2965000
123.6922,-69373.3828125,2711.25,3468.57,594,594,87.1035,2970000
89.7718,-70679.9453125,3259.2,3202.39,595,595,86.9232,2975000
131.0782,-69353.2734375,2331.07,2419.4,596,596,84.8309,2980000
137.6428,-68529.984375,2671.77,2678.14,597,597,84.0016,2985000
83.6533,-67386.0234375,3303.13,2787.42,598,598,88.4329,2990000
429.2383,-68159.6484375,-2469.44,-2449.3,599,599,136.7938,2995000
