Running Reverse KL,Real Det Return,Real Sto Return,Running Forward KL,Itration,Running Env Steps,Running Update Time,Reward Loss
14.9744,2324.33,1940.28,156.4881,301,1505000,301,-12700.84375
14.9126,2301.29,1926.05,156.591,302,1510000,302,-12681.0380859375
14.874,2295.46,1943.06,156.6369,303,1515000,303,-12737.1181640625
15.0471,2257.32,1924.09,156.6275,304,1520000,304,-12817.384765625
14.9432,2282.23,1936.23,156.5993,305,1525000,305,-12829.1689453125
15.0044,2295.78,1919.84,156.7167,306,1530000,306,-12860.1552734375
14.8253,2308.02,1928.84,156.5427,307,1535000,307,-12846.828125
14.7888,2292.28,1938.4,156.6798,308,1540000,308,-12891.1318359375
14.9042,2281.82,1916.44,156.6662,309,1545000,309,-12931.7177734375
14.9059,2308.44,1935.46,156.5468,310,1550000,310,-13009.1494140625
14.9602,2297.16,1934.47,156.6002,311,1555000,311,-13041.259765625
14.9008,2287.04,1931.27,156.4598,312,1560000,312,-13016.0283203125
14.8489,2275.08,1899.34,156.5502,313,1565000,313,-13006.552734375
14.8699,2295.83,1929.74,156.4979,314,1570000,314,-13083.396484375
14.924,2308.57,1926.79,156.5663,315,1575000,315,-13172.595703125
14.9173,2293.38,1935.6,156.6081,316,1580000,316,-13155.7373046875
14.8793,2248.76,1931.15,156.5523,317,1585000,317,-13174.0146484375
14.9049,2313.84,1940.13,156.3903,318,1590000,318,-13224.529296875
14.9891,2259.79,1931.55,156.6153,319,1595000,319,-13210.7021484375
14.88,2293.92,1943.23,156.6145,320,1600000,320,-13230.5869140625
15.0766,2303.57,1942.02,156.6194,321,1605000,321,-13323.3955078125
14.946,2299.06,1943.77,156.592,322,1610000,322,-13293.4609375
15.0011,2296.96,1953.1,156.6009,323,1615000,323,-13336.2548828125
14.8665,2295.36,1950.86,156.577,324,1620000,324,-13361.37890625
14.8,2248.99,1934.17,156.5632,325,1625000,325,-13386.455078125
14.9881,2287.97,1939.86,156.5944,326,1630000,326,-13397.365234375
15.0434,2304.7,1953.42,156.5946,327,1635000,327,-13403.138671875
14.801,2296.63,1933.51,156.5143,328,1640000,328,-13453.556640625
14.789,2301.14,1933.2,156.5558,329,1645000,329,-13497.9970703125
14.9235,2293.12,1937.69,156.5306,330,1650000,330,-13521.998046875
15.069,2280.1,1930.89,156.5805,331,1655000,331,-13568.267578125
14.9583,2299.92,1949.21,156.6639,332,1660000,332,-13568.69140625
14.7843,2268.29,1936.33,156.5146,333,1665000,333,-13515.76953125
15.0243,2294.14,1959.52,156.509,334,1670000,334,-13629.15625
15.085,2276.86,1967.08,156.7033,335,1675000,335,-13654.3310546875
14.946,2299.98,1929.96,156.6304,336,1680000,336,-13686.26171875
15.0738,2298.93,1955.85,156.6958,337,1685000,337,-13642.833984375
15.0719,2278.28,1947.14,156.6771,338,1690000,338,-13676.1650390625
14.8128,2245.61,1927.39,156.5466,339,1695000,339,-13658.1015625
15.0344,2314.52,1962.47,156.5527,340,1700000,340,-13740.7880859375
14.9604,2276.69,1943.95,156.7579,341,1705000,341,-13759.419921875
15.0365,2299.3,1954.63,156.4863,342,1710000,342,-13794.685546875
14.9979,2290.66,1971.45,156.6143,343,1715000,343,-13759.0849609375
14.7362,2264.22,1941.08,156.5417,344,1720000,344,-13795.3349609375
14.8204,2278.32,1944.96,156.6855,345,1725000,345,-13818.69921875
14.9496,2294.72,1959.08,156.5075,346,1730000,346,-13928.962890625
14.8577,2306.77,1961.23,156.6315,347,1735000,347,-13831.2470703125
14.8722,2289.33,1940.28,156.548,348,1740000,348,-13835.3583984375
14.8143,2292.76,1968.92,156.5531,349,1745000,349,-13866.685546875
15.1391,2328.13,1965.63,156.5504,350,1750000,350,-13942.7529296875
14.964,2319.81,1949.44,156.5513,351,1755000,351,-13994.630859375
15.0298,2292.62,1961.43,156.8898,352,1760000,352,-13967.78125
15.08,2320.33,1987.99,156.4888,353,1765000,353,-14012.3115234375
14.9987,2299.37,1952.82,156.543,354,1770000,354,-13997.478515625
15.0824,2339.7,1982.53,156.6386,355,1775000,355,-14074.58203125
15.0442,2284.3,1969.81,156.6216,356,1780000,356,-14060.2490234375
15.083,2333.27,1990.7,156.5399,357,1785000,357,-14150.458984375
15.0073,2313.47,1974.37,156.6979,358,1790000,358,-14102.2587890625
14.9257,2325.42,1969.54,156.4902,359,1795000,359,-14098.23828125
14.8832,2299.35,1971.99,156.5932,360,1800000,360,-14162.3798828125
15.1175,2335.37,1987.55,156.5537,361,1805000,361,-14234.232421875
15.0538,2327.23,1983.14,156.6154,362,1810000,362,-14205.5966796875
14.9549,2331.25,1981.31,156.59,363,1815000,363,-14198.583984375
14.8522,2285.95,1960.48,156.6298,364,1820000,364,-14205.9287109375
14.7698,2301.29,1956.03,156.6176,365,1825000,365,-14293.275390625
15.0055,2339.56,1973.04,156.5367,366,1830000,366,-14209.5322265625
15.006,2287.59,1966.89,156.604,367,1835000,367,-14263.2060546875
15.0148,2290.76,1974.49,156.6237,368,1840000,368,-14294.3095703125
14.8517,2306.6,1951.61,156.4784,369,1845000,369,-14266.689453125
15.1546,2340.4,2004.33,156.5869,370,1850000,370,-14330.1484375
15.0723,2296.49,1951.27,156.5187,371,1855000,371,-14329.32421875
15.1566,2310.7,1983.08,156.4789,372,1860000,372,-14334.46875
14.8902,2280.73,1958.21,156.5326,373,1865000,373,-14320.642578125
14.8181,2273.99,1961.75,156.7024,374,1870000,374,-14304.431640625
14.7782,2297.14,1960.45,156.541,375,1875000,375,-14371.421875
15.1262,2317.11,1968.36,156.6287,376,1880000,376,-14460.1328125
14.9231,2284.49,1921.8,156.4636,377,1885000,377,-14442.0
14.9145,2293.7,1922.74,156.6168,378,1890000,378,-14500.279296875
14.9479,2304.73,1965.72,156.5707,379,1895000,379,-14478.498046875
14.914,2316.29,1943.75,156.4737,380,1900000,380,-14598.4130859375
14.9167,2296.26,1965.31,156.6325,381,1905000,381,-14486.2802734375
14.9423,2277.37,1959.96,156.5312,382,1910000,382,-14546.830078125
14.8579,2303.88,1964.8,156.5209,383,1915000,383,-14519.599609375
15.0827,2309.33,1970.17,156.6116,384,1920000,384,-14630.9111328125
14.9768,2268.85,1941.46,156.5514,385,1925000,385,-14656.1279296875
14.9652,2287.43,1937.25,156.6918,386,1930000,386,-14574.1923828125
14.874,2296.41,1947.55,156.4903,387,1935000,387,-14648.046875
15.0791,2309.32,1969.61,156.4897,388,1940000,388,-14768.6884765625
14.6631,2246.98,1923.07,156.4643,389,1945000,389,-14575.69921875
14.8999,2296.57,1966.86,156.5927,390,1950000,390,-14681.4453125
14.816,2296.95,1955.79,156.6322,391,1955000,391,-14646.05859375
14.9516,2293.19,1960.44,156.4669,392,1960000,392,-14711.4453125
14.9818,2310.39,1965.93,156.4847,393,1965000,393,-14758.072265625
14.921,2276.58,1960.4,156.4846,394,1970000,394,-14709.6865234375
15.0156,2301.21,1959.65,156.5561,395,1975000,395,-14788.9208984375
14.7539,2306.13,1941.83,156.5602,396,1980000,396,-14754.46875
14.7584,2276.89,1922.39,156.5328,397,1985000,397,-14801.033203125
14.7559,2307.49,1950.06,156.5047,398,1990000,398,-14781.0537109375
14.9936,2288.41,1921.36,156.5489,399,1995000,399,-14802.9111328125
14.9322,2299.64,1934.94,156.5136,400,2000000,400,-14823.7255859375
15.0882,2297.78,1961.19,156.463,401,2005000,401,-14915.2373046875
14.933,2256.12,1925.15,156.6101,402,2010000,402,-14891.3818359375
14.7822,2272.77,1932.81,156.3973,403,2015000,403,-14899.7666015625
14.9779,2304.17,1916.54,156.5381,404,2020000,404,-14955.255859375
14.8894,2322.72,1965.78,156.5378,405,2025000,405,-14903.7080078125
14.8754,2272.93,1909.31,156.3954,406,2030000,406,-14993.9501953125
14.9114,2313.51,1933.42,156.4895,407,2035000,407,-15043.638671875
14.7839,2286.97,1914.07,156.531,408,2040000,408,-14975.6220703125
14.6747,2229.33,1907.93,156.6565,409,2045000,409,-14937.427734375
14.7964,2253.09,1940.22,156.5812,410,2050000,410,-14930.47265625
14.7488,2246.21,1940.94,156.5828,411,2055000,411,-15037.4365234375
14.8632,2280.53,1931.35,156.477,412,2060000,412,-15081.0771484375
14.756,2312.57,1930.82,156.4597,413,2065000,413,-15082.5078125
14.7452,2304.87,1949.54,156.4704,414,2070000,414,-15080.412109375
14.7002,2272.61,1911.65,156.5475,415,2075000,415,-15140.6611328125
14.7932,2261.75,1929.13,156.5467,416,2080000,416,-15091.2421875
14.9071,2295.59,1958.76,156.5062,417,2085000,417,-15119.400390625
14.8966,2281.48,1924.1,156.6044,418,2090000,418,-15067.55859375
14.8934,2285.36,1945.17,156.4866,419,2095000,419,-15100.0654296875
14.8138,2318.01,1952.15,156.6426,420,2100000,420,-15189.8896484375
14.763,2292.56,1962.76,156.5036,421,2105000,421,-15193.4365234375
14.7918,2283.67,1949.48,156.4886,422,2110000,422,-15241.041015625
14.8335,2273.07,1936.0,156.6311,423,2115000,423,-15200.4052734375
14.8189,2288.58,1940.72,156.5738,424,2120000,424,-15165.841796875
14.8442,2251.72,1943.55,156.5285,425,2125000,425,-15197.51953125
14.9986,2245.37,1933.58,156.6618,426,2130000,426,-15250.5458984375
14.8573,2291.1,1946.07,156.5123,427,2135000,427,-15290.87109375
14.9766,2305.54,1981.72,156.5068,428,2140000,428,-15298.341796875
14.8519,2293.27,1928.81,156.5003,429,2145000,429,-15323.0322265625
14.9531,2321.62,1979.78,156.5696,430,2150000,430,-15372.1982421875
15.1967,2305.57,1977.5,156.486,431,2155000,431,-15391.5615234375
15.0842,2323.54,1974.01,156.5291,432,2160000,432,-15358.390625
14.8345,2303.65,1960.73,156.4377,433,2165000,433,-15376.1904296875
14.976,2323.21,1964.34,156.5514,434,2170000,434,-15472.28125
14.9155,2289.32,1957.62,156.3912,435,2175000,435,-15448.1396484375
14.918,2305.11,1963.1,156.5429,436,2180000,436,-15451.177734375
15.1094,2326.54,1989.73,156.4196,437,2185000,437,-15506.9423828125
14.9394,2303.84,1983.36,156.5135,438,2190000,438,-15423.7958984375
14.9128,2318.57,1974.22,156.5439,439,2195000,439,-15454.326171875
15.1763,2329.26,1972.66,156.5032,440,2200000,440,-15520.83203125
15.1191,2302.68,1986.09,156.725,441,2205000,441,-15542.8798828125
14.8675,2327.18,1968.4,156.5453,442,2210000,442,-15546.8212890625
15.0846,2300.89,1975.95,156.3782,443,2215000,443,-15630.4541015625
15.0769,2297.19,1966.06,156.6381,444,2220000,444,-15521.7685546875
15.166,2319.59,1976.41,156.4832,445,2225000,445,-15597.6943359375
15.1832,2311.8,1992.14,156.5311,446,2230000,446,-15676.80859375
14.951,2332.11,1975.18,156.4764,447,2235000,447,-15652.427734375
15.1019,2296.22,1963.86,156.5408,448,2240000,448,-15667.2021484375
14.9955,2311.59,1986.56,156.6313,449,2245000,449,-15655.4052734375
15.0916,2343.02,1970.18,156.4827,450,2250000,450,-15717.0205078125
14.9729,2331.7,1981.59,156.4311,451,2255000,451,-15660.0498046875
15.0699,2320.04,1959.69,156.5491,452,2260000,452,-15738.0107421875
15.0818,2348.73,1988.89,156.378,453,2265000,453,-15813.876953125
15.004,2335.03,1979.24,156.4904,454,2270000,454,-15785.7119140625
15.1108,2366.13,2011.38,156.4969,455,2275000,455,-15827.5263671875
15.2424,2316.71,1968.05,156.5613,456,2280000,456,-15794.2236328125
15.0603,2351.61,1993.11,156.494,457,2285000,457,-15788.701171875
15.1097,2321.58,1962.84,156.4906,458,2290000,458,-15823.484375
15.0342,2347.2,1999.72,156.5303,459,2295000,459,-15775.154296875
15.0602,2352.63,1972.33,156.4187,460,2300000,460,-15888.5966796875
14.8627,2311.86,1952.45,156.5053,461,2305000,461,-15770.6416015625
15.1682,2310.98,1968.12,156.4962,462,2310000,462,-15878.7705078125
15.1441,2339.32,1957.94,156.5238,463,2315000,463,-15943.958984375
15.1611,2334.83,1986.11,156.4729,464,2320000,464,-15944.494140625
14.8819,2327.5,1976.94,156.5209,465,2325000,465,-15912.5087890625
15.1177,2300.23,1974.64,156.4163,466,2330000,466,-15956.1513671875
15.0294,2298.72,1959.17,156.4755,467,2335000,467,-15945.96484375
15.1642,2305.96,1960.76,156.5697,468,2340000,468,-15965.72265625
15.0124,2315.63,1967.28,156.6386,469,2345000,469,-15976.7421875
15.2065,2324.46,1972.41,156.5057,470,2350000,470,-16029.607421875
15.1368,2317.21,1970.87,156.4701,471,2355000,471,-15959.404296875
15.1695,2312.62,1975.67,156.504,472,2360000,472,-16027.439453125
15.0311,2294.64,1974.72,156.5529,473,2365000,473,-15992.43359375
15.12,2336.83,1974.55,156.5073,474,2370000,474,-16098.1962890625
15.0738,2307.53,1995.37,156.5231,475,2375000,475,-16011.6689453125
15.1904,2319.57,1975.07,156.5676,476,2380000,476,-16115.6865234375
15.0477,2319.55,1985.38,156.502,477,2385000,477,-16060.642578125
15.1091,2345.26,1993.91,156.4591,478,2390000,478,-16176.9794921875
15.2605,2333.36,2004.66,156.5259,479,2395000,479,-16079.0595703125
14.9816,2315.6,1962.33,156.5346,480,2400000,480,-16110.431640625
15.0233,2315.5,1977.72,156.459,481,2405000,481,-16094.9345703125
15.0017,2319.43,1961.54,156.3949,482,2410000,482,-16136.951171875
15.2361,2309.99,1966.89,156.528,483,2415000,483,-16241.69921875
15.0174,2296.25,1964.14,156.5189,484,2420000,484,-16166.67578125
15.1322,2334.23,1983.14,156.4466,485,2425000,485,-16201.3056640625
15.2819,2330.47,1976.42,156.5691,486,2430000,486,-16296.5009765625
15.1841,2327.67,1988.92,156.6477,487,2435000,487,-16285.984375
15.2358,2316.84,1982.08,156.5251,488,2440000,488,-16278.013671875
15.0413,2328.64,1979.07,156.5859,489,2445000,489,-16291.6142578125
15.2988,2342.65,1993.58,156.6283,490,2450000,490,-16288.2060546875
15.1652,2323.52,1989.45,156.5392,491,2455000,491,-16321.876953125
15.1052,2315.52,1968.23,156.5962,492,2460000,492,-16290.9775390625
15.1522,2347.81,2004.55,156.5182,493,2465000,493,-16311.7294921875
15.2722,2322.0,1986.45,156.5694,494,2470000,494,-16411.169921875
15.3356,2352.58,1990.98,156.6996,495,2475000,495,-16388.599609375
15.1588,2313.41,1982.45,156.4658,496,2480000,496,-16390.62109375
15.212,2351.36,1996.06,156.4298,497,2485000,497,-16482.169921875
15.1324,2341.53,2018.5,156.6008,498,2490000,498,-16369.9833984375
15.2959,2337.31,1996.89,156.5643,499,2495000,499,-16417.701171875
15.1339,2327.26,1968.28,156.3604,500,2500000,500,-16434.52734375
15.2424,2319.09,1981.04,156.4811,501,2505000,501,-16398.177734375
15.1349,2325.02,1995.02,156.5115,502,2510000,502,-16433.111328125
15.1415,2328.47,1989.72,156.5367,503,2515000,503,-16356.9794921875
15.2984,2341.43,1987.37,156.5362,504,2520000,504,-16548.18359375
15.373,2353.37,2005.32,156.5414,505,2525000,505,-16522.9453125
15.2253,2337.32,1997.12,156.4905,506,2530000,506,-16510.3984375
15.1903,2350.17,2008.54,156.4836,507,2535000,507,-16506.259765625
15.2413,2348.27,1997.61,156.4634,508,2540000,508,-16598.51171875
15.389,2344.17,1982.66,156.5878,509,2545000,509,-16614.673828125
15.2437,2357.91,1982.81,156.4282,510,2550000,510,-16592.28125
15.1755,2361.93,2007.15,156.3394,511,2555000,511,-16575.1953125
15.3336,2362.89,1994.95,156.5203,512,2560000,512,-16628.466796875
15.1444,2355.2,2008.15,156.5396,513,2565000,513,-16590.740234375
15.1124,2361.56,1993.67,156.4927,514,2570000,514,-16695.271484375
15.1937,2356.7,1994.93,156.4028,515,2575000,515,-16616.3828125
15.1051,2339.43,1985.73,156.3513,516,2580000,516,-16645.203125
15.2871,2355.29,1989.0,156.436,517,2585000,517,-16694.26953125
15.073,2350.81,1977.5,156.6949,518,2590000,518,-16623.8671875
15.2196,2357.09,2021.38,156.6073,519,2595000,519,-16732.626953125
15.0703,2318.52,1983.15,156.4947,520,2600000,520,-16643.318359375
15.1035,2347.65,2012.83,156.5121,521,2605000,521,-16663.4453125
15.1355,2329.44,1996.07,156.4812,522,2610000,522,-16697.482421875
15.1035,2341.88,2009.43,156.4506,523,2615000,523,-16691.896484375
15.0679,2321.3,1976.18,156.569,524,2620000,524,-16707.19140625
15.069,2322.5,1977.82,156.52,525,2625000,525,-16664.146484375
15.2779,2330.27,1979.88,156.5877,526,2630000,526,-16738.978515625
15.1728,2348.14,1977.28,156.5073,527,2635000,527,-16743.3125
15.1247,2360.76,2008.87,156.41,528,2640000,528,-16796.552734375
15.1776,2356.4,2005.21,156.5065,529,2645000,529,-16777.951171875
15.2185,2345.92,2001.14,156.3309,530,2650000,530,-16777.66015625
15.1272,2360.06,1998.42,156.4869,531,2655000,531,-16809.58984375
15.2868,2354.01,2002.27,156.4522,532,2660000,532,-16845.248046875
15.4271,2356.32,2007.3,156.461,533,2665000,533,-16888.408203125
15.1938,2353.17,2005.93,156.5592,534,2670000,534,-16858.70703125
15.2253,2343.48,2005.5,156.3594,535,2675000,535,-16861.337890625
15.2731,2333.07,1980.39,156.6269,536,2680000,536,-16879.91015625
15.1452,2355.61,2004.1,156.4402,537,2685000,537,-16824.294921875
15.3255,2324.58,1991.82,156.5773,538,2690000,538,-16838.138671875
15.2739,2362.94,2006.65,156.4569,539,2695000,539,-16908.25390625
15.1789,2343.78,2005.88,156.5626,540,2700000,540,-16864.99609375
15.3314,2364.23,2020.78,156.5732,541,2705000,541,-16934.33984375
15.0551,2349.51,1987.52,156.4391,542,2710000,542,-16891.091796875
14.9579,2330.96,1971.42,156.5002,543,2715000,543,-16932.583984375
15.2879,2357.96,1996.99,156.5737,544,2720000,544,-16940.6484375
15.239,2341.71,1958.6,156.4528,545,2725000,545,-16984.763671875
15.0958,2372.27,2011.74,156.4075,546,2730000,546,-16956.05859375
15.3933,2368.21,1992.97,156.5142,547,2735000,547,-17019.375
15.148,2356.57,2005.53,156.5711,548,2740000,548,-17020.529296875
15.1937,2339.24,1979.59,156.4847,549,2745000,549,-16988.90234375
15.4735,2358.65,2004.32,156.5558,550,2750000,550,-17050.921875
15.3327,2369.44,1997.43,156.5739,551,2755000,551,-17062.927734375
15.4122,2368.67,1996.25,156.4661,552,2760000,552,-17105.609375
15.3533,2358.73,1987.32,156.4974,553,2765000,553,-17082.31640625
15.3533,2370.25,2012.4,156.5123,554,2770000,554,-17070.814453125
15.2505,2351.99,1992.65,156.4639,555,2775000,555,-17049.80859375
15.4046,2340.55,1998.54,156.5705,556,2780000,556,-17110.0078125
15.0815,2344.15,2008.23,156.4828,557,2785000,557,-17054.263671875
15.3628,2342.97,1989.48,156.7099,558,2790000,558,-17077.82421875
15.3288,2348.84,1969.18,156.6239,559,2795000,559,-17082.5078125
15.3178,2347.51,1998.05,156.6387,560,2800000,560,-17120.44921875
15.2442,2362.31,2000.21,156.4977,561,2805000,561,-17051.5234375
15.2084,2338.77,1972.41,156.5665,562,2810000,562,-17111.552734375
15.2649,2364.8,1997.06,156.4923,563,2815000,563,-17112.591796875
15.386,2328.4,1963.01,156.6498,564,2820000,564,-17163.8359375
15.3006,2339.9,1977.26,156.5511,565,2825000,565,-17160.201171875
15.4094,2362.87,2009.45,156.5684,566,2830000,566,-17222.296875
15.1829,2360.31,1999.39,156.447,567,2835000,567,-17181.259765625
15.2688,2348.0,1998.83,156.5463,568,2840000,568,-17208.576171875
15.3001,2369.68,1997.82,156.4918,569,2845000,569,-17244.529296875
15.2954,2347.55,1989.92,156.4913,570,2850000,570,-17225.39453125
15.146,2352.1,1992.34,156.6094,571,2855000,571,-17258.083984375
15.3516,2366.5,2012.81,156.6084,572,2860000,572,-17306.220703125
15.4752,2363.01,1985.26,156.4884,573,2865000,573,-17272.416015625
15.455,2356.49,2001.17,156.5911,574,2870000,574,-17297.49609375
15.2045,2360.03,2003.18,156.4625,575,2875000,575,-17300.888671875
15.3474,2369.15,2002.41,156.5535,576,2880000,576,-17277.21875
15.1157,2363.73,1987.46,156.5069,577,2885000,577,-17306.61328125
15.1611,2358.37,1993.31,156.6608,578,2890000,578,-17291.2421875
15.3217,2354.86,1990.17,156.5855,579,2895000,579,-17326.212890625
15.2491,2359.3,2017.07,156.3376,580,2900000,580,-17295.4375
15.1601,2363.9,1994.82,156.5307,581,2905000,581,-17402.3046875
15.2147,2361.58,2012.18,156.5094,582,2910000,582,-17349.0859375
15.2312,2375.25,2017.01,156.5216,583,2915000,583,-17346.744140625
15.3237,2374.81,2008.47,156.5287,584,2920000,584,-17354.498046875
15.0966,2363.49,2000.71,156.4413,585,2925000,585,-17380.509765625
15.2696,2369.41,2022.98,156.42,586,2930000,586,-17401.939453125
15.0288,2364.31,1992.05,156.4316,587,2935000,587,-17391.70703125
15.283,2367.19,1989.68,156.4974,588,2940000,588,-17428.3828125
15.3098,2339.22,1984.16,156.6782,589,2945000,589,-17413.603515625
15.2114,2371.9,2000.7,156.6227,590,2950000,590,-17375.6171875
15.0589,2375.16,2010.42,156.546,591,2955000,591,-17452.65234375
15.166,2357.14,2007.96,156.5356,592,2960000,592,-17409.03125
15.3273,2353.51,1999.28,156.596,593,2965000,593,-17453.021484375
15.1398,2352.5,2001.45,156.4415,594,2970000,594,-17473.525390625
15.1287,2358.43,2005.62,156.5209,595,2975000,595,-17466.78125
15.1333,2356.82,1999.13,156.6051,596,2980000,596,-17412.662109375
15.0016,2363.65,1983.48,156.5441,597,2985000,597,-17440.3828125
15.1841,2370.3,2006.98,156.5405,598,2990000,598,-17506.50390625
15.1335,2365.91,2004.47,156.4885,599,2995000,599,-17532.59375
