Running Reverse KL,Running Env Steps,Running Forward KL,Itration,Real Det Return,Running Update Time,Real Sto Return,Reward Loss
19.5865,1495000,139.1379,299,11989.58,299,11611.98,-26571.439453125
20.6891,1500000,139.7909,300,12217.0,300,11649.18,-27088.39453125
19.9244,1505000,139.8952,301,11740.67,301,11286.1,-27148.427734375
18.6352,1510000,140.1104,302,12095.92,302,11468.05,-27195.8671875
20.7698,1515000,140.3245,303,11904.4,303,11468.55,-27237.078125
21.5985,1520000,140.436,304,12516.04,304,12135.18,-27152.2578125
20.2459,1525000,139.4823,305,12123.99,305,11345.8,-27637.12890625
20.0263,1530000,141.8287,306,11941.82,306,11634.27,-28111.865234375
20.5076,1535000,139.8314,307,11138.95,307,10340.96,-28236.2578125
20.0223,1540000,139.6122,308,11585.02,308,11325.87,-27337.603515625
20.6834,1545000,139.9263,309,11214.96,309,10862.91,-28440.322265625
21.534,1550000,140.4098,310,12203.12,310,11624.63,-27442.740234375
21.0504,1555000,140.5669,311,11663.35,311,11427.22,-27729.955078125
21.1161,1560000,140.5029,312,12357.57,312,11653.73,-27976.578125
20.6856,1565000,141.3456,313,12420.1,313,11967.84,-27837.3515625
21.506,1570000,141.2145,314,12454.89,314,11861.33,-27643.97265625
20.7977,1575000,140.9378,315,12120.93,315,11601.04,-28505.115234375
21.0547,1580000,141.0328,316,12335.18,316,11862.75,-28727.5234375
20.8001,1585000,140.3727,317,12530.71,317,11195.24,-28343.55078125
21.5163,1590000,140.8243,318,12183.48,318,11679.91,-28176.865234375
20.9171,1595000,141.3414,319,12361.3,319,11801.76,-28679.734375
20.9318,1600000,140.4407,320,12334.41,320,11856.68,-29372.740234375
20.9284,1605000,140.9583,321,12517.0,321,12027.68,-29209.517578125
20.4981,1610000,139.8101,322,12638.55,322,11930.5,-29885.619140625
21.9064,1615000,139.8635,323,12218.26,323,11502.98,-29528.126953125
21.5954,1620000,141.5784,324,12540.59,324,12067.7,-29042.99609375
21.7249,1625000,141.8129,325,12444.61,325,12306.93,-28792.765625
20.5411,1630000,142.1985,326,12468.99,326,11708.55,-30252.044921875
21.5375,1635000,142.1568,327,12617.45,327,12079.78,-29757.857421875
20.9116,1640000,140.9585,328,12149.61,328,11443.01,-29443.525390625
21.1035,1645000,141.8048,329,12087.31,329,11158.33,-29831.25390625
21.4591,1650000,140.5816,330,12229.55,330,11981.67,-29426.884765625
21.2645,1655000,140.43,331,12643.91,331,12100.35,-29776.341796875
21.431,1660000,140.2143,332,12276.05,332,11892.72,-29665.439453125
22.6601,1665000,141.566,333,12420.18,333,12093.8,-29651.794921875
22.3068,1670000,139.5955,334,12082.54,334,12251.87,-30645.904296875
20.7764,1675000,141.9699,335,12053.3,335,12196.91,-29962.1953125
22.2181,1680000,142.3744,336,12380.17,336,11985.27,-29819.84765625
22.3157,1685000,140.2584,337,12746.14,337,12357.13,-30625.36328125
22.5891,1690000,142.6667,338,12739.79,338,11904.7,-29765.482421875
21.3016,1695000,140.2821,339,12785.32,339,12207.89,-31093.4453125
22.1238,1700000,142.634,340,12635.08,340,12294.72,-30847.828125
22.188,1705000,140.9631,341,12742.3,341,11670.58,-29970.92578125
22.5939,1710000,140.1901,342,12661.07,342,12199.36,-30710.1953125
21.3602,1715000,141.1009,343,12384.01,343,11834.08,-30774.3515625
22.9643,1720000,141.0547,344,12602.2,344,12127.2,-31139.8046875
22.5227,1725000,140.83,345,12590.22,345,12207.1,-30568.185546875
21.4687,1730000,141.3865,346,12858.36,346,12356.2,-31335.091796875
21.6402,1735000,141.8131,347,12510.69,347,11834.17,-30814.123046875
22.594,1740000,143.8329,348,12612.31,348,12132.71,-31732.40625
22.6049,1745000,142.25,349,12444.47,349,11583.52,-31031.09375
21.7247,1750000,141.5443,350,12711.78,350,11696.15,-31016.806640625
21.8438,1755000,141.3491,351,12516.37,351,12216.85,-31111.677734375
22.1922,1760000,140.7921,352,12245.21,352,12250.08,-31843.419921875
22.6847,1765000,141.7845,353,12607.2,353,12182.52,-31428.400390625
21.7572,1770000,141.6148,354,12681.54,354,11933.72,-31679.40234375
22.5352,1775000,140.8751,355,12569.94,355,12261.65,-31314.146484375
21.9026,1780000,141.9602,356,12722.97,356,12226.05,-31571.9765625
23.2219,1785000,141.5208,357,12524.3,357,12204.3,-32411.623046875
21.8803,1790000,141.3436,358,12468.79,358,12215.44,-32150.6796875
22.7257,1795000,143.4958,359,12452.49,359,12130.94,-32596.70703125
21.7304,1800000,143.2223,360,12494.48,360,12254.27,-32184.37890625
21.7482,1805000,140.9651,361,12635.67,361,12295.81,-31664.306640625
22.2437,1810000,140.1845,362,12704.99,362,12172.31,-31472.96875
23.3009,1815000,141.4442,363,12739.71,363,11681.07,-32550.6640625
22.2133,1820000,142.5691,364,12409.5,364,12178.51,-32441.380859375
22.0732,1825000,141.4656,365,12538.08,365,12196.48,-32534.974609375
22.001,1830000,142.5623,366,12663.7,366,12359.97,-32092.5859375
23.1332,1835000,142.3917,367,12567.94,367,12307.1,-33282.3984375
22.2823,1840000,141.2748,368,12650.25,368,12437.8,-32779.296875
21.8417,1845000,141.1811,369,12403.21,369,12304.39,-32870.94140625
22.1192,1850000,141.2721,370,12452.95,370,11739.21,-32384.669921875
22.273,1855000,141.523,371,12830.07,371,12525.63,-32781.62890625
22.2272,1860000,141.6223,372,12432.87,372,12507.87,-32880.5078125
22.8108,1865000,142.5259,373,12713.37,373,12453.79,-33476.625
22.8155,1870000,141.3762,374,12846.2,374,12424.84,-32841.45703125
22.3147,1875000,140.6708,375,12768.47,375,12454.32,-32826.6875
21.5135,1880000,141.7509,376,12879.37,376,11671.52,-31081.390625
21.7835,1885000,143.2533,377,12301.28,377,12129.93,-33957.05078125
21.6437,1890000,141.8771,378,12657.83,378,12444.76,-34015.87109375
23.5746,1895000,142.0996,379,12927.45,379,12539.93,-32956.4453125
22.4698,1900000,142.5504,380,12851.56,380,12542.94,-33724.32421875
22.371,1905000,140.5249,381,12562.8,381,12466.13,-33746.56640625
23.3755,1910000,142.2605,382,12666.31,382,12379.79,-33295.21484375
22.46,1915000,141.0352,383,12900.96,383,12306.79,-34409.0390625
23.0543,1920000,141.4687,384,12810.61,384,12507.18,-34774.484375
22.491,1925000,141.9925,385,12897.19,385,12540.92,-33591.0390625
21.1009,1930000,141.7647,386,12785.6,386,12465.65,-34132.296875
22.7416,1935000,142.9793,387,12003.07,387,12036.4,-34155.46875
22.6921,1940000,142.2227,388,12747.96,388,12364.38,-33736.85546875
20.9044,1945000,142.8596,389,12639.86,389,12260.55,-34627.5703125
22.9006,1950000,141.2782,390,12111.82,390,12451.88,-34451.8203125
22.5055,1955000,142.2974,391,12733.73,391,11767.79,-34677.515625
22.5892,1960000,140.9344,392,12825.53,392,12499.68,-34535.82421875
21.288,1965000,140.706,393,12765.86,393,12418.94,-34313.69140625
20.5689,1970000,143.2249,394,12500.52,394,11651.76,-34637.171875
22.7916,1975000,142.3307,395,12026.35,395,12072.99,-34251.40234375
22.3283,1980000,141.4589,396,12387.88,396,12124.0,-34691.13671875
22.1335,1985000,142.3802,397,12722.11,397,12357.81,-35500.734375
22.8019,1990000,142.3465,398,11826.49,398,12236.57,-34954.78125
22.1422,1995000,144.1865,399,12243.52,399,11721.71,-35834.42578125
22.21,2000000,142.1348,400,12726.15,400,11653.4,-35553.67578125
22.655,2005000,143.3569,401,12714.9,401,11841.68,-35049.6953125
22.1718,2010000,142.4573,402,12342.24,402,12092.99,-35356.2890625
22.9617,2015000,143.2843,403,12662.2,403,12158.62,-36168.99609375
22.9824,2020000,142.079,404,12702.67,404,12385.37,-35897.0234375
22.9134,2025000,142.681,405,12636.43,405,12226.59,-35882.66015625
22.5613,2030000,143.0416,406,12778.29,406,12413.92,-36218.46484375
21.951,2035000,141.6939,407,12578.34,407,12060.95,-35640.12109375
23.1047,2040000,142.2448,408,12754.09,408,12374.52,-35905.95703125
23.1992,2045000,141.1799,409,12789.15,409,12445.87,-36124.234375
22.0289,2050000,143.1546,410,12782.68,410,12445.86,-35950.17578125
22.131,2055000,143.5577,411,13018.55,411,12377.91,-36356.7109375
23.8786,2060000,145.3127,412,12863.19,412,12666.5,-37000.84375
22.3259,2065000,141.2791,413,12834.7,413,12380.05,-36955.8828125
22.8031,2070000,144.3535,414,12715.34,414,12477.86,-36279.40625
20.9065,2075000,142.2876,415,13013.53,415,12609.57,-36242.09765625
23.4427,2080000,143.7183,416,12722.65,416,12458.17,-37017.5
23.6334,2085000,144.065,417,12927.92,417,12554.41,-36795.07421875
23.3677,2090000,142.5021,418,12941.18,418,12587.29,-36404.6328125
23.0096,2095000,142.9628,419,13024.54,419,12121.7,-37591.859375
23.0157,2100000,142.3472,420,12956.24,420,12622.07,-37081.0
22.8553,2105000,143.4919,421,12834.17,421,12033.52,-37686.203125
23.0682,2110000,141.5714,422,12976.87,422,12447.77,-37859.44140625
22.953,2115000,143.9325,423,12587.03,423,12318.86,-37713.3125
23.2285,2120000,143.6077,424,12736.76,424,12485.62,-37185.58984375
22.8844,2125000,144.3933,425,12760.13,425,12501.91,-37663.93359375
22.9427,2130000,144.2567,426,12907.6,426,11799.99,-38002.19921875
23.0816,2135000,144.1093,427,12630.14,427,12045.29,-38197.80859375
23.3852,2140000,142.9435,428,12817.04,428,12442.65,-38850.7578125
23.9429,2145000,145.2627,429,12718.77,429,12429.31,-38608.453125
22.5149,2150000,142.3948,430,12881.34,430,12373.12,-38538.38671875
23.3091,2155000,143.4941,431,12256.25,431,11687.2,-39270.9609375
22.3658,2160000,142.3515,432,12968.37,432,12582.93,-38261.9375
23.141,2165000,142.596,433,13024.58,433,12302.06,-38641.40625
22.1021,2170000,142.7866,434,12915.08,434,12647.77,-38669.80078125
23.3991,2175000,142.501,435,13009.68,435,12588.46,-38868.125
23.9986,2180000,143.9461,436,13052.63,436,12489.61,-39515.09765625
24.0397,2185000,143.1401,437,13100.8,437,12835.71,-38834.98046875
23.8392,2190000,142.9568,438,12888.76,438,12702.37,-39053.01171875
22.9386,2195000,141.8135,439,12910.78,439,12624.12,-39604.53515625
23.7057,2200000,143.426,440,12721.63,440,12526.44,-39674.328125
22.3661,2205000,141.4856,441,12922.29,441,12615.45,-38299.1875
23.0541,2210000,142.9428,442,12899.25,442,12520.38,-38959.50390625
23.2132,2215000,142.9592,443,13011.68,443,12715.22,-40109.40625
22.7206,2220000,142.6258,444,12956.14,444,12337.75,-39094.48828125
23.4423,2225000,141.8471,445,12981.73,445,12723.65,-40191.9765625
22.9246,2230000,143.3679,446,12763.27,446,12425.83,-40643.5703125
23.8522,2235000,143.2265,447,12894.51,447,12400.53,-40690.05859375
23.561,2240000,143.0725,448,12547.82,448,12418.69,-40396.84765625
22.8934,2245000,143.516,449,12849.95,449,12444.99,-40117.19140625
23.8709,2250000,143.2753,450,12950.69,450,12757.23,-41410.99609375
23.7144,2255000,142.2971,451,13022.66,451,10990.62,-40576.00390625
22.6376,2260000,143.6173,452,12704.63,452,12386.12,-40985.55859375
23.9086,2265000,143.3228,453,12837.8,453,12558.61,-40886.21875
22.3861,2270000,143.579,454,12746.97,454,12483.39,-40794.9453125
22.5732,2275000,142.1744,455,12868.54,455,11939.24,-40373.19140625
23.512,2280000,143.0421,456,12936.36,456,12608.53,-40991.2890625
24.1022,2285000,143.4795,457,12863.06,457,12607.09,-40953.71875
23.1503,2290000,143.8285,458,12989.82,458,12627.76,-40506.64453125
23.3273,2295000,142.6914,459,12879.76,459,12105.11,-40862.95703125
23.3626,2300000,142.7075,460,12991.05,460,12254.79,-41326.45703125
23.4503,2305000,141.9967,461,13108.4,461,12782.55,-41327.51953125
24.1189,2310000,143.4442,462,12669.13,462,12771.59,-41725.109375
23.7317,2315000,143.8573,463,13047.11,463,12626.53,-41840.8125
23.6281,2320000,143.6442,464,12937.35,464,12685.02,-41524.8125
24.115,2325000,143.0154,465,12881.11,465,12631.28,-42503.92578125
22.0106,2330000,143.5966,466,12847.24,466,12504.18,-40703.35546875
24.2422,2335000,144.2104,467,13008.14,467,12687.92,-43235.13671875
23.341,2340000,143.4834,468,12950.32,468,12672.17,-43213.81640625
24.0594,2345000,143.3998,469,12837.83,469,12587.43,-43163.37109375
24.1914,2350000,143.3679,470,12880.36,470,12340.36,-42386.3203125
24.5719,2355000,144.0668,471,12868.84,471,12214.02,-43389.37109375
24.4109,2360000,143.128,472,12906.34,472,11950.97,-42645.83984375
22.503,2365000,143.133,473,12760.94,473,12434.47,-42137.48046875
23.0593,2370000,142.8256,474,12132.32,474,11462.22,-44412.70703125
24.2167,2375000,143.1168,475,12926.63,475,12639.02,-43122.32421875
24.6935,2380000,144.5084,476,12951.43,476,12679.52,-43485.30078125
24.1001,2385000,144.2106,477,12625.83,477,12257.04,-44502.0703125
24.7567,2390000,143.5345,478,12821.87,478,12488.9,-43764.35546875
23.9445,2395000,143.4573,479,12123.42,479,12547.84,-43983.2578125
23.6586,2400000,142.8121,480,12783.36,480,12398.3,-43702.68359375
24.0935,2405000,143.3836,481,12690.24,481,12473.79,-43066.42578125
23.6544,2410000,143.1371,482,12439.61,482,12427.02,-43866.2109375
23.5341,2415000,141.6456,483,12303.46,483,12175.81,-43779.953125
24.2469,2420000,143.0088,484,12907.97,484,12640.84,-44239.0703125
24.9301,2425000,145.2717,485,12698.71,485,12369.24,-44614.6328125
22.4638,2430000,143.8854,486,12161.12,486,11986.88,-44123.61328125
23.339,2435000,141.7528,487,12768.55,487,12654.87,-45665.3984375
23.1428,2440000,143.6399,488,12708.78,488,12522.95,-44657.66796875
24.582,2445000,142.9082,489,12875.23,489,11806.41,-43089.17578125
22.7473,2450000,141.9002,490,12560.8,490,12347.97,-45570.59375
24.5305,2455000,142.4689,491,12786.39,491,12571.54,-44038.93359375
25.3598,2460000,144.6711,492,12782.05,492,12562.35,-45748.07421875
25.0017,2465000,143.9462,493,12819.46,493,12563.11,-44055.8671875
24.0122,2470000,143.555,494,12934.77,494,12750.78,-44439.6796875
24.1744,2475000,142.9978,495,12564.64,495,11740.77,-42377.6328125
24.4649,2480000,143.6107,496,12836.71,496,12508.79,-45907.1875
24.5754,2485000,143.5645,497,12916.49,497,12646.85,-44709.671875
25.026,2490000,143.4593,498,12759.57,498,12534.26,-44436.96875
25.357,2495000,143.7072,499,12965.18,499,12122.68,-46041.53515625
24.5011,2500000,143.3581,500,12941.97,500,12674.2,-45171.515625
24.3043,2505000,143.6424,501,13020.96,501,12724.91,-45866.546875
24.3493,2510000,143.0155,502,12811.82,502,12607.14,-45046.32421875
24.3247,2515000,144.2385,503,12831.59,503,12605.7,-44559.390625
23.8212,2520000,144.3522,504,12620.1,504,12173.97,-44103.58984375
23.8436,2525000,144.4202,505,12841.97,505,12606.14,-44341.41015625
22.2829,2530000,142.9187,506,13008.95,506,12687.12,-43556.03125
24.1805,2535000,142.8986,507,12988.02,507,12777.91,-46825.11328125
23.2313,2540000,143.7089,508,12916.28,508,12075.21,-45949.74609375
24.4429,2545000,144.4573,509,13055.02,509,12229.97,-47041.6953125
24.0907,2550000,142.8352,510,12897.23,510,12104.97,-47218.390625
24.6358,2555000,143.0577,511,12745.94,511,12545.42,-47645.6484375
23.8905,2560000,143.6137,512,12879.57,512,12571.79,-48259.24609375
24.2945,2565000,143.3494,513,12460.54,513,12365.24,-48466.484375
24.3458,2570000,142.7191,514,12864.53,514,12285.72,-48323.83984375
24.323,2575000,143.1748,515,12967.38,515,12667.24,-47988.87890625
23.5118,2580000,143.6797,516,12890.88,516,12664.52,-46091.4765625
24.6799,2585000,143.4348,517,12974.51,517,12670.88,-48410.62890625
24.4654,2590000,144.121,518,12720.37,518,11866.7,-48804.40234375
24.14,2595000,143.6424,519,12920.05,519,12679.94,-48662.02734375
25.1988,2600000,145.1511,520,12915.6,520,12668.59,-49385.21484375
24.1,2605000,143.3318,521,12791.46,521,12569.67,-49301.5390625
24.3004,2610000,143.4958,522,13095.87,522,12777.11,-49854.37109375
23.7838,2615000,142.7762,523,12879.39,523,12303.65,-48763.84375
24.4592,2620000,143.8738,524,13008.72,524,12656.67,-48786.0625
24.0758,2625000,142.419,525,13008.06,525,12743.11,-49217.859375
24.2144,2630000,142.497,526,12485.75,526,12591.69,-48731.13671875
24.1643,2635000,143.9868,527,12965.5,527,12733.07,-49246.28125
24.1441,2640000,144.0216,528,13019.45,528,12710.51,-48697.62890625
24.4077,2645000,143.9992,529,12989.34,529,12674.23,-47848.921875
23.264,2650000,141.7885,530,12652.38,530,12396.52,-49644.0078125
23.5705,2655000,142.5018,531,13053.86,531,12685.76,-50608.0078125
23.9406,2660000,142.9542,532,13077.77,532,12734.24,-50064.828125
23.8295,2665000,144.5254,533,12795.48,533,12156.2,-50608.91015625
23.5202,2670000,142.1519,534,12279.71,534,12545.47,-50110.01953125
23.1242,2675000,143.1749,535,12960.87,535,12597.24,-49909.47265625
23.5043,2680000,143.9156,536,12945.56,536,12583.04,-48250.2421875
25.9219,2685000,143.8602,537,12602.22,537,12406.37,-48706.8046875
23.6571,2690000,143.3566,538,12535.49,538,12475.73,-49351.50390625
23.7728,2695000,143.0017,539,12744.2,539,12553.67,-50266.14453125
23.7304,2700000,142.4446,540,12490.71,540,11640.64,-50566.18359375
23.5921,2705000,144.0967,541,12729.35,541,12438.44,-50621.0859375
23.3795,2710000,144.174,542,12973.54,542,12601.03,-49015.8125
23.4025,2715000,143.723,543,12625.91,543,12257.93,-49671.28125
23.8248,2720000,142.9004,544,12205.38,544,11221.87,-47695.0859375
24.0666,2725000,143.535,545,12824.34,545,12402.72,-50632.98046875
23.0498,2730000,142.4497,546,12737.16,546,12392.53,-49502.6171875
23.6526,2735000,142.5207,547,12289.48,547,12082.29,-50717.2265625
23.6493,2740000,142.6697,548,12729.09,548,12610.96,-50247.4375
23.7288,2745000,143.5592,549,12954.7,549,12672.78,-50116.53125
23.0151,2750000,142.9182,550,12844.24,550,12471.32,-51378.6328125
23.2635,2755000,142.9867,551,12992.07,551,12394.37,-51274.78515625
23.4846,2760000,142.9165,552,12904.32,552,12471.43,-50745.97265625
23.7533,2765000,143.3646,553,12815.42,553,11924.37,-50501.671875
24.0344,2770000,143.7526,554,12861.85,554,12610.47,-51875.30859375
24.0978,2775000,143.0127,555,12445.57,555,12296.92,-49348.7890625
21.6142,2780000,142.6098,556,12528.46,556,12472.23,-49912.26171875
22.0957,2785000,142.641,557,12046.33,557,11792.78,-49125.53515625
23.274,2790000,142.9441,558,12607.96,558,12341.0,-51809.4921875
22.2832,2795000,142.295,559,12437.14,559,11152.01,-51710.1171875
22.8165,2800000,143.2818,560,12663.09,560,12380.15,-51693.7265625
22.034,2805000,142.3331,561,12461.86,561,11986.46,-51620.66796875
21.2273,2810000,142.3926,562,12168.97,562,12118.28,-49777.484375
22.9963,2815000,143.6133,563,12059.44,563,11639.12,-50431.6015625
21.8361,2820000,142.3678,564,12086.0,564,11119.9,-50086.62890625
21.6838,2825000,142.4017,565,12098.24,565,11478.83,-50487.71875
21.3484,2830000,142.8499,566,11511.31,566,10254.98,-50522.22265625
19.8805,2835000,142.0176,567,11951.01,567,11516.11,-48106.609375
21.0148,2840000,142.4354,568,11432.58,568,11453.06,-48855.6328125
22.2781,2845000,142.4177,569,12381.86,569,11619.03,-51752.18359375
21.6723,2850000,141.9319,570,11702.32,570,11361.3,-51719.15625
20.7885,2855000,141.7573,571,11847.79,571,11491.1,-51782.4375
22.0489,2860000,143.4098,572,12112.83,572,11551.79,-53091.1953125
22.4421,2865000,142.1147,573,11296.43,573,11078.16,-51410.71484375
21.0356,2870000,143.187,574,11875.96,574,11639.02,-51275.75390625
21.4069,2875000,141.0866,575,12132.71,575,11848.34,-52307.08984375
21.723,2880000,142.431,576,11327.83,576,10957.78,-51280.04296875
22.1552,2885000,143.5695,577,10946.88,577,11708.69,-51734.2265625
22.501,2890000,142.6221,578,12173.94,578,11839.67,-54052.74609375
21.4454,2895000,142.0025,579,12249.5,579,12284.81,-51552.73828125
20.806,2900000,141.7956,580,12532.74,580,12126.74,-51394.0859375
22.1528,2905000,142.1403,581,12302.91,581,11971.27,-51608.671875
20.0521,2910000,142.7765,582,11279.52,582,12182.77,-48767.6171875
21.2431,2915000,141.9257,583,12492.33,583,12273.96,-52168.4765625
22.6886,2920000,143.0292,584,11836.42,584,10262.11,-53226.48828125
22.454,2925000,143.6848,585,10923.34,585,12015.97,-52183.8671875
21.9328,2930000,142.2258,586,12406.95,586,12021.16,-52521.49609375
23.5694,2935000,143.3669,587,12462.26,587,11611.26,-53132.4453125
21.004,2940000,143.4417,588,10829.25,588,11367.7,-50298.8515625
23.4227,2945000,143.1434,589,12769.29,589,12438.31,-55105.7265625
23.2021,2950000,143.3166,590,12522.48,590,12071.67,-53755.9921875
22.235,2955000,143.7618,591,12745.8,591,11867.2,-51689.20703125
23.1043,2960000,143.0505,592,12101.18,592,12374.25,-53806.17578125
23.3677,2965000,141.4201,593,12039.15,593,11734.47,-52780.3125
22.9078,2970000,142.4654,594,12822.65,594,12539.41,-54181.76953125
23.2632,2975000,142.6915,595,12709.26,595,12421.65,-55126.62890625
22.9963,2980000,142.2713,596,12831.69,596,11899.96,-54240.76171875
23.328,2985000,142.2947,597,12144.09,597,11913.11,-53418.890625
23.2108,2990000,143.5895,598,12850.19,598,12494.3,-54376.44921875
23.1316,2995000,142.0772,599,12778.51,599,12414.66,-54125.83203125
