Itration,Running Reverse KL,Running Forward KL,Real Det Return,Real Sto Return
0,13.1027,48.3874,449.04,429.62
1,14.9396,50.6254,233.6,263.59
2,13.7337,48.8301,349.44,327.7
3,14.6703,48.8461,413.47,338.15
4,31.2189,48.6949,407.01,447.57
5,25.1094,48.3248,440.64,406.55
6,32.0724,48.6685,409.81,437.02
7,15.4745,48.7684,500.44,456.17
8,16.3615,47.8066,485.42,562.81
9,15.4347,47.8745,511.57,493.7
10,19.2637,47.9817,608.82,522.77
11,15.4904,47.7914,612.74,546.91
12,14.9435,47.9833,621.37,553.56
13,14.8688,47.7919,563.0,612.34
14,14.9807,47.7979,601.17,582.5
15,15.7152,47.3012,661.13,654.03
16,18.8937,47.2013,768.52,768.77
17,20.0967,47.3988,753.86,774.5
18,16.0197,47.7941,773.1,706.29
19,15.197,47.6372,707.1,757.02
20,21.7718,47.1204,697.67,720.16
21,16.2606,46.9179,687.64,866.59
22,15.8156,47.7211,671.79,850.49
23,14.6069,47.4676,726.48,938.32
24,18.0374,47.4546,973.42,982.17
25,16.2069,47.6397,860.69,943.5
26,20.5221,46.923,2264.14,1413.4
27,15.8936,46.4018,2169.07,1473.82
28,15.0061,46.9912,1581.7,1448.02
29,15.2,46.8443,1384.44,1125.14
30,15.5945,46.3645,1963.6,1439.97
31,14.8046,45.9904,2686.05,1325.6
32,16.2439,46.288,3151.48,2190.51
33,17.5632,46.5884,3071.24,1784.75
34,20.9969,46.976,1683.29,1647.43
35,19.8495,46.536,2596.09,1570.33
36,21.4325,47.449,2812.85,2598.39
37,33.9967,46.9738,2688.1,1818.67
38,18.6951,47.1541,1262.16,1119.94
39,19.9495,47.2841,1336.16,1137.31
40,18.3274,47.3245,1221.41,1071.24
41,31.7273,47.3556,1520.33,1192.54
42,40.9003,48.1236,1477.84,1291.9
43,37.2168,46.6931,2524.54,1771.46
44,24.9075,47.607,1466.39,1231.11
45,38.9515,48.5452,1162.89,1024.86
46,27.6695,47.1943,1390.4,1179.83
47,35.7024,47.8062,1372.93,1183.52
48,19.5959,47.4753,1565.67,1338.26
49,41.4652,47.8419,1395.32,1171.94
50,34.1862,46.4994,1613.17,1323.79
51,34.6972,47.4247,1630.14,1382.5
52,25.0131,47.2835,1663.23,1367.8
53,33.1508,47.2556,1374.35,1313.37
54,19.7146,47.7819,1215.11,1098.49
55,28.6664,46.6756,1486.06,1286.53
56,18.5596,46.7942,1535.22,1342.51
57,30.1152,46.1652,1290.89,1240.83
58,39.9133,46.5983,1741.35,1518.96
59,22.0662,45.9737,2029.32,1574.47
60,30.123,46.697,1319.82,1259.38
61,25.96,46.1561,2124.26,1851.58
62,22.0981,46.7473,1433.95,1307.84
63,31.3013,46.853,1679.8,1411.13
64,24.9612,46.3873,1383.66,1377.8
65,30.9755,46.7607,1604.54,1268.13
66,30.6245,46.589,1566.57,1474.91
67,19.5575,46.7684,1321.56,1246.68
68,15.1585,46.1209,1879.84,1582.51
69,38.4565,46.1933,1558.54,1308.52
70,27.3807,47.0776,1561.84,1338.34
71,21.1593,46.0161,1618.63,1418.66
72,40.4253,46.3273,2191.31,2009.41
73,23.4085,46.8917,1761.0,1500.2
74,23.4268,46.359,1735.54,1423.86
75,17.8946,46.9266,1660.08,1411.09
76,20.5704,46.8171,1459.12,1356.01
77,31.8833,47.3381,1541.72,1304.59
78,18.3746,46.1597,2025.34,1598.76
79,18.7911,47.2024,1329.24,1269.18
80,18.6563,47.0797,1370.93,1257.54
81,22.0862,47.0266,1300.3,1258.82
82,23.4765,45.9091,2139.74,1623.49
83,18.8746,46.5352,2984.89,1760.67
84,34.0588,47.3352,1539.72,1378.03
85,15.6392,46.746,1485.41,1356.49
86,15.6996,45.5825,2368.69,1918.25
87,16.8065,46.2467,1699.04,1581.37
88,19.0959,46.3325,1882.01,1648.76
89,14.8497,45.522,1632.37,1674.11
90,17.8321,46.2762,1759.56,1640.25
91,14.2365,46.2974,1557.41,1406.96
92,15.7676,45.94,1965.34,1398.04
93,15.9503,45.7453,2145.34,1641.02
94,14.5964,46.4594,1796.65,1602.21
95,13.4648,45.7648,2068.78,1772.39
96,15.7067,45.7443,2339.09,1706.33
97,14.9701,45.564,3353.27,1998.52
98,15.9517,45.4294,3333.23,2478.83
99,15.5643,45.811,2498.74,1970.2
100,13.848,45.8436,2348.81,1956.77
101,14.1084,46.3484,2046.76,1668.98
102,14.1154,45.5337,2161.51,1989.06
103,16.0943,45.4896,2101.19,1729.57
104,14.8845,45.9867,2886.07,2213.0
105,14.611,44.8857,3510.29,2310.45
106,14.145,46.1222,1447.15,1797.19
107,15.2232,45.6713,2499.68,1954.96
108,14.7887,46.1161,1656.99,1881.12
109,16.5356,45.9761,2331.28,2090.6
110,14.8988,45.1338,2895.58,2247.97
111,15.1846,45.705,3002.19,2350.52
112,14.1575,45.6438,2033.9,2191.65
113,15.1034,45.6367,3360.96,2769.11
114,14.9765,45.2458,3491.9,2260.86
115,15.7107,45.4379,3296.63,2501.24
116,17.0529,45.0074,3832.26,3256.52
117,14.8168,45.421,2918.48,2356.98
118,15.7089,45.2635,3557.25,3147.96
119,15.5266,45.3091,3323.6,2806.24
120,14.3401,45.3855,3541.77,2828.67
121,14.8955,45.5183,3127.66,2863.33
122,14.4818,45.0789,2964.15,2561.68
123,17.3857,45.3958,3877.33,3521.54
124,15.7924,44.9641,3316.98,3295.57
125,15.5449,44.9218,3632.66,3206.54
126,15.4906,44.9927,3940.02,3203.65
127,15.1762,44.8444,3702.67,2571.38
128,16.9121,45.1296,3923.18,2705.54
129,18.3316,45.2012,3674.05,2995.81
130,16.6384,45.1899,3493.62,3178.33
131,15.6418,44.9,3629.65,3358.78
132,17.3702,45.2253,3432.99,3041.01
133,15.6448,45.262,3778.97,3460.68
134,17.4554,44.9843,3906.91,3597.46
135,18.6241,45.2884,3625.24,3020.97
136,17.6659,45.1863,3337.25,3388.6
137,18.7126,45.2866,3832.69,3625.36
138,16.9897,45.0738,3428.97,3367.31
139,18.7097,45.266,3321.0,3593.55
140,19.9936,45.4893,3395.79,3139.72
141,15.4739,45.3095,3559.44,2934.95
142,17.7526,45.1205,3706.52,3486.16
143,16.5442,44.898,3372.67,3179.28
144,16.2694,45.1419,3549.61,3448.03
145,18.4164,45.5302,3337.0,3399.76
146,17.0666,45.2896,3674.61,3253.66
147,17.6944,45.08,4004.77,3356.03
148,18.782,45.044,3910.6,3834.42
149,17.167,45.5584,3210.54,2752.19
150,19.7618,45.8571,3667.89,3859.86
151,18.8337,45.4701,3893.12,3718.49
152,18.7205,45.221,4042.42,3447.11
153,19.3491,45.343,3938.29,3927.63
154,16.0173,45.133,3735.89,3762.93
155,19.6483,45.6192,3806.94,3339.98
156,19.8139,45.1187,3855.2,3761.79
157,20.177,44.8682,3960.47,3813.32
158,18.8957,45.5783,3474.49,3736.23
159,20.5341,45.0934,4015.87,3847.11
160,20.5128,45.0616,3947.48,3798.67
161,20.7662,45.3162,4058.05,3978.78
162,20.4629,45.7178,3479.81,3882.67
163,18.8229,45.412,3487.22,3694.46
164,18.7294,45.3899,4028.91,3748.52
165,20.1658,45.5632,3804.01,3772.89
166,20.3512,45.506,3898.16,3941.35
167,20.6991,45.0475,3865.79,3908.22
168,17.6612,45.874,3881.41,3599.58
169,21.0926,45.1069,3909.07,3795.91
170,16.659,45.1775,3456.23,3618.93
171,20.2752,45.2839,3957.81,3729.63
172,17.894,45.488,3906.28,3674.26
173,19.7543,45.2452,3995.04,3577.64
174,19.5608,45.0616,3846.94,3803.92
175,17.2603,45.8065,3991.8,3588.66
176,17.7477,44.7762,3464.02,3494.09
177,18.9371,45.4845,3976.56,3642.9
178,16.8554,44.8069,3630.92,3553.39
179,20.5768,44.6403,3808.13,3590.15
180,17.7175,45.0701,3549.12,3277.9
181,18.0762,45.0579,3997.45,3803.12
182,18.6085,44.8864,3822.21,3857.48
183,19.2321,44.819,3870.99,3856.72
184,20.3946,45.2076,3982.38,3821.99
185,18.9277,44.9431,3675.25,3766.6
186,19.9579,45.2817,3891.94,3635.89
187,19.5658,45.1047,3934.27,3854.4
188,19.773,44.9443,3986.54,3797.47
189,19.7527,45.0538,3912.56,3773.67
190,19.0208,44.9187,3892.19,3640.99
191,20.2272,45.2966,4006.41,3932.22
192,19.3816,45.2594,3976.59,3881.03
193,20.2976,45.2709,3583.3,3818.29
194,21.1915,45.4608,4007.55,3743.14
195,19.304,44.5381,3938.64,3794.32
196,18.6226,44.871,4008.9,3874.12
197,19.7785,45.0502,3714.59,3799.0
198,21.3503,45.5421,4022.53,3878.56
199,20.3488,45.3564,3953.81,3863.47
200,19.8473,45.1461,3858.16,3739.02
201,18.5888,44.7978,3988.5,3753.45
202,19.1473,44.6314,3953.71,3722.41
203,19.2501,44.9647,4015.27,3790.55
204,19.1333,44.9216,3911.21,3874.01
205,19.1889,45.2234,4011.27,3822.48
206,19.2683,45.1654,3879.2,3953.74
207,18.6924,44.887,4027.32,3851.48
208,19.4248,45.3862,3940.32,3722.99
209,19.5334,45.121,3967.01,3956.67
210,19.4366,45.3809,3937.49,3889.09
211,19.3526,44.7363,3994.06,3704.87
212,19.5005,44.9043,3983.1,3927.65
213,19.615,45.1084,3846.31,3862.96
214,19.799,44.7354,3960.91,3885.73
215,17.9829,44.7065,4009.12,3947.95
216,19.7703,44.9143,3977.62,3950.5
217,18.8194,44.7424,3936.99,3883.92
218,19.7224,45.2878,3959.65,3732.6
219,19.2931,44.9288,3914.53,3942.37
220,19.2974,44.9537,3921.03,3920.19
221,19.235,44.7746,3889.29,3915.86
222,19.3073,44.9205,4019.03,3930.39
223,19.8199,45.1511,3972.61,3750.76
224,19.0271,44.7647,4001.8,3950.6
225,18.8909,45.2084,3724.92,3779.71
226,19.2166,45.1915,3985.05,3804.98
227,19.2716,44.9328,3996.72,3839.96
228,18.6458,44.776,3905.59,3720.53
229,18.1549,44.7344,3864.98,3904.17
230,18.8281,44.8035,3996.27,3939.15
231,19.2434,44.6486,3968.94,3833.3
232,18.6286,44.7454,3966.43,3912.37
233,19.0456,45.1875,3937.14,3899.44
234,18.4583,44.5979,3934.22,3887.97
235,18.9649,44.878,3973.77,3737.63
236,18.5707,44.7566,3859.82,3925.91
237,18.9466,44.7383,4008.17,3958.14
238,18.6682,44.3705,4013.94,3940.3
239,19.0925,45.2493,3983.88,3922.85
240,19.0788,45.3123,3959.11,3912.15
241,19.0157,44.974,3986.86,3934.45
242,18.6207,45.0399,3970.01,3911.02
243,19.4171,44.9474,3928.31,3937.24
244,19.0407,44.8154,3990.05,3860.86
245,18.5917,45.2641,3911.53,3906.52
246,18.7097,44.2748,3959.37,3676.04
247,18.7412,44.912,3963.96,3903.27
248,19.0022,44.5994,3935.09,3891.38
249,18.5357,44.8194,3994.57,3935.37
250,18.4586,44.8378,3927.47,3912.23
251,19.1576,44.8455,3971.97,3930.74
252,19.2826,45.3601,3960.19,3892.79
253,19.2041,44.9248,3947.8,3884.17
254,19.1409,45.1936,3956.56,3920.52
255,19.8115,45.252,3964.49,3929.65
256,19.3804,44.8318,3956.37,3936.22
257,18.4812,44.615,3983.65,3906.11
258,19.1062,45.3043,3860.7,3916.85
259,19.7116,45.3388,4004.56,3978.22
260,19.6568,44.9247,3998.26,3934.35
261,19.6083,45.0391,4007.34,3972.58
262,19.6346,45.0621,3964.3,3948.72
263,20.2492,45.0909,4020.46,3991.08
264,19.7578,45.3402,3936.08,3896.24
265,20.2953,45.5017,3946.39,3898.82
266,19.8988,45.1662,3921.6,3901.87
267,20.1491,45.6752,3925.67,3907.22
268,19.2373,44.9097,3900.85,3882.72
269,18.4535,44.8846,3917.75,3913.73
270,20.0099,45.3346,3869.2,3876.15
271,19.9277,45.0574,4003.44,3956.58
272,18.8117,45.24,3966.97,3896.48
273,19.3512,45.0907,3884.87,3878.61
274,19.6375,45.3103,3947.38,3916.26
275,19.4536,44.9604,3878.38,3872.35
276,19.5814,45.0826,3899.42,3904.29
277,19.7158,45.1921,3982.21,3949.19
278,19.8718,45.161,3915.27,3915.92
279,18.9468,45.0055,3942.87,3911.19
280,19.6741,45.1492,3907.48,3875.18
281,19.9865,44.8311,3883.38,3888.72
282,19.1901,44.9262,3874.04,3902.02
283,19.6564,45.359,3946.91,3932.43
284,19.8734,45.17,3938.81,3967.42
285,19.7493,44.8256,3896.99,3930.33
286,19.8823,45.093,3916.69,3939.55
287,20.0194,45.1152,3936.04,3971.58
288,19.8039,45.159,3912.52,3925.64
289,20.0909,45.3467,3926.37,3967.65
290,19.7099,45.4327,3935.99,3883.95
291,19.1269,45.3378,3977.83,3966.23
292,19.9855,45.2541,3938.25,3928.09
293,20.1805,45.3555,3946.02,3957.41
294,18.3118,44.9382,3924.12,3719.57
295,19.7488,45.3911,3991.79,3878.83
296,19.8328,45.1339,3951.06,3923.72
297,19.9217,45.0311,3975.42,3984.98
298,19.2278,44.8463,3937.15,3906.31
299,19.584,45.3136,3913.6,3933.95
300,19.8093,44.8981,3987.99,3876.37
301,20.8161,45.4558,3980.89,3859.12
302,20.8435,45.2222,4010.98,3968.17
303,20.2009,45.3374,3974.22,3972.91
304,21.3374,45.567,4036.6,4009.95
305,21.6535,45.748,4002.32,3890.7
306,20.38,45.3665,4014.51,3961.88
307,20.5296,45.5633,3982.38,3937.06
308,20.409,45.0927,4038.57,3987.27
309,20.0851,44.9837,3990.08,3940.62
310,19.4459,45.1954,4040.81,4000.54
311,21.5415,45.5772,4040.71,4032.94
312,19.895,45.1186,3970.83,3940.4
313,20.2596,44.9933,3941.45,3981.99
314,20.1298,45.3606,4048.71,3909.78
315,19.5637,45.015,3946.98,3949.1
316,19.192,44.9841,3978.56,3946.46
317,21.2767,45.5068,3994.0,4029.75
318,20.5708,45.1983,4023.34,4004.36
319,20.7319,45.4698,4018.74,3996.1
320,21.8741,45.3365,4134.87,4080.65
321,20.1144,45.2627,4008.93,4023.23
322,20.5434,45.1001,3993.1,4001.21
323,19.682,45.1076,3962.82,3963.23
324,19.7691,44.8248,3968.85,3995.49
325,20.1157,44.8907,3968.06,3984.32
326,21.5864,45.58,3996.11,3995.81
327,21.1046,45.6005,3974.07,3985.93
328,20.6206,45.3918,3931.26,3970.23
329,20.3471,45.2717,4008.34,4023.89
330,20.295,45.1082,3956.8,4020.43
331,21.4826,45.44,3966.27,4004.89
332,20.1763,45.6143,3951.3,3997.16
333,20.2416,44.9663,3953.44,3786.16
334,19.9801,45.1744,4005.21,3994.32
335,19.1607,44.7781,3982.24,3988.09
336,20.657,45.4788,3984.87,4000.09
337,20.5649,45.2353,3931.05,3821.09
338,20.7286,45.2885,3976.41,4027.86
339,21.1971,45.1091,4008.38,4060.14
340,19.0168,44.9886,3940.65,3954.62
341,19.2956,45.3781,3922.31,3971.21
342,21.9106,45.2103,3958.25,3997.42
343,20.0605,45.1397,3945.34,3941.15
344,20.2192,45.0846,3949.3,3986.16
345,21.0439,44.9304,4010.14,3898.55
346,20.0155,45.0938,3884.16,3950.86
347,21.9203,45.1337,3849.28,3869.83
348,19.8651,45.36,3818.57,3908.31
349,20.3807,45.3518,4020.18,3987.92
350,20.0196,45.1924,3853.23,3812.28
351,19.4964,45.2546,3979.14,3746.91
352,19.0778,45.0892,4020.12,3971.45
353,19.7546,44.9371,3913.67,3920.79
354,21.9865,45.7091,4064.18,4018.79
355,20.2662,45.2237,3953.51,4018.92
356,19.8098,45.1732,3846.61,3892.6
357,20.4113,45.1748,3904.11,3991.42
358,19.396,44.9198,3985.07,4015.55
359,20.5732,45.5294,4026.13,4106.05
360,21.9351,45.3184,3966.25,4025.25
361,22.0595,45.5814,4056.54,4077.97
362,20.2709,45.2218,3952.4,4045.82
363,20.0603,45.4659,3998.07,4053.04
364,22.0493,45.6434,4033.49,4053.74
365,22.3283,45.7142,4079.96,4050.18
366,22.9232,46.38,4177.2,4194.16
367,22.0527,45.5545,4016.04,3841.04
368,20.6346,45.4557,4041.06,4036.7
369,20.8525,45.7684,4094.72,4145.54
370,21.1252,45.6176,4005.38,3878.62
371,21.1303,45.364,4203.12,3978.13
372,19.3484,45.4924,4033.7,4097.21
373,22.2072,45.8857,4163.16,4087.61
374,22.0638,45.5101,4150.46,4081.35
375,20.2184,45.0542,4177.66,4055.93
376,22.7273,45.5478,4232.09,3940.94
377,19.8135,45.2127,4122.48,4143.78
378,20.5841,45.3546,4083.24,4064.98
379,18.8581,45.6568,3608.24,1717.26
380,26.9974,45.6145,2712.42,3020.16
381,30.5417,46.8839,2226.14,2076.23
382,22.6081,46.4974,2961.21,2658.46
383,36.436,47.9253,2175.76,1553.05
384,23.1652,46.7525,4132.35,3636.67
385,17.5021,45.2653,3857.48,2955.33
386,19.4007,45.2595,3639.88,3541.52
387,22.8126,45.9065,4101.66,3776.68
