Real Sto Return,Itration,Running Forward KL,Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return,Reward Loss
310.07,0,49.1387,12.9441,0,0,296.51,302.94293212890625
307.51,1,49.6482,24.1557,1,5000,310.13,212.73146057128906
394.82,2,49.7136,19.4016,2,10000,393.82,444.75250244140625
395.45,3,49.2954,12.4605,3,15000,413.12,264.6805114746094
374.9,4,48.8201,14.3102,4,20000,393.98,164.1826629638672
366.55,5,48.9666,12.6989,5,25000,400.26,231.11489868164062
456.71,6,49.4006,12.8998,6,30000,403.08,221.8570098876953
439.17,7,49.0886,13.1571,7,35000,428.88,283.42205810546875
363.35,8,49.2272,13.5442,8,40000,351.73,225.17457580566406
394.62,9,49.0104,15.9386,9,45000,403.44,235.79978942871094
390.83,10,49.1647,17.393,10,50000,519.9,234.44297790527344
535.97,11,48.9144,21.2836,11,55000,527.99,206.15164184570312
446.19,12,47.9596,20.5812,12,60000,725.87,107.53864288330078
705.89,13,48.7733,14.3187,13,65000,438.04,175.38902282714844
489.28,14,50.4714,15.2872,14,70000,516.94,271.9420471191406
281.22,15,52.6127,23.6798,15,75000,644.35,-139.2146759033203
349.3,16,51.0041,20.9903,16,80000,273.71,82.24597930908203
574.74,17,49.7375,29.9353,17,85000,603.36,43.51058578491211
425.67,18,48.3352,15.0015,18,90000,426.02,115.77227783203125
649.05,19,47.2915,16.2905,19,95000,757.71,93.17532348632812
532.16,20,47.4145,24.0533,20,100000,400.6,-16.69529151916504
617.31,21,47.3086,15.2143,21,105000,638.16,132.26840209960938
518.69,22,48.2827,18.5412,22,110000,633.34,-9.17080020904541
145.03,23,48.8509,51.4626,23,115000,515.27,-120.58329772949219
811.3,24,46.4296,13.7798,24,120000,392.11,7.698267936706543
1228.96,25,47.264,20.6476,25,125000,1098.9,-46.3366813659668
454.66,26,48.1476,46.0156,26,130000,586.11,-157.70193481445312
277.45,27,50.827,71.9513,27,135000,143.57,-164.10020446777344
863.57,28,48.0448,34.5501,28,140000,1044.52,-90.1146240234375
429.9,29,48.5106,57.5319,29,145000,373.85,-136.28515625
607.9,30,49.2195,50.9837,30,150000,1008.09,-203.8254852294922
374.81,31,50.3177,22.433,31,155000,380.87,-108.88990783691406
391.01,32,49.1516,24.7766,32,160000,488.26,-88.15017700195312
10.02,33,50.514,21.5812,33,165000,11.58,-100.4146957397461
332.07,34,49.297,33.3396,34,170000,356.29,-19.04749870300293
462.81,35,49.5519,20.8155,35,175000,596.33,-141.2438507080078
1178.89,36,51.1206,26.8301,36,180000,1319.96,-268.5285339355469
1133.5,37,50.0352,18.4083,37,185000,932.54,-226.03306579589844
1550.01,38,48.7988,18.3368,38,190000,1575.89,-212.95138549804688
-6.17,39,55.6173,41.9945,39,195000,-5.86,-298.39892578125
299.93,40,50.3827,24.2007,40,200000,260.52,-149.34793090820312
277.51,41,50.2492,76.0437,41,205000,274.38,-169.0326385498047
793.81,42,47.4794,15.8041,42,210000,1043.85,-57.337642669677734
887.29,43,47.2154,17.2411,43,215000,693.19,-208.4781494140625
1751.22,44,47.6964,19.1059,44,220000,1560.48,-265.677978515625
1051.24,45,55.635,46.4141,45,225000,1035.35,-436.95782470703125
1027.74,46,54.9149,36.0044,46,230000,1027.49,-441.91815185546875
1058.15,47,55.1048,34.8301,47,235000,1031.59,-458.47613525390625
1054.75,48,54.4991,39.2222,48,240000,1032.84,-458.1549987792969
1060.75,49,53.5739,31.3813,49,245000,1031.43,-479.0836181640625
990.1,50,55.0489,27.8888,50,250000,995.56,-439.7142639160156
1476.59,51,53.0406,28.0038,51,255000,1050.02,-439.32647705078125
543.29,52,49.4566,23.6325,52,260000,565.45,-259.39453125
1037.66,53,50.997,28.0276,53,265000,1231.27,-443.9525146484375
887.37,54,54.5368,36.9864,54,270000,950.61,-529.8060302734375
941.76,55,55.3568,48.1733,55,275000,991.65,-488.28912353515625
-14.99,56,58.0059,109.4693,56,280000,-11.36,-663.8113403320312
-29.24,57,56.0565,95.3992,57,285000,-27.68,-665.593505859375
1016.73,58,56.2117,41.5884,58,290000,1017.85,-615.3063354492188
1059.73,59,55.5851,43.6552,59,295000,1053.77,-632.4041748046875
999.19,60,56.2717,45.0542,60,300000,962.31,-648.5761108398438
1009.42,61,55.6011,39.9781,61,305000,1039.81,-629.4515991210938
717.38,62,50.3533,33.4572,62,310000,472.6,-635.6262817382812
921.77,63,48.7965,33.3329,63,315000,1022.38,-546.3848266601562
674.54,64,50.8698,29.0877,64,320000,409.07,-500.30023193359375
146.23,65,54.8516,40.776,65,325000,-6.9,-605.7102661132812
60.33,66,55.4345,90.5544,66,330000,58.07,-418.28045654296875
451.05,67,52.3537,49.5439,67,335000,444.29,-591.8768920898438
370.14,68,50.7392,35.7319,68,340000,429.35,-476.79888916015625
351.97,69,51.381,41.227,69,345000,377.69,-429.0146179199219
2210.08,70,48.3269,18.1068,70,350000,2322.74,-423.98297119140625
1027.21,71,55.6883,41.3668,71,355000,1024.23,-759.55615234375
1021.59,72,55.6604,41.1456,72,360000,1021.81,-802.100341796875
1035.13,73,56.0009,48.0746,73,365000,1033.78,-834.3118286132812
867.77,74,53.0184,24.5713,74,370000,998.2,-627.0181884765625
26.26,75,50.3115,33.0518,75,375000,26.08,-552.6517333984375
17.26,76,50.7806,36.184,76,380000,18.47,-591.31884765625
297.44,77,54.2521,37.1897,77,385000,55.27,-714.6046142578125
728.24,78,53.4812,39.3755,78,390000,622.47,-794.2850341796875
-67.8,79,53.1954,46.1835,79,395000,-45.61,-746.4959716796875
601.1,80,53.3089,41.2006,80,400000,495.32,-698.4705810546875
-4.22,81,52.603,18.6348,81,405000,-3.49,-459.4197998046875
1019.61,82,56.1898,50.429,82,410000,1016.09,-940.1784057617188
976.77,83,55.5119,43.3832,83,415000,1000.51,-894.4889526367188
992.5,84,55.354,39.3206,84,420000,1004.96,-949.3243408203125
-17.13,85,52.485,89.3289,85,425000,-17.62,-797.135009765625
-13.16,86,56.4524,55.2584,86,430000,-13.84,-745.5103149414062
13.46,87,54.1339,100.0678,87,435000,7.91,-842.5336303710938
981.54,88,56.0006,59.5159,88,440000,1029.55,-1044.155029296875
43.48,89,51.6031,55.4435,89,445000,40.2,-896.379150390625
570.12,90,50.6459,34.3492,90,450000,613.95,-837.598876953125
953.79,91,53.9703,54.9635,91,455000,996.01,-1055.6282958984375
479.76,92,49.3978,22.0322,92,460000,496.55,-469.9645690917969
436.76,93,50.7489,54.9578,93,465000,338.22,-966.0828247070312
1796.61,94,49.271,24.1548,94,470000,1758.62,-851.2164306640625
1790.45,95,50.4646,23.1005,95,475000,918.16,-822.6632080078125
1104.51,96,52.7581,31.2644,96,480000,1026.37,-1043.625732421875
991.43,97,56.3026,44.1614,97,485000,999.47,-1087.371337890625
992.04,98,53.9893,26.8741,98,490000,996.38,-945.9656372070312
277.51,99,52.9357,29.0465,99,495000,246.15,-1033.469482421875
48.91,100,53.6384,34.8285,100,500000,70.34,-889.34326171875
511.01,101,54.8517,42.7824,101,505000,850.14,-1131.9322509765625
25.49,102,54.7331,73.1956,102,510000,14.85,-1181.5616455078125
1048.5,103,52.9266,23.8924,103,515000,1015.55,-1072.6903076171875
1059.25,104,53.5973,25.1009,104,520000,1066.89,-759.2827758789062
910.53,105,54.2194,50.1769,105,525000,1008.58,-1055.3033447265625
538.17,106,52.6295,78.173,106,530000,958.56,-878.7037963867188
134.46,107,51.9868,29.8166,107,535000,248.76,-877.6419067382812
11.19,108,53.3859,64.3982,108,540000,-12.78,-1125.0501708984375
1011.85,109,52.8573,18.806,109,545000,1019.28,-954.0689086914062
348.81,110,51.7432,61.0614,110,550000,342.21,-1203.8382568359375
324.34,111,52.957,59.3086,111,555000,326.02,-1185.58837890625
1362.14,112,51.0651,24.0189,112,560000,1462.29,-1085.7020263671875
952.56,113,54.5342,34.1406,113,565000,1008.02,-1305.429443359375
1029.89,114,56.1552,46.4155,114,570000,1032.24,-1412.9332275390625
1032.65,115,54.6009,41.9463,115,575000,1031.12,-1353.979736328125
938.36,116,55.4817,49.0309,116,580000,992.28,-1288.952392578125
990.71,117,55.6753,43.3974,117,585000,996.67,-1362.7784423828125
987.21,118,55.1912,43.024,118,590000,1021.45,-1400.6046142578125
1003.11,119,55.8515,49.587,119,595000,1005.02,-1469.8629150390625
1033.25,120,55.6161,43.7996,120,600000,1039.28,-1442.121826171875
1031.79,121,55.8884,51.74,121,605000,1032.35,-1521.1632080078125
1038.03,122,57.4149,51.4366,122,610000,1038.76,-1529.0604248046875
1034.81,123,57.642,53.3894,123,615000,1034.44,-1547.45654296875
1049.8,124,55.6149,47.7315,124,620000,1048.22,-1564.932373046875
26.5,125,55.9773,68.5144,125,625000,19.51,-1649.4259033203125
62.32,126,50.2305,33.5989,126,630000,46.49,-965.1572265625
640.26,127,51.1955,22.6736,127,635000,812.41,-1200.68798828125
988.68,128,55.7977,32.7307,128,640000,995.46,-1559.700439453125
720.69,129,49.8976,22.1892,129,645000,1052.68,-1151.4288330078125
286.28,130,53.9092,56.5338,130,650000,203.02,-1403.9183349609375
845.02,131,53.4176,32.1917,131,655000,996.69,-1500.6578369140625
1049.23,132,56.4015,56.2064,132,660000,1051.93,-1714.5035400390625
1053.77,133,54.9864,54.9991,133,665000,1053.49,-1716.911376953125
1039.83,134,55.5887,46.6382,134,670000,1040.24,-1747.9609375
1044.89,135,55.884,62.9644,135,675000,1044.76,-1768.696533203125
947.53,136,52.2598,38.1125,136,680000,636.89,-1656.727294921875
879.67,137,50.2456,31.7651,137,685000,922.7,-1476.9022216796875
962.24,138,56.6875,54.4828,138,690000,1010.32,-1811.455078125
986.66,139,54.3358,27.3018,139,695000,987.99,-1616.59033203125
460.18,140,52.6429,33.4832,140,700000,355.81,-1407.470947265625
988.75,141,56.8501,55.1226,141,705000,988.8,-1803.11328125
1046.93,142,55.9858,47.3679,142,710000,1047.65,-1889.16162109375
268.32,143,50.1524,30.71,143,715000,311.21,-1380.7127685546875
318.64,144,50.5523,22.577,144,720000,375.94,-1264.880859375
54.47,145,53.4379,31.7304,145,725000,71.36,-1474.67138671875
120.67,146,51.5213,34.7031,146,730000,126.16,-1660.7681884765625
140.95,147,52.4337,35.9118,147,735000,159.71,-1678.1671142578125
18.7,148,51.5321,24.258,148,740000,57.83,-1485.1572265625
156.12,149,50.1958,23.3942,149,745000,147.74,-1544.991455078125
76.87,150,52.0592,34.19,150,750000,94.05,-1697.8824462890625
257.66,151,50.4945,28.8988,151,755000,290.65,-1612.153076171875
972.58,152,51.2884,45.1515,152,760000,994.43,-1927.8502197265625
1022.95,153,55.8736,41.9221,153,765000,1025.45,-2004.7581787109375
832.71,154,52.8394,25.6545,154,770000,794.06,-1836.995361328125
978.3,155,54.1341,28.9601,155,775000,978.81,-1719.8690185546875
988.82,156,57.2876,55.0704,156,780000,989.25,-2014.3704833984375
1023.69,157,55.3762,33.9227,157,785000,1032.78,-2086.696044921875
365.36,158,51.0556,47.1103,158,790000,457.23,-1764.135009765625
1018.0,159,56.7334,41.7307,159,795000,1017.2,-2072.586669921875
966.38,160,57.6794,58.8318,160,800000,985.72,-2130.388427734375
1041.18,161,56.178,37.2669,161,805000,1038.76,-1869.5093994140625
411.85,162,49.8309,21.8546,162,810000,407.72,-1452.217529296875
348.15,163,50.5291,20.9225,163,815000,412.29,-1364.9122314453125
1046.95,164,57.4389,69.5338,164,820000,1046.97,-2298.6044921875
254.87,165,50.5923,24.195,165,825000,117.25,-1610.0845947265625
343.89,166,49.5387,21.7832,166,830000,351.58,-980.63720703125
194.14,167,48.9358,17.0837,167,835000,126.13,-1370.244140625
317.56,168,49.0117,18.5206,168,840000,321.82,-1287.422119140625
988.8,169,55.9977,41.1677,169,845000,988.69,-2290.178466796875
1001.03,170,57.1165,60.6097,170,850000,1001.3,-2421.08251953125
1024.59,171,56.7319,54.5166,171,855000,1026.75,-2293.451416015625
1024.86,172,55.8312,39.5556,172,860000,1020.82,-2227.3994140625
1052.71,173,56.571,47.6424,173,865000,1048.09,-2437.4365234375
1022.43,174,56.1807,42.495,174,870000,1024.85,-2450.63916015625
1028.55,175,56.1321,36.5077,175,875000,1029.29,-2489.5302734375
1039.91,176,56.0606,40.0558,176,880000,1037.44,-2416.3525390625
1040.74,177,55.7969,41.7377,177,885000,1037.14,-2508.32275390625
1012.24,178,56.7881,49.1086,178,890000,1014.37,-2543.33154296875
1014.45,179,56.3005,42.789,179,895000,1017.12,-2550.050537109375
1018.58,180,57.5628,61.751,180,900000,1018.79,-2635.1103515625
986.96,181,56.0544,43.5716,181,905000,1017.07,-2612.57861328125
989.59,182,57.324,45.2989,182,910000,990.91,-2612.033203125
393.28,183,50.3885,20.756,183,915000,408.26,-1594.6680908203125
357.14,184,51.1711,51.5727,184,920000,361.41,-2254.5537109375
285.58,185,51.9262,26.1861,185,925000,245.32,-2111.431640625
511.38,186,51.7168,23.8183,186,930000,257.29,-2206.572998046875
993.02,187,55.6583,46.757,187,935000,998.92,-2629.439208984375
992.32,188,55.6174,34.8605,188,940000,996.07,-2626.52685546875
1007.56,189,56.7378,48.5243,189,945000,1009.49,-2718.294677734375
751.76,190,49.4483,20.9198,190,950000,1028.72,-2281.83447265625
1064.35,191,55.5985,43.7504,191,955000,1053.07,-2786.56005859375
640.91,192,52.9681,41.2617,192,960000,712.37,-2759.661376953125
529.98,193,54.3621,40.0886,193,965000,560.5,-2665.742431640625
252.92,194,50.9299,31.6194,194,970000,301.04,-2339.352294921875
209.59,195,50.9376,23.9016,195,975000,432.92,-2180.507080078125
375.71,196,50.2786,22.0279,196,980000,361.53,-1983.9010009765625
366.15,197,49.6595,17.7734,197,985000,223.11,-1304.4371337890625
386.25,198,49.5207,19.0652,198,990000,384.13,-1505.2364501953125
425.75,199,49.9341,20.0669,199,995000,365.81,-1686.9771728515625
337.64,200,50.0762,17.6619,200,1000000,345.03,-1602.2423095703125
111.68,201,51.037,24.269,201,1005000,73.81,-2404.600830078125
387.5,202,49.782,23.1598,202,1010000,388.99,-2321.59423828125
1022.77,203,57.4142,62.2641,203,1015000,1022.7,-3126.874755859375
437.67,204,51.2057,26.5752,204,1020000,421.63,-2656.436279296875
392.26,205,50.0702,23.0435,205,1025000,441.0,-2475.35302734375
709.17,206,54.1156,41.3579,206,1030000,1015.67,-3027.370849609375
263.11,207,53.9661,30.6481,207,1035000,499.08,-2860.36669921875
996.87,208,57.2791,53.6416,208,1040000,996.9,-3234.915771484375
572.31,209,55.474,46.643,209,1045000,947.46,-3106.68896484375
350.44,210,53.6946,35.9871,210,1050000,352.15,-2878.187255859375
757.1,211,53.5693,35.9012,211,1055000,897.55,-3093.44677734375
253.44,212,51.0752,30.046,212,1060000,338.55,-1585.2933349609375
332.68,213,50.4926,21.5944,213,1065000,382.36,-2247.55908203125
396.69,214,50.0632,33.6486,214,1070000,388.43,-2641.68994140625
356.38,215,50.4865,16.22,215,1075000,398.13,-1753.9873046875
994.46,216,56.8516,58.636,216,1080000,992.58,-3413.4541015625
528.89,217,49.9351,27.2316,217,1085000,593.81,-2778.655517578125
417.35,218,52.6349,40.1792,218,1090000,541.86,-3178.588623046875
870.41,219,54.4387,46.9943,219,1095000,962.98,-3424.638427734375
1025.76,220,57.7688,49.4106,220,1100000,1026.95,-3489.308837890625
1035.42,221,57.0153,49.5481,221,1105000,1035.55,-3502.7099609375
1037.33,222,56.0825,38.9345,222,1110000,1036.36,-3507.0048828125
1038.79,223,56.8134,46.7481,223,1115000,1037.34,-3523.075927734375
1026.34,224,56.9567,46.4958,224,1120000,1026.97,-3567.429443359375
1037.56,225,57.4297,67.5825,225,1125000,1037.26,-3613.164306640625
356.22,226,50.2089,27.2519,226,1130000,410.91,-2805.701416015625
379.36,227,50.2566,37.3143,227,1135000,412.78,-2807.5146484375
341.43,228,50.3604,31.9141,228,1140000,385.96,-2962.244140625
347.79,229,50.3448,30.528,229,1145000,399.66,-2851.931640625
362.62,230,50.4738,25.5717,230,1150000,340.1,-2944.271240234375
936.42,231,52.5088,33.7169,231,1155000,933.61,-3562.111572265625
555.0,232,50.1744,22.1293,232,1160000,560.63,-2562.2236328125
1039.43,233,57.9993,63.4949,233,1165000,1039.59,-3804.546630859375
350.04,234,49.636,16.4905,234,1170000,342.51,-2524.613525390625
997.63,235,57.2377,66.3992,235,1175000,998.01,-3876.786376953125
1025.22,236,57.7355,55.275,236,1180000,1025.68,-3894.466552734375
1018.32,237,57.6534,61.3274,237,1185000,1016.14,-3892.459228515625
1000.05,238,56.2983,53.6867,238,1190000,1003.08,-3938.417236328125
1032.04,239,56.8591,57.1728,239,1195000,1039.22,-3964.3095703125
1013.99,240,57.9308,48.6915,240,1200000,1013.45,-4010.9248046875
1016.96,241,57.7294,63.9914,241,1205000,1017.25,-4063.81787109375
1013.5,242,57.2764,60.4217,242,1210000,1013.97,-4093.998046875
1042.32,243,56.6181,57.2519,243,1215000,1041.49,-4101.31396484375
1010.92,244,57.6488,65.9259,244,1220000,1010.98,-4153.533203125
1010.58,245,56.8881,60.0671,245,1225000,1012.16,-4174.34423828125
998.73,246,57.0977,59.5239,246,1230000,999.57,-4185.82568359375
966.3,247,56.2934,48.159,247,1235000,1017.53,-4212.1884765625
1018.34,248,57.2262,61.8429,248,1240000,1018.12,-4266.42578125
1011.46,249,57.3605,62.3285,249,1245000,1011.55,-4288.3125
334.27,250,49.2974,15.9357,250,1250000,375.98,-3190.53173828125
382.96,251,49.1201,14.979,251,1255000,385.45,-2717.192138671875
337.84,252,50.2988,17.8906,252,1260000,354.3,-2367.3623046875
373.51,253,49.72,15.5476,253,1265000,398.08,-2655.603515625
732.27,254,51.0611,24.55,254,1270000,979.69,-3822.543212890625
350.95,255,50.3074,33.8596,255,1275000,350.34,-3497.727294921875
400.37,256,49.4759,15.6668,256,1280000,509.05,-2968.701416015625
354.63,257,50.0331,16.6168,257,1285000,356.32,-2978.68017578125
370.31,258,49.4437,15.4645,258,1290000,364.02,-3199.0205078125
377.7,259,50.355,19.3443,259,1295000,382.7,-3534.490234375
331.77,260,50.9563,22.9145,260,1300000,333.57,-3285.629150390625
364.47,261,51.0482,18.1158,261,1305000,362.3,-3512.060546875
320.36,262,49.8957,16.8781,262,1310000,324.34,-3169.51318359375
317.71,263,49.9793,15.2262,263,1315000,348.43,-3253.29931640625
356.69,264,50.8836,20.9764,264,1320000,351.47,-3285.84521484375
308.02,265,51.6128,21.0171,265,1325000,360.12,-3518.244384765625
485.66,266,50.3,21.3926,266,1330000,607.08,-3621.7197265625
348.13,267,49.5715,15.539,267,1335000,348.83,-3331.29638671875
342.2,268,50.0255,15.8394,268,1340000,349.15,-3098.4765625
383.91,269,52.1318,26.4646,269,1345000,378.01,-4092.42333984375
332.63,270,51.8124,21.0077,270,1350000,361.02,-3364.9150390625
366.75,271,50.2484,23.2176,271,1355000,383.5,-3804.1552734375
318.77,272,51.3192,17.8236,272,1360000,340.99,-3603.275146484375
356.1,273,50.8189,37.401,273,1365000,357.7,-4256.1240234375
355.83,274,51.4721,24.7422,274,1370000,359.93,-4084.012451171875
365.32,275,49.8905,15.115,275,1375000,363.11,-3487.813232421875
561.83,276,50.2236,15.7521,276,1380000,436.31,-3537.13525390625
431.94,277,50.2323,16.1903,277,1385000,667.41,-3372.005859375
409.22,278,50.4671,15.9231,278,1390000,443.75,-3708.640625
420.99,279,50.5954,17.0026,279,1395000,479.11,-3479.69970703125
388.71,280,50.4434,16.0863,280,1400000,483.21,-3282.602783203125
383.55,281,50.0491,16.243,281,1405000,437.89,-3044.791015625
330.91,282,50.4941,17.8342,282,1410000,394.06,-2946.802001953125
340.98,283,50.2918,18.2948,283,1415000,383.15,-2992.7744140625
407.96,284,50.0393,16.1963,284,1420000,1034.35,-3440.140625
477.01,285,50.2346,15.8544,285,1425000,1028.72,-4118.61474609375
447.71,286,50.5401,19.5283,286,1430000,1026.3,-4382.79345703125
321.28,287,51.0577,13.8237,287,1435000,1031.68,-3967.846435546875
379.12,288,50.0512,16.9457,288,1440000,427.47,-3826.64453125
418.95,289,50.5731,16.4796,289,1445000,830.55,-4129.36474609375
354.09,290,50.1657,17.5593,290,1450000,386.32,-4082.0771484375
396.7,291,49.4601,15.8623,291,1455000,391.0,-3931.597900390625
284.38,292,51.8571,19.4305,292,1460000,303.9,-3627.31005859375
270.4,293,50.8045,16.435,293,1465000,329.83,-3828.423583984375
315.1,294,51.011,23.8381,294,1470000,346.43,-4798.2744140625
255.61,295,50.5924,15.8494,295,1475000,275.01,-4049.96728515625
327.44,296,50.4462,34.7807,296,1480000,295.24,-5093.65576171875
312.69,297,50.4287,16.9591,297,1485000,307.01,-4221.48388671875
343.72,298,50.1684,19.4646,298,1490000,317.95,-4567.28955078125
331.94,299,50.2713,15.6031,299,1495000,344.28,-4717.162109375
271.21,300,50.7757,15.7769,300,1500000,296.79,-4746.32861328125
378.07,301,50.9434,25.4389,301,1505000,389.82,-5273.26904296875
330.87,302,50.4847,17.1869,302,1510000,328.19,-4710.5634765625
308.25,303,49.8459,16.2386,303,1515000,344.38,-5004.37841796875
329.24,304,50.2464,31.4065,304,1520000,419.75,-5568.9228515625
335.19,305,50.6877,23.7775,305,1525000,444.45,-5407.62109375
304.11,306,50.8307,18.071,306,1530000,320.04,-4417.99365234375
325.05,307,50.6281,18.3442,307,1535000,376.22,-4964.4560546875
493.73,308,50.4732,17.118,308,1540000,686.15,-4422.71044921875
361.73,309,50.4628,20.019,309,1545000,474.63,-5116.07861328125
349.82,310,50.7779,21.428,310,1550000,473.13,-5541.06591796875
355.23,311,50.8507,16.5262,311,1555000,534.89,-4951.25537109375
361.52,312,50.7222,17.2968,312,1560000,583.17,-4497.27294921875
315.21,313,50.8264,16.3457,313,1565000,426.99,-4917.39013671875
304.15,314,50.7613,28.0391,314,1570000,289.89,-5820.57275390625
307.15,315,49.5401,19.1291,315,1575000,350.91,-5070.08447265625
393.86,316,50.1814,30.2988,316,1580000,416.96,-5897.23974609375
293.74,317,50.4896,18.5922,317,1585000,253.95,-5074.93505859375
327.55,318,50.7423,18.597,318,1590000,276.02,-5257.06982421875
411.3,319,50.0641,31.8057,319,1595000,781.45,-5979.3369140625
383.11,320,49.6221,19.3627,320,1600000,391.47,-5341.9384765625
315.19,321,49.5606,20.6003,321,1605000,137.92,-5672.51171875
480.91,322,50.0325,22.6287,322,1610000,582.01,-5679.05078125
378.6,323,50.2394,18.5676,323,1615000,505.54,-5496.92236328125
225.03,324,49.283,19.8654,324,1620000,187.2,-5788.8955078125
306.43,325,49.9551,20.4701,325,1625000,328.04,-5888.947265625
258.09,326,50.5315,19.3278,326,1630000,216.2,-5974.548828125
371.27,327,49.6614,18.362,327,1635000,228.51,-5734.576171875
361.04,328,50.1251,20.6484,328,1640000,396.84,-5919.9501953125
299.58,329,49.5152,21.5597,329,1645000,351.29,-5834.40625
304.24,330,50.2229,19.469,330,1650000,346.07,-6101.7001953125
302.21,331,49.8226,19.9015,331,1655000,368.19,-6391.59619140625
353.31,332,50.7675,18.9253,332,1660000,406.61,-6494.34716796875
-9.0,333,58.3527,185.6993,333,1665000,-9.02,-6505.28271484375
37.1,334,53.7931,43.8424,334,1670000,15.02,-6167.421875
0.19,335,55.6794,87.5901,335,1675000,0.2,-6854.95166015625
8.13,336,51.854,45.3668,336,1680000,7.93,-6124.93896484375
-20.39,337,55.0692,132.6326,337,1685000,-20.75,-6547.32861328125
0.43,338,56.1491,216.7275,338,1690000,0.43,-6869.71875
8.13,339,55.9872,199.4269,339,1695000,8.02,-6766.84619140625
2.43,340,55.2366,29.4692,340,1700000,-1.84,-7035.85107421875
463.78,341,50.9466,37.3407,341,1705000,533.42,-6944.31494140625
124.66,342,54.9469,40.3856,342,1710000,172.58,-7124.1884765625
286.75,343,54.7362,77.7575,343,1715000,303.29,-6639.744140625
308.85,344,50.8894,35.444,344,1720000,306.77,-6355.4912109375
727.46,345,53.1043,52.1753,345,1725000,672.39,-6869.1435546875
348.21,346,51.6454,51.7329,346,1730000,376.82,-6670.55712890625
262.86,347,52.4424,62.6168,347,1735000,237.02,-7013.8662109375
197.23,348,50.9234,35.1177,348,1740000,150.73,-6779.435546875
150.84,349,53.1578,20.2794,349,1745000,212.66,-6432.904296875
687.54,350,54.5712,42.1362,350,1750000,588.99,-7052.64501953125
529.88,351,49.4833,36.2109,351,1755000,511.93,-6440.6416015625
913.12,352,50.6033,57.4264,352,1760000,931.52,-6483.6044921875
181.63,353,51.5972,33.8695,353,1765000,192.17,-6818.80908203125
187.11,354,53.7786,73.9148,354,1770000,190.13,-6955.9375
502.38,355,54.3935,68.7418,355,1775000,467.13,-7084.7744140625
998.71,356,56.8364,77.4494,356,1780000,998.47,-7038.81982421875
1001.31,357,56.8815,72.1582,357,1785000,1043.22,-6999.220703125
180.32,358,51.9445,19.9081,358,1790000,87.37,-6898.4619140625
228.9,359,52.1733,60.7006,359,1795000,92.77,-7033.52294921875
1038.59,360,56.1652,66.8667,360,1800000,972.62,-7021.7802734375
310.87,361,51.9773,63.0065,361,1805000,305.39,-6544.3505859375
932.13,362,55.7176,48.1724,362,1810000,974.43,-6865.22802734375
76.67,363,50.7082,38.5045,363,1815000,63.41,-7097.5673828125
93.1,364,53.6414,82.5239,364,1820000,90.3,-7237.0361328125
253.16,365,51.7482,110.3295,365,1825000,267.79,-7314.90966796875
921.38,366,53.5661,60.3783,366,1830000,928.19,-7255.662109375
419.9,367,55.7595,95.8724,367,1835000,291.43,-7699.74462890625
972.36,368,54.6947,48.4741,368,1840000,1029.29,-7039.7783203125
456.82,369,50.8194,103.8417,369,1845000,477.04,-7353.30322265625
15.01,370,60.6737,132.7892,370,1850000,14.34,-7583.4873046875
419.31,371,53.3693,80.1594,371,1855000,537.44,-7490.2470703125
78.38,372,52.6724,52.0578,372,1860000,91.34,-7389.32666015625
112.01,373,52.4753,55.1707,373,1865000,98.94,-7392.81201171875
1047.99,374,56.9825,77.0458,374,1870000,1047.81,-7404.83349609375
