Real Sto Return,Itration,Running Forward KL,Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return,Reward Loss
997.32,375,55.6149,63.4145,375,1875000,999.05,-7510.1328125
1009.44,376,56.4564,59.203,376,1880000,1008.82,-7533.79248046875
1004.07,377,57.2313,65.1324,377,1885000,1004.7,-7582.04150390625
1001.67,378,57.0487,61.2006,378,1890000,1003.6,-7605.34130859375
1006.87,379,56.8941,60.8728,379,1895000,1007.84,-7624.09716796875
1013.86,380,56.1227,59.689,380,1900000,1014.31,-7651.2685546875
1031.55,381,56.7847,67.0174,381,1905000,1031.52,-7631.6845703125
1026.38,382,56.1015,68.9552,382,1910000,1027.63,-7681.66650390625
1010.04,383,56.5929,65.2239,383,1915000,1013.49,-7721.85107421875
171.22,384,52.0595,47.4497,384,1920000,131.21,-8394.1162109375
57.06,385,51.2531,44.0722,385,1925000,63.59,-7649.85009765625
-1.62,386,50.7238,45.8354,386,1930000,-2.91,-7726.39306640625
378.52,387,55.2476,59.859,387,1935000,484.47,-8148.85693359375
944.19,388,57.1824,57.609,388,1940000,992.53,-7904.07275390625
995.97,389,57.9824,60.1887,389,1945000,997.09,-7876.53662109375
1006.68,390,57.9552,60.4665,390,1950000,1008.03,-7849.11767578125
980.52,391,57.2319,57.6128,391,1955000,995.78,-7572.47021484375
333.14,392,51.3861,43.5373,392,1960000,394.24,-7998.38623046875
947.41,393,52.0815,45.6898,393,1965000,992.48,-7845.11572265625
642.09,394,54.8278,84.0814,394,1970000,361.8,-8112.97314453125
398.27,395,53.5115,76.1774,395,1975000,383.98,-7844.85888671875
-0.94,396,54.8007,58.8497,396,1980000,-0.26,-8495.11328125
230.1,397,56.3346,86.5596,397,1985000,230.76,-8760.65625
150.84,398,50.0035,70.8644,398,1990000,371.27,-7807.36572265625
361.9,399,52.0964,84.6219,399,1995000,364.18,-7909.71484375
295.03,400,50.5518,85.4898,400,2000000,273.62,-7916.77490234375
299.6,401,51.2776,80.298,401,2005000,320.49,-8009.57763671875
337.43,402,52.4796,46.1755,402,2010000,341.78,-8223.21875
307.27,403,50.3239,43.9685,403,2015000,319.13,-8107.060546875
1026.19,404,55.3001,59.1525,404,2020000,1030.85,-8096.888671875
950.67,405,54.9321,58.7479,405,2025000,943.84,-8083.7353515625
56.36,406,55.6833,151.2425,406,2030000,55.95,-8759.888671875
318.5,407,51.3484,66.2113,407,2035000,249.86,-8782.2548828125
52.3,408,51.4767,50.1017,408,2040000,52.55,-8502.224609375
299.91,409,51.085,39.2345,409,2045000,71.49,-8582.994140625
451.6,410,52.9174,26.8542,410,2050000,270.07,-8331.2841796875
503.24,411,51.9957,42.1019,411,2055000,884.29,-8603.55078125
632.69,412,53.8543,47.8697,412,2060000,701.54,-8793.3154296875
1031.33,413,56.2775,50.6078,413,2065000,1031.59,-8243.0986328125
1041.09,414,56.3785,53.3526,414,2070000,1042.68,-8209.4326171875
278.65,415,53.513,37.6353,415,2075000,192.52,-8372.375
887.97,416,56.2772,47.1165,416,2080000,974.36,-8347.310546875
857.52,417,53.4683,34.8908,417,2085000,897.71,-8386.126953125
211.5,418,49.4491,27.9096,418,2090000,210.97,-8133.32666015625
1013.01,419,56.3191,54.2918,419,2095000,1004.43,-8272.154296875
8.57,420,55.1297,62.4987,420,2100000,5.12,-8833.818359375
526.78,421,51.5366,33.7818,421,2105000,488.42,-7896.12744140625
363.79,422,49.7064,38.1339,422,2110000,374.25,-7940.2294921875
263.04,423,51.0968,48.3572,423,2115000,270.21,-7968.427734375
628.72,424,49.7248,89.9213,424,2120000,526.72,-8347.4296875
235.12,425,57.0692,79.8297,425,2125000,251.27,-9353.998046875
-4.46,426,56.6788,80.6809,426,2130000,0.35,-9028.2333984375
1013.83,427,56.6589,41.1624,427,2135000,1014.92,-8377.5087890625
1030.9,428,55.6032,36.9013,428,2140000,1032.39,-8339.587890625
727.19,429,52.4864,56.0051,429,2145000,858.2,-8164.8720703125
1015.43,430,54.3157,28.2422,430,2150000,1015.87,-8399.412109375
226.23,431,53.212,46.3844,431,2155000,494.46,-8927.46484375
254.66,432,51.624,30.7872,432,2160000,349.86,-8788.1552734375
124.33,433,56.4777,99.813,433,2165000,127.8,-9647.8046875
458.76,434,54.8228,48.1032,434,2170000,990.74,-8875.5185546875
9.47,435,55.6583,96.2657,435,2175000,10.72,-9875.26171875
57.33,436,55.0371,75.4551,436,2180000,6.38,-9535.59375
23.34,437,57.8844,78.0308,437,2185000,22.61,-8939.1767578125
222.17,438,53.883,53.2239,438,2190000,204.58,-9194.4228515625
293.22,439,53.9661,42.0965,439,2195000,304.29,-9044.0888671875
322.89,440,50.6261,28.6557,440,2200000,343.65,-9125.7509765625
1004.74,441,57.5333,53.2717,441,2205000,1007.62,-8632.90625
1013.31,442,57.2175,55.3794,442,2210000,1015.19,-8689.62890625
585.27,443,51.9295,39.2381,443,2215000,928.19,-8886.3349609375
1032.25,444,56.831,55.5786,444,2220000,1032.31,-8741.2275390625
1019.75,445,56.8833,54.2102,445,2225000,1020.68,-8777.0693359375
1014.01,446,57.3401,55.539,446,2230000,1015.67,-8766.837890625
1015.06,447,56.19,55.5806,447,2235000,1015.42,-8769.0205078125
993.63,448,57.1221,46.844,448,2240000,993.19,-8691.6044921875
-3.87,449,52.1073,51.5837,449,2245000,-4.12,-9608.9482421875
316.85,450,50.9061,29.6407,450,2250000,314.56,-8530.6240234375
313.19,451,50.2084,51.5017,451,2255000,384.04,-8938.919921875
-5.04,452,60.5564,147.4794,452,2260000,-5.02,-10184.353515625
487.1,453,52.7138,52.3813,453,2265000,530.6,-8451.177734375
106.91,454,50.9512,33.9994,454,2270000,107.7,-9454.0341796875
385.37,455,54.9687,41.8442,455,2275000,375.14,-8623.54296875
281.32,456,53.0706,37.5201,456,2280000,307.93,-8580.5166015625
328.57,457,49.7278,21.6202,457,2285000,336.63,-8409.2880859375
252.45,458,50.8053,54.1941,458,2290000,250.96,-9408.2158203125
219.25,459,51.5167,54.0858,459,2295000,253.3,-9265.48046875
832.72,460,56.1529,44.9526,460,2300000,1004.5,-8811.986328125
1002.22,461,57.1236,48.8392,461,2305000,1005.67,-8788.888671875
1013.05,462,56.4423,43.4652,462,2310000,1019.44,-8747.365234375
1014.29,463,56.305,40.9734,463,2315000,1021.02,-8687.78515625
1011.33,464,56.3267,47.3316,464,2320000,1011.34,-8948.4345703125
1011.93,465,57.8476,54.3743,465,2325000,1012.51,-9041.5546875
1001.57,466,57.2696,45.8983,466,2330000,1003.93,-8886.0283203125
675.77,467,56.7086,56.4084,467,2335000,995.08,-9315.5078125
371.22,468,53.83,53.8531,468,2340000,379.47,-8738.00390625
349.12,469,51.3608,42.8399,469,2345000,365.25,-8311.3115234375
534.4,470,52.1521,65.356,470,2350000,519.58,-9029.16796875
823.98,471,55.6086,56.3945,471,2355000,884.29,-9192.81640625
1011.31,472,58.4041,59.0956,472,2360000,1011.39,-9152.296875
1019.46,473,57.4197,63.2118,473,2365000,1019.71,-9128.6015625
103.96,474,51.8481,40.7166,474,2370000,112.23,-9130.375
1018.97,475,57.8128,53.8122,475,2375000,1020.43,-9026.712890625
145.05,476,54.9493,58.1979,476,2380000,167.4,-10135.263671875
1005.68,477,56.4598,44.5086,477,2385000,1009.39,-8598.29296875
1006.12,478,56.0575,39.1396,478,2390000,1010.53,-8777.7001953125
272.72,479,54.4571,35.6098,479,2395000,319.76,-9355.65234375
349.98,480,51.8439,37.0893,480,2400000,80.32,-9312.8095703125
1025.77,481,56.3927,56.7306,481,2405000,1026.18,-9150.9150390625
1034.41,482,56.3407,55.9562,482,2410000,1030.92,-9195.1728515625
615.46,483,51.6275,46.8608,483,2415000,633.61,-9222.6328125
995.64,484,56.1094,46.629,484,2420000,996.87,-9185.9912109375
661.25,485,50.8581,35.423,485,2425000,661.12,-8811.0
1033.94,486,56.7422,64.5017,486,2430000,1034.04,-9210.978515625
1043.31,487,56.8729,57.1939,487,2435000,1043.53,-9218.490234375
1011.56,488,56.6739,59.5966,488,2440000,1012.76,-9270.484375
864.06,489,53.3651,37.0828,489,2445000,901.89,-9540.4482421875
993.27,490,56.8293,60.7877,490,2450000,1029.2,-9285.1962890625
1032.2,491,57.5696,64.4091,491,2455000,1032.34,-9300.9990234375
1023.6,492,56.1095,66.1699,492,2460000,1023.2,-9276.8583984375
1017.29,493,58.3378,71.1542,493,2465000,1017.41,-9375.4248046875
1019.31,494,57.9478,72.2346,494,2470000,1020.15,-9382.7890625
1012.65,495,57.5661,76.3081,495,2475000,1012.71,-9412.576171875
1015.11,496,57.2035,65.7836,496,2480000,1015.6,-9406.2841796875
1020.76,497,58.1668,70.1338,497,2485000,1020.85,-9433.748046875
1012.77,498,57.0051,67.7321,498,2490000,1013.61,-9459.2275390625
1001.21,499,55.8289,43.9478,499,2495000,994.95,-9370.0283203125
1026.09,500,57.1699,50.9677,500,2500000,1020.36,-8986.9775390625
1016.11,501,57.1239,61.8929,501,2505000,1016.37,-9351.927734375
996.67,502,57.711,53.9234,502,2510000,1006.42,-9348.8837890625
1009.16,503,57.3652,57.9085,503,2515000,1009.64,-9486.7294921875
677.83,504,54.9166,46.1733,504,2520000,439.29,-9708.275390625
1005.72,505,58.3651,71.897,505,2525000,1005.83,-9556.33984375
1007.1,506,57.9476,67.7578,506,2530000,998.86,-9521.142578125
993.69,507,57.5436,62.8005,507,2535000,993.94,-9565.6318359375
1002.25,508,57.5718,65.8643,508,2540000,1002.52,-9601.98828125
819.14,509,56.8895,63.836,509,2545000,868.67,-9605.1025390625
994.84,510,57.1836,51.833,510,2550000,998.57,-9256.345703125
224.56,511,53.5082,58.7542,511,2555000,196.48,-9332.9912109375
0.54,512,55.2471,96.8019,512,2560000,0.92,-9301.3955078125
125.77,513,52.0712,85.6,513,2565000,51.39,-9377.9873046875
415.22,514,51.8583,74.7015,514,2570000,413.68,-8931.5283203125
1041.83,515,58.1336,58.0952,515,2575000,1041.45,-9547.205078125
1023.67,516,57.8336,56.1968,516,2580000,1023.65,-9607.5908203125
1036.32,517,57.3123,53.137,517,2585000,1035.84,-9588.4375
1037.77,518,56.3507,44.6142,518,2590000,1059.7,-9353.24609375
-6.92,519,58.555,103.5462,519,2595000,-6.74,-11112.517578125
30.67,520,56.0706,94.027,520,2600000,46.09,-10969.689453125
5.41,521,56.8798,100.4421,521,2605000,5.89,-11165.701171875
24.24,522,57.267,86.6161,522,2610000,17.47,-11029.728515625
3.94,523,56.3824,60.5341,523,2615000,2.63,-10837.5751953125
-2.1,524,55.2017,75.4689,524,2620000,-7.66,-11051.4638671875
58.58,525,53.64,70.8351,525,2625000,45.84,-10911.095703125
127.89,526,52.3833,61.2746,526,2630000,96.03,-10727.5966796875
242.35,527,51.3675,47.1896,527,2635000,237.78,-10479.0947265625
258.68,528,50.6174,33.0695,528,2640000,266.44,-9995.1982421875
219.02,529,51.2712,69.7409,529,2645000,266.49,-9744.8076171875
269.74,530,52.5791,73.5225,530,2650000,280.31,-10076.3623046875
208.07,531,53.0523,63.0892,531,2655000,228.39,-10555.6484375
180.71,532,53.6385,70.0157,532,2660000,475.2,-10568.421875
192.97,533,52.5067,58.411,533,2665000,151.25,-10570.30078125
273.37,534,50.139,35.4697,534,2670000,303.86,-9148.5419921875
274.14,535,52.1571,48.8223,535,2675000,328.04,-9753.8232421875
318.12,536,51.383,41.5154,536,2680000,352.85,-8960.791015625
311.54,537,50.6166,21.843,537,2685000,652.05,-9530.3544921875
264.63,538,50.4257,25.3426,538,2690000,555.34,-8221.1865234375
256.14,539,51.4643,63.6364,539,2695000,176.79,-9104.7607421875
254.31,540,49.8889,69.182,540,2700000,442.28,-8979.828125
344.57,541,50.6264,50.5595,541,2705000,355.96,-8996.98046875
375.97,542,49.0597,25.1198,542,2710000,385.44,-7974.71826171875
365.89,543,50.0813,51.0499,543,2715000,378.98,-9827.3125
326.42,544,49.7307,46.893,544,2720000,379.63,-8859.23046875
-29.47,545,55.622,89.37,545,2725000,-27.87,-11052.8310546875
44.14,546,56.5922,93.7269,546,2730000,41.04,-11245.4111328125
51.58,547,56.9892,90.0788,547,2735000,48.09,-11282.517578125
1022.43,548,56.7512,59.186,548,2740000,1022.95,-9781.9619140625
1027.72,549,56.1458,55.8147,549,2745000,1025.86,-9701.921875
1042.43,550,55.7287,42.6974,550,2750000,1045.15,-9630.0244140625
1026.46,551,55.3404,47.2109,551,2755000,1025.14,-9530.033203125
941.26,552,55.7764,56.2011,552,2760000,1021.13,-9804.5947265625
52.19,553,56.6447,242.6628,553,2765000,56.77,-10460.2392578125
56.65,554,55.8364,57.6667,554,2770000,66.13,-10622.1259765625
220.11,555,54.7986,69.7208,555,2775000,236.02,-10997.4755859375
1014.58,556,56.9519,53.6078,556,2780000,1013.17,-9449.275390625
998.21,557,52.9631,38.0562,557,2785000,1050.77,-9336.0478515625
930.15,558,52.9732,42.5351,558,2790000,1042.57,-9658.2021484375
1046.99,559,57.2246,56.7718,559,2795000,1047.22,-9789.451171875
1002.32,560,54.957,53.7704,560,2800000,983.21,-9848.6044921875
1014.45,561,56.6925,61.3196,561,2805000,1014.72,-9885.4775390625
1020.95,562,56.0075,62.5714,562,2810000,1021.46,-9871.71875
1024.66,563,55.8908,59.2901,563,2815000,1025.24,-9857.4658203125
1002.05,564,55.7976,37.8842,564,2820000,1004.19,-9807.951171875
999.15,565,55.5596,49.8734,565,2825000,995.07,-9824.7041015625
1007.47,566,55.7251,39.2225,566,2830000,1010.72,-9771.1943359375
991.59,567,55.4147,34.5852,567,2835000,995.56,-9196.806640625
1001.12,568,56.8915,52.0927,568,2840000,1001.66,-9858.7421875
206.0,569,56.8793,98.2026,569,2845000,209.11,-11336.3212890625
1031.32,570,56.8105,54.5626,570,2850000,1042.39,-9913.7021484375
460.46,571,53.1258,40.7939,571,2855000,503.3,-10044.0517578125
246.64,572,54.3665,86.1939,572,2860000,239.35,-11414.46484375
257.6,573,51.9543,94.8646,573,2865000,311.83,-9186.7138671875
1005.37,574,55.7554,35.2731,574,2870000,1009.95,-8853.568359375
1032.33,575,55.7366,36.1368,575,2875000,1032.05,-8600.8310546875
1001.57,576,56.0575,37.8429,576,2880000,1003.43,-8779.4755859375
990.41,577,56.4232,51.8977,577,2885000,993.46,-9739.7080078125
1016.05,578,56.8104,70.4584,578,2890000,1016.8,-9969.140625
1046.58,579,56.1719,48.6214,579,2895000,1049.82,-9557.71484375
1000.26,580,55.839,44.0266,580,2900000,1003.46,-9402.6171875
997.41,581,55.1631,38.1734,581,2905000,1003.23,-9205.23046875
999.19,582,55.1996,46.4508,582,2910000,1000.72,-9414.8388671875
1056.47,583,52.476,34.0573,583,2915000,1084.76,-9225.4765625
590.42,584,51.2562,64.1015,584,2920000,706.75,-10481.3154296875
86.76,585,56.8086,109.9142,585,2925000,120.06,-12189.3271484375
325.41,586,50.3199,81.0058,586,2930000,358.92,-9935.1669921875
97.75,587,55.3648,162.331,587,2935000,100.89,-12204.076171875
1.21,588,57.1668,118.1201,588,2940000,0.85,-12463.619140625
26.17,589,53.0661,81.5876,589,2945000,28.42,-11231.880859375
74.36,590,53.9046,66.9261,590,2950000,76.04,-10431.443359375
375.85,591,50.5128,71.6063,591,2955000,396.6,-9630.830078125
302.57,592,50.3258,67.5892,592,2960000,393.93,-10281.2744140625
967.5,593,56.4356,53.7933,593,2965000,993.97,-10082.7177734375
359.25,594,54.6518,59.7618,594,2970000,355.59,-11251.474609375
288.25,595,53.6153,83.2483,595,2975000,682.58,-10955.431640625
-6.0,596,59.295,108.9533,596,2980000,-6.22,-11658.9111328125
27.93,597,54.954,101.078,597,2985000,27.25,-11826.08203125
72.09,598,53.3169,53.344,598,2990000,69.1,-11055.6884765625
1032.02,599,56.7602,44.5193,599,2995000,1032.92,-10039.548828125
1037.16,600,55.6671,35.6251,600,3000000,1029.83,-9475.9150390625
-7.77,601,57.4732,100.5082,601,3005000,-7.76,-11774.2119140625
992.77,602,56.049,41.252,602,3010000,1001.81,-9560.05859375
1004.38,603,56.6755,45.8188,603,3015000,1009.81,-9729.830078125
1014.17,604,55.7536,36.3894,604,3020000,1017.56,-9737.5927734375
1029.54,605,56.5749,49.1676,605,3025000,1029.68,-9859.9638671875
1033.15,606,56.7205,49.8288,606,3030000,1033.73,-10124.83984375
1043.35,607,55.8138,49.8132,607,3035000,1043.2,-10090.4931640625
1037.01,608,56.4255,47.8806,608,3040000,1036.44,-10063.82421875
1034.71,609,56.2025,54.253,609,3045000,1034.07,-10155.783203125
14.89,610,52.4225,46.2642,610,3050000,14.34,-11250.7158203125
262.34,611,51.8914,27.9128,611,3055000,459.99,-10865.447265625
79.55,612,56.1094,73.4278,612,3060000,82.18,-10783.9755859375
1029.84,613,55.1834,34.908,613,3065000,1028.43,-9552.779296875
1036.87,614,55.2235,37.0022,614,3070000,1021.05,-9536.2021484375
1035.98,615,54.7737,31.9497,615,3075000,1026.08,-9435.1142578125
1033.89,616,54.5436,28.1482,616,3080000,1020.37,-9213.8427734375
1056.41,617,54.9158,34.7586,617,3085000,1030.95,-9519.732421875
660.79,618,49.9781,30.0333,618,3090000,739.71,-9586.3203125
1051.71,619,53.8876,29.6638,619,3095000,1045.39,-9841.205078125
1053.94,620,53.749,25.6242,620,3100000,1037.78,-9622.87109375
1059.28,621,53.2995,22.3733,621,3105000,1046.53,-9530.4287109375
1016.19,622,51.5232,21.7354,622,3110000,1045.67,-9275.46875
1046.05,623,51.4893,22.2695,623,3115000,1041.57,-9126.46484375
966.65,624,50.7758,25.4274,624,3120000,1044.29,-9113.1435546875
1003.55,625,51.1128,24.8537,625,3125000,1043.42,-8995.8134765625
1069.67,626,53.9039,27.3022,626,3130000,1039.33,-9223.6513671875
1058.15,627,51.8609,23.8362,627,3135000,1036.72,-8828.9931640625
1120.84,628,53.4487,27.332,628,3140000,1097.79,-8920.2685546875
1055.87,629,52.2772,22.8559,629,3145000,1091.38,-8964.591796875
850.57,630,50.8968,26.3483,630,3150000,1076.12,-9116.2783203125
605.5,631,50.9167,47.3564,631,3155000,1045.5,-9026.46875
462.42,632,51.1708,48.1367,632,3160000,411.96,-9439.431640625
500.12,633,50.375,29.5595,633,3165000,541.93,-9086.9140625
720.19,634,50.5822,20.4486,634,3170000,1053.29,-9014.5615234375
729.1,635,50.3506,17.8368,635,3175000,858.36,-9016.431640625
928.71,636,50.2032,21.2011,636,3180000,1193.58,-8922.2822265625
418.82,637,49.7636,15.3446,637,3185000,371.0,-9722.4560546875
1123.98,638,52.9446,26.5462,638,3190000,1070.77,-9091.1689453125
915.6,639,51.8444,34.005,639,3195000,867.41,-9992.259765625
19.89,640,54.4813,68.5768,640,3200000,4.11,-11811.6884765625
44.96,641,56.3223,37.5817,641,3205000,45.0,-13051.28515625
102.5,642,55.9272,106.7608,642,3210000,50.63,-13539.73046875
1024.23,643,56.6935,49.1937,643,3215000,1025.25,-10307.1279296875
1024.09,644,56.5228,46.3751,644,3220000,1025.1,-10293.369140625
1027.9,645,56.3067,48.088,645,3225000,1028.55,-10355.8837890625
1026.07,646,56.1119,51.6442,646,3230000,1027.11,-10389.0009765625
1050.75,647,54.8092,35.464,647,3235000,1043.18,-9739.5078125
1049.14,648,56.744,53.577,648,3240000,1044.78,-10282.2001953125
1041.27,649,57.4817,51.4284,649,3245000,1041.9,-10420.515625
52.26,650,53.6744,88.4416,650,3250000,51.31,-11793.14453125
189.21,651,50.3907,29.8557,651,3255000,382.79,-10591.99609375
162.42,652,51.8225,40.908,652,3260000,994.71,-11523.3994140625
912.31,653,53.7218,37.5351,653,3265000,1054.52,-10454.1552734375
665.19,654,53.0621,42.1887,654,3270000,496.8,-10088.998046875
997.52,655,53.4514,28.3629,655,3275000,1056.58,-9549.455078125
659.82,656,52.1525,44.2921,656,3280000,1086.15,-10666.23828125
1018.28,657,52.6011,24.2628,657,3285000,1032.93,-9475.2216796875
1029.66,658,52.5676,22.1868,658,3290000,1028.62,-9377.4267578125
959.5,659,50.5642,26.3883,659,3295000,1028.11,-9209.677734375
730.53,660,51.3958,30.3855,660,3300000,959.66,-10028.8505859375
779.84,661,51.2682,41.2073,661,3305000,817.74,-10725.517578125
841.03,662,51.955,18.9135,662,3310000,1033.66,-9704.7216796875
915.48,663,52.2185,21.8624,663,3315000,1055.7,-10148.3076171875
851.6,664,51.7322,16.9768,664,3320000,943.56,-9706.802734375
525.05,665,51.4039,24.3726,665,3325000,1028.83,-10607.455078125
438.21,666,51.6436,27.3174,666,3330000,117.86,-10629.5849609375
860.69,667,51.8746,20.5739,667,3335000,1057.17,-9652.9091796875
799.08,668,51.8837,23.4049,668,3340000,1107.12,-9790.33203125
827.28,669,52.2102,28.0979,669,3345000,1169.21,-10174.552734375
1072.11,670,53.5649,26.7308,670,3350000,1027.11,-9540.2236328125
1047.84,671,54.2249,27.0428,671,3355000,1021.9,-9928.46484375
988.55,672,51.5917,30.7863,672,3360000,1029.26,-10040.69921875
1032.94,673,56.2449,63.4116,673,3365000,1032.41,-10581.884765625
1041.34,674,55.41,47.0385,674,3370000,1039.4,-10512.4306640625
1044.34,675,55.1806,39.8073,675,3375000,1046.73,-10489.80859375
624.63,676,51.7488,41.5306,676,3380000,1047.04,-11177.703125
1036.13,677,54.1322,40.5592,677,3385000,1039.37,-10523.814453125
1030.83,678,55.4597,41.1959,678,3390000,1031.27,-10580.0185546875
1039.54,679,55.9893,43.7687,679,3395000,1039.0,-10559.3388671875
1026.34,680,55.5783,40.4454,680,3400000,1009.29,-10329.8310546875
596.04,681,54.6913,45.961,681,3405000,284.74,-10897.0302734375
247.22,682,51.6432,31.5604,682,3410000,176.29,-11609.6015625
241.21,683,52.9979,38.9995,683,3415000,299.25,-11729.138671875
640.0,684,54.1823,56.8031,684,3420000,1006.52,-10630.52734375
992.93,685,56.3824,37.1732,685,3425000,993.91,-10587.4873046875
946.97,686,55.2998,31.8777,686,3430000,998.5,-10280.359375
1051.28,687,54.3826,26.5129,687,3435000,1044.4,-10424.85546875
959.98,688,55.7643,48.3658,688,3440000,1006.58,-10622.5126953125
1008.61,689,54.1788,28.2693,689,3445000,1007.9,-10890.8759765625
1015.35,690,53.6539,24.3859,690,3450000,1008.6,-10320.9296875
836.36,691,52.8222,61.754,691,3455000,829.4,-11053.1796875
1040.82,692,54.3121,38.4236,692,3460000,1036.88,-10603.76953125
1010.19,693,57.1652,49.3466,693,3465000,1011.71,-10735.357421875
1010.31,694,54.8016,33.7038,694,3470000,1014.11,-10700.0791015625
1004.5,695,53.4392,20.2499,695,3475000,1010.66,-10317.4345703125
529.6,696,53.0602,42.5848,696,3480000,997.88,-11291.658203125
999.24,697,55.1393,34.0154,697,3485000,1003.02,-10711.01171875
1003.39,698,55.747,39.7729,698,3490000,1005.63,-10755.59375
701.09,699,56.0968,48.9299,699,3495000,820.9,-12098.8896484375
1009.82,700,55.3756,30.5858,700,3500000,1015.84,-10218.4697265625
1046.42,701,56.3547,46.5861,701,3505000,1028.27,-10496.5849609375
1034.41,702,53.0831,27.2016,702,3510000,1017.05,-10351.0810546875
1022.2,703,52.9867,19.9093,703,3515000,1018.18,-10228.4140625
1049.6,704,55.6127,42.6707,704,3520000,1049.13,-10396.970703125
1055.21,705,55.8959,44.8358,705,3525000,1047.99,-10784.302734375
1040.82,706,56.7471,42.7485,706,3530000,1037.14,-10841.5126953125
1031.91,707,56.3079,45.0382,707,3535000,1032.31,-10827.2392578125
1038.82,708,56.8016,48.8815,708,3540000,1032.16,-10810.0126953125
1045.59,709,56.1198,61.5774,709,3545000,1044.29,-10845.6767578125
1031.81,710,56.4087,47.8587,710,3550000,1026.06,-10731.669921875
1022.6,711,56.5833,45.9366,711,3555000,1025.41,-10736.044921875
1034.5,712,56.4979,49.1081,712,3560000,1034.61,-10818.154296875
657.62,713,52.9273,53.0848,713,3565000,986.1,-11594.8544921875
98.73,714,56.9237,94.7804,714,3570000,133.22,-12992.419921875
1008.38,715,58.1596,54.9446,715,3575000,1009.56,-10928.251953125
1027.67,716,57.2681,52.422,716,3580000,1027.91,-10932.8212890625
625.07,717,54.6565,47.7267,717,3585000,791.62,-11278.5166015625
126.37,718,55.0565,87.8389,718,3590000,178.24,-12733.8720703125
1053.87,719,56.2313,47.9926,719,3595000,1045.2,-10918.0009765625
418.38,720,54.3442,87.8845,720,3600000,462.43,-12665.3427734375
1003.21,721,54.5806,30.7392,721,3605000,1013.05,-10660.9345703125
796.72,722,53.562,32.0975,722,3610000,1047.39,-11125.734375
16.23,723,54.7032,98.0815,723,3615000,11.38,-13698.431640625
100.72,724,55.9268,88.9952,724,3620000,98.78,-13573.814453125
1042.18,725,56.6896,54.5863,725,3625000,1039.52,-11003.6982421875
1012.09,726,55.1156,33.0992,726,3630000,1021.52,-10325.8447265625
613.13,727,53.2695,55.7922,727,3635000,1021.57,-11359.3232421875
1050.62,728,53.7848,31.4753,728,3640000,1030.2,-10504.7919921875
1063.54,729,53.9954,30.9155,729,3645000,1038.79,-10390.6171875
1067.46,730,53.4061,24.1271,730,3650000,1049.73,-10371.16015625
1047.79,731,53.27,22.2338,731,3655000,1040.12,-10478.2294921875
989.23,732,52.5684,23.0929,732,3660000,1047.9,-10833.6162109375
1037.61,733,53.4082,26.2327,733,3665000,1035.25,-11037.20703125
1052.01,734,53.6133,24.2397,734,3670000,1011.2,-10750.1474609375
889.76,735,53.8656,26.6458,735,3675000,995.07,-10827.1572265625
91.79,736,52.1591,33.6512,736,3680000,7.68,-12314.91796875
775.28,737,52.1204,45.4539,737,3685000,958.15,-10888.693359375
1025.3,738,55.2518,35.2298,738,3690000,1045.35,-10772.1435546875
1017.38,739,55.0038,34.7149,739,3695000,1015.23,-10700.3505859375
1032.38,740,54.7648,33.0831,740,3700000,1033.02,-10807.533203125
1044.56,741,55.5091,42.2179,741,3705000,1043.72,-11025.650390625
895.02,742,54.4398,28.8537,742,3710000,1039.39,-10685.7783203125
1076.07,743,55.3977,33.7283,743,3715000,1053.87,-10657.5341796875
1038.52,744,55.6236,42.6384,744,3720000,1032.66,-11179.9697265625
1029.47,745,55.4191,35.5138,745,3725000,1031.25,-11186.421875
1029.81,746,55.3446,37.0874,746,3730000,1027.52,-11225.6015625
1015.62,747,56.5653,53.6741,747,3735000,1014.65,-11127.779296875
0.27,748,55.3972,49.4291,748,3740000,-0.43,-11559.51171875
70.64,749,54.9757,59.1501,749,3745000,78.63,-13054.48046875
112.26,750,53.8441,86.5762,750,3750000,124.92,-13556.8251953125
129.54,751,56.2824,82.2525,751,3755000,138.07,-13576.6162109375
132.04,752,55.4248,80.9561,752,3760000,132.69,-13643.453125
