Running Forward KL,Running Reverse KL,Running Env Steps,Real Det Return,Running Update Time,Real Sto Return,Itration,Reward Loss
49.5608,12.2794,0,312.2,0,306.84,0,131.47634887695312
49.3158,12.5195,5000,360.82,1,315.22,1,104.95176696777344
48.9776,12.2731,10000,388.36,2,373.19,2,60.945213317871094
49.62,14.6255,15000,354.64,3,328.35,3,15.137672424316406
49.1489,16.1263,20000,611.51,4,511.48,4,100.35572814941406
49.1984,15.386,25000,539.37,5,437.12,5,47.9047737121582
49.5982,12.9938,30000,515.97,6,438.55,6,98.38864135742188
49.0093,13.0824,35000,391.64,7,406.01,7,48.41889572143555
48.038,14.9193,40000,435.12,8,374.43,8,18.44106674194336
48.6781,16.0722,45000,439.8,9,455.87,9,-59.031158447265625
47.6783,13.14,50000,747.94,10,582.56,10,11.802286148071289
47.757,12.6457,55000,539.08,11,794.13,11,84.94950866699219
51.0483,18.4104,60000,320.03,12,456.55,12,10.403305053710938
46.7886,13.13,65000,1133.08,13,1293.34,13,29.69239616394043
46.6801,13.6192,70000,997.43,14,1061.05,14,12.98023796081543
46.9271,12.6322,75000,517.76,15,799.34,15,14.991387367248535
46.3866,12.2206,80000,1855.79,16,1693.68,16,11.83427906036377
46.312,14.4669,85000,1681.21,17,1351.41,17,-24.610355377197266
47.0168,14.4005,90000,816.83,18,892.83,18,-40.68279266357422
47.6678,15.9211,95000,1752.48,19,897.61,19,-35.9731330871582
46.9982,18.4785,100000,598.52,20,1069.91,20,-104.70152282714844
46.457,20.4358,105000,1318.5,21,1397.0,21,-91.43083953857422
45.9768,19.8647,110000,944.0,22,1296.92,22,-107.06632995605469
46.1027,12.6273,115000,1101.51,23,1242.13,23,-46.517520904541016
46.2489,13.166,120000,544.18,24,1100.46,24,-91.42111206054688
46.449,15.8527,125000,766.68,25,1026.13,25,-168.6745147705078
46.3914,18.3654,130000,1146.68,26,1076.92,26,-170.29541015625
46.7345,17.9679,135000,962.05,27,1178.56,27,-152.41412353515625
45.5248,14.3378,140000,1979.16,28,1684.48,28,-114.54114532470703
46.4494,20.259,145000,1769.95,29,1353.3,29,-225.4942626953125
44.9701,14.8557,150000,3058.24,30,2480.68,30,-87.31782531738281
45.3383,17.7077,155000,2312.55,31,2427.89,31,-168.02389526367188
45.5454,19.1441,160000,2408.56,32,2156.51,32,-138.26406860351562
45.7398,22.4552,165000,2042.02,33,2475.35,33,-136.56446838378906
45.9553,23.7552,170000,2263.49,34,1729.34,34,-246.52735900878906
45.6122,17.7647,175000,3194.64,35,2026.5,35,-154.83084106445312
45.8519,16.2913,180000,1673.12,36,2048.31,36,-97.69332122802734
44.5305,15.8085,185000,2348.16,37,2316.3,37,-97.90071868896484
45.1503,17.3573,190000,1481.47,38,2444.21,38,-131.48277282714844
49.035,28.9315,195000,668.52,39,608.71,39,-318.24053955078125
46.9034,28.0948,200000,971.73,40,880.47,40,-285.68084716796875
46.1879,15.1098,205000,989.5,41,1297.41,41,-220.3778839111328
44.4793,16.7651,210000,3175.21,42,3276.93,42,-122.9451904296875
45.7225,19.7064,215000,1358.57,43,1777.51,43,-205.97410583496094
46.3834,16.537,220000,1597.57,44,1598.06,44,-176.97740173339844
46.7537,15.9812,225000,649.83,45,931.92,45,-218.0948486328125
48.4773,32.9826,230000,324.59,46,646.29,46,-280.0175476074219
49.5049,61.0235,235000,1188.74,47,678.96,47,-337.38916015625
50.9004,70.9488,240000,238.15,48,254.69,48,-391.9256591796875
49.4929,25.7205,245000,585.29,49,475.95,49,-328.5896301269531
55.7702,44.905,250000,1053.03,50,1066.67,50,-473.35736083984375
55.1187,56.5791,255000,1047.53,51,1048.48,51,-472.9474182128906
53.6001,24.2609,260000,1013.11,52,1021.47,52,-440.0766906738281
54.9072,37.5749,265000,1004.28,53,1000.21,53,-479.831787109375
56.484,49.4297,270000,1002.3,54,997.06,54,-482.29437255859375
56.3817,48.3545,275000,1007.32,55,1006.1,55,-507.095458984375
54.9601,45.1289,280000,1004.12,56,1000.87,56,-517.0940551757812
51.4,24.197,285000,0.43,57,0.21,57,-319.0118713378906
51.4876,39.961,290000,360.46,58,326.82,58,-510.5786437988281
50.8434,35.3204,295000,155.72,59,249.12,59,-569.8846435546875
50.7951,60.7158,300000,338.74,60,344.1,60,-624.1021118164062
47.0198,16.3109,305000,999.73,61,694.86,61,-383.2054138183594
55.6367,161.3532,310000,-34.42,62,-34.39,62,-593.4457397460938
45.9566,24.4367,315000,1216.04,63,1790.4,63,-429.002685546875
55.5926,118.619,320000,-20.0,64,-18.15,64,-611.3646240234375
47.0864,21.3067,325000,1929.91,65,1603.69,65,-404.2526550292969
57.2779,46.4532,330000,1004.53,66,1002.39,66,-636.7982788085938
46.4368,17.0486,335000,2268.74,67,1784.31,67,-361.39105224609375
56.431,47.3459,340000,1003.55,68,1000.97,68,-654.5682983398438
51.2992,111.6843,345000,209.63,69,295.09,69,-504.8958740234375
55.5738,71.0535,350000,599.0,70,868.35,70,-674.0543823242188
51.5676,36.1191,355000,870.37,71,379.73,71,-604.823486328125
54.3206,31.4775,360000,724.22,72,721.88,72,-648.8771362304688
55.1823,42.9733,365000,1009.2,73,1006.83,73,-692.3973388671875
54.5607,27.736,370000,86.87,74,80.58,74,-468.42462158203125
57.1129,51.6426,375000,1000.62,75,999.22,75,-758.5381469726562
56.562,44.7792,380000,1006.96,76,1005.04,76,-705.1676635742188
52.5265,50.9412,385000,518.09,77,479.43,77,-723.947509765625
56.2642,60.2212,390000,1008.95,78,1007.66,78,-787.9552001953125
50.3318,18.6344,395000,477.81,79,498.03,79,-464.74639892578125
55.6976,52.5892,400000,1011.11,80,1011.59,80,-800.2620849609375
51.318,32.4495,405000,733.51,81,713.85,81,-780.3468627929688
56.4262,57.8222,410000,1021.71,82,1029.08,82,-843.3173217773438
48.7893,29.4467,415000,787.22,83,567.01,83,-629.0477294921875
56.5595,51.4382,420000,1021.54,84,927.15,84,-875.8043212890625
49.3785,18.8673,425000,844.06,85,718.56,85,-633.4817504882812
47.6908,15.8387,430000,1046.0,86,775.42,86,-519.6702270507812
50.4147,48.4661,435000,417.84,87,402.04,87,-796.7926025390625
47.0101,19.0227,440000,2584.13,88,1254.25,88,-614.5755004882812
48.2269,15.9267,445000,1004.38,89,499.48,89,-578.552978515625
47.7987,16.4837,450000,732.28,90,842.46,90,-534.6896362304688
49.3535,18.4881,455000,1028.05,91,817.62,91,-596.0634155273438
49.2343,18.318,460000,816.22,92,610.57,92,-414.891357421875
47.8108,17.0,465000,1273.88,93,1047.29,93,-537.2730712890625
46.4922,14.9235,470000,361.91,94,654.88,94,-510.14654541015625
47.8656,17.4971,475000,1017.67,95,798.31,95,-583.1775512695312
54.2301,118.3302,480000,-3.24,96,-3.33,96,-903.7650756835938
60.4339,130.7405,485000,5.65,97,4.31,97,-1177.224609375
57.0089,70.9824,490000,86.56,98,79.87,98,-952.4147338867188
56.8969,47.9762,495000,1001.96,99,1000.43,99,-983.2020874023438
54.7215,46.2315,500000,997.08,100,770.01,100,-1005.2352905273438
53.8229,46.0603,505000,558.49,101,330.27,101,-1051.9871826171875
55.6013,51.7332,510000,1004.4,102,939.8,102,-1065.084228515625
56.7529,51.1642,515000,1021.51,103,1022.05,103,-1097.51220703125
56.5437,46.3716,520000,1002.01,104,1001.69,104,-1062.1143798828125
57.3131,57.5897,525000,1029.34,105,1029.45,105,-1101.2332763671875
56.45,55.8087,530000,1037.8,106,1037.98,106,-1123.8055419921875
56.2387,43.2531,535000,1015.14,107,1013.81,107,-1055.6270751953125
50.1268,26.5494,540000,675.66,108,750.66,108,-932.153564453125
50.8102,37.7923,545000,897.1,109,826.3,109,-1092.162109375
48.5405,25.4503,550000,1191.58,110,1110.03,110,-912.525146484375
51.2932,35.6557,555000,268.85,111,245.72,111,-1087.159912109375
49.283,30.5519,560000,945.48,112,835.66,112,-1042.0382080078125
52.6229,49.0501,565000,8.7,113,10.29,113,-1072.30419921875
56.6898,45.4861,570000,35.47,114,21.82,114,-1172.0440673828125
52.6471,65.3999,575000,-15.75,115,-15.83,115,-1233.47705078125
50.4219,41.2193,580000,465.72,116,342.8,116,-1139.3045654296875
56.6345,48.085,585000,997.94,117,995.3,117,-1228.062255859375
56.4131,46.9173,590000,1009.36,118,1008.15,118,-1234.6903076171875
55.4575,47.6508,595000,1008.13,119,1007.09,119,-1252.8389892578125
57.0111,53.0569,600000,1007.54,120,1007.47,120,-1283.12744140625
57.1402,57.005,605000,1042.6,121,1042.58,121,-1338.3104248046875
55.2503,45.6254,610000,948.51,122,901.09,122,-1320.4913330078125
55.8796,64.6312,615000,1048.93,123,1004.39,123,-1339.68359375
51.5594,32.2126,620000,948.74,124,394.96,124,-1056.05224609375
55.7392,50.5729,625000,1053.38,125,919.6,125,-1405.4630126953125
55.9909,72.309,630000,918.05,126,886.5,126,-1414.2564697265625
56.3857,45.2816,635000,1008.31,127,1005.47,127,-1375.8272705078125
56.6944,55.8573,640000,1026.72,128,1025.09,128,-1386.0736083984375
56.7694,53.3364,645000,1022.1,129,1023.9,129,-1430.2261962890625
56.504,50.556,650000,1028.58,130,1027.88,130,-1409.7392578125
55.6275,46.1329,655000,907.25,131,876.37,131,-1403.7281494140625
54.4116,60.663,660000,1021.57,132,1020.81,132,-1453.06884765625
55.1038,60.2449,665000,1024.05,133,1018.31,133,-1469.2752685546875
52.5175,35.0621,670000,14.54,134,12.87,134,-1210.7861328125
57.2915,63.2554,675000,1030.28,135,1030.75,135,-1546.2015380859375
57.6537,52.2592,680000,881.33,136,956.49,136,-1537.7509765625
55.3309,37.9247,685000,309.07,137,148.51,137,-1403.0032958984375
54.4308,49.6953,690000,318.73,138,484.12,138,-1542.4931640625
54.7265,51.7957,695000,1016.36,139,1028.2,139,-1542.620361328125
57.1322,62.5363,700000,1028.81,140,1028.49,140,-1655.8232421875
54.4257,33.6439,705000,-13.72,141,-13.95,141,-1509.42822265625
56.0288,84.1591,710000,926.65,142,802.42,142,-1735.089599609375
56.6956,45.7645,715000,1003.31,143,1003.1,143,-1617.7945556640625
57.1198,48.0925,720000,1002.19,144,1000.93,144,-1655.5791015625
55.3762,32.4623,725000,1013.53,145,1012.89,145,-1587.6904296875
56.3995,53.2512,730000,951.05,146,848.62,146,-1597.7666015625
56.5373,64.152,735000,17.13,147,14.27,147,-1613.1484375
55.3331,46.1373,740000,670.68,148,665.82,148,-1585.1986083984375
57.0748,51.455,745000,1011.43,149,1009.26,149,-1693.782958984375
55.2077,46.3007,750000,1010.78,150,1010.26,150,-1647.4324951171875
56.0295,81.3921,755000,25.3,151,34.35,151,-1591.8779296875
56.3111,41.7248,760000,989.67,152,946.83,152,-1675.4390869140625
54.1356,40.6192,765000,4.93,153,4.97,153,-1487.322998046875
56.0687,47.9871,770000,369.43,154,426.01,154,-1713.7437744140625
52.8725,36.8314,775000,303.63,155,423.81,155,-1645.0716552734375
55.4018,45.8644,780000,48.97,156,35.95,156,-1729.9390869140625
56.6696,52.8666,785000,999.45,157,999.13,157,-1860.8636474609375
56.3215,54.791,790000,1024.76,158,1027.24,158,-1883.536376953125
56.4737,58.152,795000,1030.81,159,1031.09,159,-1937.596435546875
56.7711,54.7698,800000,1025.41,160,1025.39,160,-1964.4678955078125
55.809,49.6386,805000,1011.12,161,1004.41,161,-1914.8426513671875
55.5149,38.6201,810000,989.21,162,983.18,162,-1779.2664794921875
56.6217,54.4315,815000,1019.99,163,1020.21,163,-2023.8277587890625
50.5801,68.2872,820000,508.97,164,500.04,164,-1864.738525390625
53.1346,68.7491,825000,371.0,165,367.32,165,-1856.2054443359375
48.3826,56.6364,830000,723.83,166,766.39,166,-1715.157958984375
48.2491,41.6915,835000,1106.51,167,965.65,167,-1722.109619140625
50.9391,72.9537,840000,436.44,168,858.76,168,-1909.181396484375
51.1239,26.9896,845000,393.27,169,402.14,169,-1792.9619140625
53.3198,21.8631,850000,1015.07,170,1008.65,170,-1758.341064453125
53.3697,25.221,855000,1016.3,171,1019.36,171,-1958.9417724609375
51.6352,26.4562,860000,1025.55,172,1002.96,172,-1912.98974609375
49.7189,21.2589,865000,1004.64,173,1033.48,173,-1655.35400390625
56.7063,98.3072,870000,61.73,174,59.33,174,-2277.950439453125
56.9951,48.8941,875000,1001.32,175,999.68,175,-2144.7607421875
57.3386,54.1579,880000,1018.02,176,1017.89,176,-2238.1572265625
57.273,53.849,885000,1011.71,177,1011.32,177,-2238.709228515625
56.7895,45.9263,890000,1008.62,178,1008.4,178,-2244.1171875
56.7896,56.5944,895000,1028.31,179,1028.56,179,-2320.9921875
50.225,58.777,900000,469.49,180,305.59,180,-2202.593017578125
50.5242,52.942,905000,-1.97,181,171.48,181,-2049.874267578125
56.8899,78.5127,910000,8.78,182,9.69,182,-2444.8056640625
56.3266,58.6113,915000,24.35,183,27.54,183,-2408.913330078125
56.9079,56.8152,920000,-31.39,184,-27.69,184,-2369.74072265625
55.4008,61.3789,925000,-5.44,185,-0.92,185,-2410.48046875
57.1471,76.0916,930000,-37.55,186,-39.76,186,-2441.381591796875
52.1528,38.2778,935000,106.01,187,104.5,187,-2093.601806640625
50.1282,46.2093,940000,455.07,188,252.15,188,-2227.01513671875
51.2733,49.318,945000,295.33,189,205.48,189,-2145.673828125
54.7693,57.2479,950000,49.1,190,70.29,190,-2500.947509765625
50.0016,59.3842,955000,550.01,191,415.93,191,-2185.390625
49.1996,33.7818,960000,631.75,192,509.42,192,-2181.059814453125
52.0828,63.5579,965000,299.19,193,219.91,193,-2329.28271484375
49.2579,46.9287,970000,96.02,194,279.8,194,-2215.767333984375
49.2781,22.9431,975000,419.45,195,364.1,195,-2030.2279052734375
48.9232,34.5207,980000,375.31,196,513.03,196,-2257.79248046875
51.6752,53.9986,985000,179.96,197,381.53,197,-2589.24951171875
51.3271,43.5977,990000,394.57,198,399.76,198,-2470.276123046875
51.1646,61.3104,995000,396.35,199,448.73,199,-2420.96728515625
49.8663,47.1993,1000000,636.72,200,500.55,200,-2329.9072265625
52.014,37.5219,1005000,444.72,201,437.79,201,-2578.681396484375
51.4731,40.1373,1010000,285.27,202,321.6,202,-2453.270751953125
50.0302,21.7119,1015000,607.21,203,471.54,203,-1774.1380615234375
48.3551,36.4487,1020000,751.97,204,616.86,204,-2310.44384765625
48.9634,21.2745,1025000,497.73,205,469.86,205,-2106.54638671875
48.6331,21.915,1030000,1260.02,206,416.01,206,-2306.595703125
48.8642,22.3994,1035000,519.36,207,503.61,207,-1968.6658935546875
49.5977,37.6927,1040000,454.33,208,484.3,208,-2532.764404296875
49.9143,42.6864,1045000,191.61,209,311.82,209,-2721.9404296875
48.6342,39.3728,1050000,491.09,210,540.15,210,-2585.981689453125
50.1452,20.3012,1055000,404.52,211,447.63,211,-2207.445556640625
55.2557,54.7345,1060000,22.43,212,33.56,212,-2938.948974609375
55.0255,46.9448,1065000,930.17,213,543.81,213,-2927.274169921875
48.3636,48.5124,1070000,635.8,214,511.39,214,-2630.50830078125
47.3228,40.775,1075000,1671.9,215,691.82,215,-2355.119140625
47.6219,40.3859,1080000,1238.71,216,773.86,216,-2435.437744140625
50.3612,21.5954,1085000,430.69,217,290.45,217,-2623.41015625
50.6484,53.8595,1090000,332.19,218,349.92,218,-2971.83984375
50.0725,34.8383,1095000,573.17,219,311.73,219,-2962.567138671875
47.8192,27.5035,1100000,1076.63,220,501.74,220,-2693.085693359375
49.5733,43.8124,1105000,313.73,221,357.05,221,-3009.244873046875
48.7126,30.9471,1110000,79.74,222,269.38,222,-2634.6796875
49.7716,25.5983,1115000,479.15,223,398.44,223,-2610.829345703125
49.6317,27.3593,1120000,307.69,224,281.42,224,-2794.611572265625
52.8309,57.6726,1125000,-18.93,225,-3.32,225,-3115.999755859375
56.9336,60.833,1130000,1047.45,226,1047.73,226,-3266.603515625
56.2056,42.4952,1135000,1006.75,227,1008.15,227,-3185.976318359375
54.4569,29.7101,1140000,1007.75,228,1003.35,228,-3088.647216796875
52.7663,29.0078,1145000,297.38,229,390.72,229,-3066.838623046875
51.1522,21.3824,1150000,1034.7,230,918.65,230,-2833.932861328125
53.0187,20.17,1155000,684.09,231,700.0,231,-2576.594970703125
48.1512,23.0533,1160000,1083.3,232,965.08,232,-2664.594970703125
48.3928,18.2601,1165000,1185.16,233,764.86,233,-2414.641845703125
48.6382,23.3831,1170000,974.51,234,671.35,234,-2992.052490234375
48.8223,22.011,1175000,760.55,235,580.98,235,-2849.41259765625
48.4251,19.3833,1180000,896.74,236,894.34,236,-2794.96435546875
46.7889,17.4578,1185000,1123.3,237,952.08,237,-2772.975341796875
47.7156,17.2813,1190000,988.0,238,927.18,238,-2948.375244140625
46.4637,13.7076,1195000,1178.79,239,1359.63,239,-2441.517333984375
47.9735,14.1795,1200000,1118.02,240,859.19,240,-2613.179443359375
48.3164,13.7905,1205000,1084.72,241,737.92,241,-2524.258544921875
49.4548,15.5406,1210000,1502.72,242,551.01,242,-2605.861572265625
49.6022,18.8678,1215000,1002.0,243,597.34,243,-2840.302978515625
47.5472,15.2162,1220000,1584.13,244,884.98,244,-2743.58984375
49.048,17.085,1225000,993.6,245,606.75,245,-2920.260986328125
46.9069,14.0124,1230000,1200.2,246,992.14,246,-2514.92236328125
45.9558,15.2304,1235000,2247.3,247,1623.36,247,-2210.343017578125
46.8326,13.4823,1240000,1696.35,248,856.33,248,-2259.672607421875
48.2137,14.1057,1245000,1068.29,249,931.48,249,-2488.5263671875
48.1118,15.7331,1250000,1680.59,250,1756.01,250,-2489.144775390625
49.0598,13.6042,1255000,1311.19,251,1492.5,251,-2530.23193359375
48.2024,14.8194,1260000,2047.27,252,1567.87,252,-2345.74072265625
48.2527,14.9989,1265000,1872.02,253,1557.27,253,-2456.263671875
47.7756,16.0851,1270000,2159.22,254,1985.42,254,-2579.007080078125
48.5326,16.9001,1275000,1789.06,255,1743.16,255,-2768.20068359375
47.6681,19.7268,1280000,1525.83,256,914.51,256,-2915.605224609375
48.5831,18.4746,1285000,434.57,257,914.25,257,-3016.3955078125
46.2475,15.5552,1290000,2597.02,258,1645.59,258,-2902.215576171875
46.3893,19.1565,1295000,895.5,259,1221.85,259,-2921.724853515625
47.4879,14.0288,1300000,1926.73,260,826.46,260,-2909.4697265625
46.7978,16.1468,1305000,1914.13,261,1930.17,261,-2643.241455078125
47.011,22.168,1310000,2429.32,262,1979.28,262,-2745.275634765625
56.681,144.9779,1315000,-14.57,263,-7.3,263,-4595.10400390625
55.9454,73.3798,1320000,314.49,264,261.58,264,-4406.86865234375
56.9654,77.7245,1325000,125.75,265,94.15,265,-4430.6162109375
54.5401,63.241,1330000,504.16,266,686.01,266,-4392.00927734375
54.6866,36.6809,1335000,525.25,267,396.96,267,-4098.88427734375
57.6202,61.5994,1340000,1038.01,268,1038.21,268,-4364.91845703125
57.2095,47.4445,1345000,1019.18,269,1018.1,269,-4332.2138671875
55.8072,37.9049,1350000,1019.36,270,1015.3,270,-4187.85205078125
56.2562,44.4479,1355000,1016.42,271,1015.7,271,-4308.94580078125
56.7903,58.2562,1360000,1042.33,272,1043.67,272,-4332.5498046875
57.4556,52.5007,1365000,1030.36,273,1047.79,273,-4347.84423828125
57.3096,51.3884,1370000,1022.99,274,1022.98,274,-4408.03759765625
53.1224,57.6289,1375000,2.45,275,3.52,275,-4170.8232421875
50.7901,25.8262,1380000,99.06,276,99.64,276,-4102.615234375
57.0431,52.6607,1385000,1016.94,277,1016.65,277,-4505.947265625
56.7161,47.2021,1390000,1049.62,278,1050.14,278,-4622.1552734375
54.7648,31.4672,1395000,1021.41,279,1019.07,279,-4526.548828125
53.4946,23.8059,1400000,1017.78,280,1024.36,280,-4176.09033203125
52.979,18.6442,1405000,1029.02,281,1049.76,281,-3830.009033203125
53.1808,21.9912,1410000,1017.31,282,1016.71,282,-4442.23681640625
53.9344,24.4562,1415000,1001.71,283,988.61,283,-4110.3134765625
54.1995,26.8912,1420000,93.14,284,109.75,284,-4375.22802734375
56.2256,77.5191,1425000,365.33,285,567.14,285,-5125.09228515625
53.2794,34.7503,1430000,194.45,286,194.95,286,-4690.7998046875
57.0891,54.0941,1435000,1004.74,287,1003.36,287,-4813.87353515625
55.7779,39.8001,1440000,1013.89,288,1013.43,288,-4810.10205078125
56.7592,47.4492,1445000,1016.08,289,1015.53,289,-4926.8486328125
56.233,41.5968,1450000,1007.83,290,1003.06,290,-4716.93994140625
54.5944,31.5658,1455000,1012.22,291,1013.55,291,-4978.228515625
51.2037,40.0212,1460000,472.68,292,498.77,292,-4724.61181640625
55.5326,30.8179,1465000,990.04,293,989.58,293,-4612.484375
51.4961,31.9518,1470000,780.95,294,830.72,294,-4893.4580078125
55.4076,84.6368,1475000,157.34,295,123.6,295,-5475.56103515625
53.768,39.8266,1480000,319.83,296,300.14,296,-4851.65966796875
50.2525,81.814,1485000,404.24,297,363.48,297,-5277.3671875
53.6222,79.2979,1490000,253.07,298,252.89,298,-5262.4541015625
52.5422,66.8622,1495000,278.01,299,272.58,299,-5313.9052734375
52.7463,69.3496,1500000,152.0,300,170.63,300,-5729.64404296875
55.7373,69.9713,1505000,28.53,301,44.34,301,-5998.21142578125
50.9031,44.7689,1510000,245.88,302,343.9,302,-5375.6611328125
53.0768,58.9754,1515000,139.9,303,250.61,303,-5664.65185546875
54.4307,42.7342,1520000,1036.07,304,993.85,304,-5485.306640625
52.4748,35.9141,1525000,468.82,305,524.25,305,-5312.5517578125
50.582,45.9318,1530000,484.53,306,485.25,306,-5599.2744140625
54.964,59.2597,1535000,79.72,307,139.43,307,-6187.9833984375
50.0531,32.188,1540000,340.7,308,412.61,308,-5633.330078125
51.3604,30.4618,1545000,395.33,309,377.74,309,-5608.361328125
50.0271,30.7453,1550000,414.8,310,424.34,310,-5489.529296875
49.552,22.4981,1555000,1003.05,311,417.8,311,-5168.64697265625
50.0055,37.1277,1560000,1050.37,312,567.0,312,-5534.1396484375
49.8446,56.1902,1565000,186.48,313,277.69,313,-5879.787109375
55.1066,36.2305,1570000,1011.25,314,1011.26,314,-6029.12890625
55.7136,44.508,1575000,1003.87,315,995.45,315,-5864.70458984375
55.8562,41.9092,1580000,1003.43,316,1000.52,316,-6108.572265625
57.1635,54.523,1585000,1034.99,317,1038.65,317,-6109.0390625
51.5527,49.2952,1590000,63.45,318,62.0,318,-6176.37109375
52.9495,115.2388,1595000,99.47,319,53.21,319,-6774.82373046875
53.9572,151.7096,1600000,-12.16,320,-10.38,320,-7297.82568359375
50.5087,48.3969,1605000,453.84,321,445.47,321,-6309.8427734375
54.1704,187.2109,1610000,120.84,322,204.89,322,-7173.57373046875
51.7243,39.4114,1615000,1055.37,323,1045.89,323,-6203.2900390625
49.968,28.3582,1620000,688.31,324,711.35,324,-6061.05078125
50.1194,64.2725,1625000,687.21,325,635.71,325,-6257.1357421875
54.181,33.3671,1630000,1014.75,326,1017.02,326,-6147.56103515625
55.4747,38.0891,1635000,1035.53,327,1013.04,327,-6076.962890625
54.4552,30.6737,1640000,1032.68,328,1034.1,328,-6163.60791015625
53.7307,26.0177,1645000,1027.61,329,1027.68,329,-6072.5068359375
57.8775,76.4589,1650000,23.6,330,23.46,330,-6681.04638671875
57.4066,62.8528,1655000,993.62,331,1002.43,331,-6434.919921875
55.0184,35.308,1660000,979.66,332,836.09,332,-5946.287109375
50.0009,39.7207,1665000,437.1,333,391.6,333,-6163.5556640625
50.1698,27.4356,1670000,413.97,334,372.08,334,-6256.11474609375
48.3979,49.0388,1675000,790.25,335,585.26,335,-6256.322265625
58.7826,139.2795,1680000,-2.32,336,-2.4,336,-7914.7978515625
54.3415,51.3922,1685000,768.78,337,893.3,337,-7158.96533203125
54.6427,49.3162,1690000,265.43,338,258.98,338,-7644.50146484375
51.2029,41.7744,1695000,579.9,339,497.71,339,-6828.26171875
53.713,65.5921,1700000,463.57,340,428.05,340,-7208.87109375
53.2318,63.8488,1705000,348.14,341,339.23,341,-7442.71875
56.8608,43.6714,1710000,1008.44,342,967.77,342,-7333.42236328125
55.4257,48.4104,1715000,1023.46,343,1014.84,343,-6891.8798828125
52.3728,35.9934,1720000,431.3,344,588.43,344,-6955.21435546875
52.678,65.9918,1725000,276.63,345,276.67,345,-6793.0966796875
52.6396,62.439,1730000,423.97,346,400.37,346,-7024.607421875
54.434,34.2767,1735000,1015.19,347,1006.34,347,-6714.27783203125
53.1613,23.1547,1740000,1012.36,348,998.19,348,-6391.66943359375
53.4304,20.6754,1745000,1010.86,349,1017.57,349,-6657.8994140625
53.8712,26.1807,1750000,1009.95,350,1005.42,350,-6816.8154296875
53.5821,24.3184,1755000,1008.41,351,1002.49,351,-6707.53515625
53.2944,20.767,1760000,1013.93,352,1010.1,352,-6749.01904296875
52.9821,18.9511,1765000,1036.01,353,1022.25,353,-6706.37548828125
53.2971,22.3257,1770000,1022.1,354,1027.89,354,-6663.38037109375
53.6405,26.8931,1775000,1016.4,355,1030.0,355,-6551.44775390625
52.898,19.3677,1780000,1023.66,356,1037.85,356,-6426.74951171875
52.913,20.5737,1785000,1018.71,357,1025.8,357,-6420.75927734375
55.2025,37.9675,1790000,1021.65,358,1019.58,358,-7605.41064453125
55.4964,38.1495,1795000,1004.76,359,996.66,359,-7236.41943359375
55.8032,51.6546,1800000,126.58,360,144.04,360,-7667.83203125
53.8315,37.3908,1805000,154.43,361,117.99,361,-8256.4228515625
51.1923,39.3156,1810000,607.13,362,690.35,362,-7379.513671875
52.2378,55.6933,1815000,168.88,363,152.61,363,-7680.25
53.7129,28.9868,1820000,1012.33,364,1026.55,364,-7104.302734375
54.7275,36.2721,1825000,997.47,365,970.47,365,-7394.07373046875
55.6151,38.0451,1830000,1009.45,366,1004.72,366,-7556.88916015625
55.8846,48.4381,1835000,1031.23,367,1032.03,367,-7707.1044921875
51.248,28.1433,1840000,809.55,368,864.09,368,-6904.095703125
50.3123,29.1445,1845000,856.86,369,835.34,369,-6620.3203125
49.7404,21.9153,1850000,499.33,370,480.1,370,-6464.49755859375
48.7504,40.0319,1855000,429.63,371,558.89,371,-7087.16162109375
50.3188,63.3578,1860000,755.06,372,903.09,372,-7624.59814453125
55.9856,43.6621,1865000,1008.5,373,1008.69,373,-8057.00390625
55.5543,41.377,1870000,1007.83,374,1006.68,374,-7861.82666015625
52.0082,36.3462,1875000,259.45,375,272.87,375,-8524.5263671875
56.2679,51.0164,1880000,1009.06,376,1010.28,376,-8334.33203125
52.3737,61.7018,1885000,123.29,377,33.09,377,-7845.93017578125
55.7979,41.4453,1890000,1027.12,378,1025.08,378,-7739.1162109375
55.0093,38.5006,1895000,1040.71,379,1042.38,379,-7889.51953125
52.2072,20.2117,1900000,1002.18,380,905.23,380,-6851.642578125
49.5802,15.2805,1905000,1000.65,381,1021.51,381,-6527.3017578125
51.2892,20.998,1910000,1037.93,382,821.39,382,-6739.91015625
50.5696,19.3336,1915000,1001.83,383,939.84,383,-6419.7607421875
